record_id,Count (classes),Count (horses),trainer,trainers,source,horse,horses,Count (entries),rider_display,rec_id,entries,rider,entry_go_times,wec-alerts,class_oog,class_oog copy,class_results,cwf
recQk7a0vqvqeHwYS,0,1,Morgan Taylor,"[""rec0wCs5ZzmAW8kSL""]",class_oog,Cms Who's The Man,"[""recdanmPVXbmzN9w1""]",1,Madison,recQk7a0vqvqeHwYS,"[""recbTTLdQQzmaK8Yy""]",Madison Boutilier,,,,,,
recQtl36CipbQcEZ6,0,1,Ben Taylor,"[""recmTGLWfZLnyH6TK""]",class_oog,Patron,"[""recIEURZIRcudCDt1""]",1,Joy,recQtl36CipbQcEZ6,"[""recBybovGA3QF4KoF""]",Joy Rollefson,,,,,,
recQxb0Ax2Q7oNNKl,0,1,Alan Korotkin,"[""recFIHTcArQhILyAc""]",class_oog,Poptart,"[""rec6qkStn8vxhfz5c""]",0,Olivia,recQxb0Ax2Q7oNNKl,,Olivia Oakvik,,,,,,
recR15trSJEmLl1BW,0,4,Ben Taylor,"[""recmTGLWfZLnyH6TK""]",class_oog,Conthinder,"[""recBbNqLfR6bedO4Y"",""recBpwtdQHxh4VA9A"",""recFDWbTiblt4mAKN"",""recq5UnOR7mLoxI6I""]",4,Sophia,recR15trSJEmLl1BW,"[""recBrlPfyzwPNCO75"",""rec9GEPDxYugGa9EC"",""recDwDMZvyoaSoh3B"",""reckOFVSzlsgIng3j""]",Sophia Ayers,,,,,,
recR2Qqw14ekrhhEb,0,3,Tara G. Bostwick,"[""recnfUPcKk9Gyyfct""]",class_oog,Churchill Blue,"[""recVCZXLZHYtVS0q9"",""recgMVCqjpDn8pGu6"",""recjwykrLZTULfE44""]",3,Reagan,recR2Qqw14ekrhhEb,"[""recSu8KzOmYJDg4Em"",""rec5ppXd3Vi3V3PUp"",""recMl7T8npEco3A2D""]",Reagan Williams,,,,,,
recRIMcTnKFY5QT1D,0,1,Angela Gais,"[""recGc5Brn264xxwLl""]",class_oog,Bonne Chance,"[""rechiQURI0DyDDCqo""]",1,Alexandra,recRIMcTnKFY5QT1D,"[""recMuRotnCxQR9iwp""]",Alexandra Stauffer,,,,,,
recRLAErJt0gGFTo1,0,4,Luke Sassi,"[""rec24pSWnvy9FcJe9""]",class_oog,Penelope De La Fresnière,"[""rec4C5up6MnR29EiK"",""rec7OtpMftJvmaGkF"",""rec0dAC4VPaTnKi1s"",""reciD8BARTY6HjGWi""]",5,Luke,recRLAErJt0gGFTo1,"[""recf7XhHRIWSt1q5G"",""recX7ZLMmQ0SEzHLB"",""recnHXqzRVrS79XjN"",""recjuhxmP88d5UfTA"",""rectY3GOus6n9pmIQ""]",Luke Sassi,,,,,,
recRU1Mej9Bok2L0a,0,1,Matthias Hollberg,"[""rec1WjmrNr6i9f42W""]",class_oog,Alejandro Fcf,"[""recNt5v3dRPI2tyvH""]",1,Averie,recRU1Mej9Bok2L0a,"[""recIZlv5njbVi0Nxl""]",Averie Foss,,,,,,
recRZ3xBHi6OjRlHK,0,1,Maya Denis,"[""rec1yYXh3xuiGBsAr""]",class_oog,Fernhill Touch Of Grandeur,"[""recPNCV6VOVWK2NaS""]",1,Kendall,recRZ3xBHi6OjRlHK,"[""recA6Nqh637ic9n2z""]",Kendall Stephens,,,,,,
recRc1almev7LLLEO,0,2,Juliann W. Cunningham,"[""recBZQ9mU0STvFbPL""]",class_oog,Squid,"[""recunMWGQTI2VToxq"",""rectQgrzp3TJHRPnl""]",2,Ella,recRc1almev7LLLEO,"[""recq3TA2ZvEBsMBNd"",""rec4aCCXiT3ZzSW5s""]",Ella Sasso,,,,,,
recRqmqFiWa1SNEQF,0,2,Derek Reed,"[""recnRRpu2nz5AuBj6""]",class_oog,Rich Girl,"[""rece3GBJjxZECBTqa"",""recvuddhUtF9cqixv""]",2,Felicia,recRqmqFiWa1SNEQF,"[""reczYObixJZURLE5N"",""recdvY5Bhns0iSO9A""]",Felicia Rodgers,,,,,,
recRtC0F3ysCyAaTr,0,1,Lesley Grant-Law,"[""recSN4WGiXjlJgPc6""]",class_oog,Dsh Gran Torino,"[""rec55vpC4sa96DMLZ""]",1,Leslie,recRtC0F3ysCyAaTr,"[""recwYhzRtCDiI5xSW""]",Leslie Law,,,,,,
recRwKQn4Cpl8Zqzz,0,2,Jasmine Walsh,"[""recI1AZhpQDfY3cRY""]",class_oog,Dominus Z,"[""reci7vpKDSO4HLzfO"",""recdgVTjaWDh5ukyJ""]",2,Emery,recRwKQn4Cpl8Zqzz,"[""recdMAFrp27NIbeGF"",""reczOTwv7DErytw0W""]",Emery Kobel,,,,,,
recS6NEHW8df5rwkS,0,2,Caroline Willard Briles,"[""recgDRmlgICPwHaba""]",class_oog,Bye Chance,"[""rec9JED7qNw5K1k1x"",""recuCPJ2Zgcp5QVZK""]",3,Linda,recS6NEHW8df5rwkS,"[""recGNgC61nUbQ8dS7"",""recKixOH4Ep6JOkPO"",""reckOnxVceHZPnCPX""]",Linda E. Vellman,,,,,,
recS7xRIWP2pzZCg3,0,1,Gianni Gabrielli,"[""recBAzsT29cV74CnZ""]",class_oog,Solaguayre Chaquensi,"[""rectKjJi3vbaPv5i1""]",1,Melanie,recS7xRIWP2pzZCg3,"[""recpy9qy1UpqoYGC2""]",Melanie Mendoza,,,,,,
recSD3oLcU0QYz1H7,0,1,Marissa Creviston,"[""recUr6Fi772oNLJ5v""]",class_oog,Delta Blues,"[""rechUQIGTl4TpNV4N""]",0,Ashley,recSD3oLcU0QYz1H7,,Ashley Nokes,,,,,,
recSjgiaxtLvji5uq,0,1,Carlos Aguirre,"[""rec1FgPVFDZY2PmXP""]",class_oog,Chanel,"[""recIV0AQbZVVkxgVz""]",1,Raquel,recSjgiaxtLvji5uq,"[""recv0B2iG4iBLz2LX""]",Raquel V Toro,,,,,,
recSlmjMGDyanRxR7,0,1,Alberto Michan,"[""recOPpcKG9qWpofRT""]",class_oog,Sweet Caroline Na,"[""rech23Fgkd56AncPD""]",1,Juliane,recSlmjMGDyanRxR7,"[""rec7Ab9hWgN2MWcXj""]",Juliane Stephan,,,,,,
recSpZwBDTYVDdVOK,0,3,Jasmine Walsh,"[""recI1AZhpQDfY3cRY""]",class_oog,Starridor,"[""recEjGyhVLj8KVVn1"",""recNWMRMAQy4ZOXRW"",""recmEo4sesOjwthKX""]",2,Peyton,recSpZwBDTYVDdVOK,"[""recP069o09wRfHVzl"",""recvjSnNyrwcGgAu8""]",Peyton Krumin,,,,,,
recStDHonwdQtwWja,0,1,Ivy Nyberg,"[""recFYFjihQUcBvh6P""]",class_oog,Indianapolis,"[""recL9EZdGQk2oSxYz""]",1,Ivy,recStDHonwdQtwWja,"[""recQiGG8bUwdhs9Th""]",Ivy Nyberg,,,,,,
recSwYgVxYeWHJAvI,0,1,Robert Mendoza,"[""recc7BtlSMC456iwd""]",class_oog,Tarantino De Rie,"[""recEKwpfkg93Z4H5R""]",0,Hanna,recSwYgVxYeWHJAvI,,Hanna Pieri,,,,,,
recSx6zrBtxT7i8gh,0,1,Benjamin J. Meredith,"[""reccRPUdMRZMCiJuf""]",class_oog,Hallmark Hpf,"[""recznBPlUOh3ieweT""]",0,Nick,recSx6zrBtxT7i8gh,,Nick Edmunds,,,,,,
recT4DmfdKkyGN2BH,0,1,Kim E. Burnette,"[""recq5CHnS6h3E8w58""]",class_oog,Carli De Sabette,"[""recmByhMYQnxjwoVz""]",0,Maya,recT4DmfdKkyGN2BH,,Maya Fischl,,,,,,
recT9NpDNfSMhikLG,0,3,Juan E. Hidalgo,"[""recWm4nXbUtPYpLCL""]",class_oog,Il Vole Du Park,"[""rec6ysiq6YPYZB8xn"",""rec1WNWyNkZHM2djN"",""recvc1quYVdy4FRr4""]",4,Juan,recT9NpDNfSMhikLG,"[""recuxxtlQ8FlkNjqC"",""recIILOTkzdwkPqea"",""recUqU7pPcDCKpVrj"",""rec7azKaPKmD2cx7o""]",Juan E. Hidalgo,,,,,,
recTCHnChSTIiwvZX,0,1,Kelsey Duffy,"[""recJe0LFDSWmZkYs4""]",class_oog,Flylow,"[""rec9QVvKA6ZzXPqKg""]",1,David,recTCHnChSTIiwvZX,"[""recU0jOLumK458kcA""]",David Duffy-Levendorf,,,,,,
recTCvI0mQz6rAjWg,0,1,Ben Taylor,"[""recmTGLWfZLnyH6TK""]",class_oog,Forseti,"[""reclfJi9i9xlltKo7""]",1,Ben,recTCvI0mQz6rAjWg,"[""recHyN19AKl4BWiCZ""]",Ben Taylor,,,,,,
recTDMo7hqCpuyKDo,0,5,Robert Mendoza,"[""recc7BtlSMC456iwd""]",class_oog,Lyonheart,"[""recV8l7UbmAohDANr"",""rec1WwYM8k4xOd9j3"",""recEKwpfkg93Z4H5R"",""recQQaDO3dcVfREOY"",""reccCKcFj7yR73Nd9""]",7,Robert,recTDMo7hqCpuyKDo,"[""rec8nbieTHlNYfAzC"",""reci2dsUGmNKNrxEV"",""rec1h9tikxncztApt"",""rec32qsqLuGDJ9aQ7"",""rec514OUjwldYovtn"",""recSpoDIMbZJaCFQg"",""recSpXIJ25DfqTbXv""]",Robert Mendoza,,,,,,
recTHJagHE9Q3tPsI,0,3,Stephanie Frey,"[""recGQXJ8M2eFcl9W7""]",class_oog,Billy Banbury,"[""recdTX5IUQZl4s7vU"",""recdgDYXozqdyOFDK"",""recMjB7oPDo8BDfWU""]",2,Alexa,recTHJagHE9Q3tPsI,"[""recuNQ00z5v7WxF6j"",""recTB2sMib3ga8Eu6""]",Alexa Riccio,,,,,,
recTbPPrT5MS4uV32,0,5,Savannah Groselle,"[""recGAk78qKHuklkI5""]",class_oog,Makuna,"[""recVJE5vN5qq6I9DS"",""recCjY7URLFiJYB7z"",""recpYT7ZhP7sVY8yE"",""recsLq3QJpe0I91E1"",""reccWmH9YrdWoRbbj""]",5,Savannah,recTbPPrT5MS4uV32,"[""recHI4yrp2NFdPoy4"",""recCGHfmjgSEuux59"",""recQ7HnsEnibn4AGr"",""recRYg0YIM8JzWYG8"",""recwRRSvRvajFvpfV""]",Savannah Groselle,,,,,,
recTf0sGZjMph4C5x,0,3,Stefano Baruzzo,"[""recqebjIKM3r0tkep""]",class_oog,Orchidee Vd Bisschop,"[""reclcCXIKxjqvHhQG"",""rec78HboS0nekBGJk"",""recoAziURff9yumKS""]",3,Devin,recTf0sGZjMph4C5x,"[""recfmZckWPiD4Rqmf"",""recTBFm0ySysqGw0a"",""recFIql8NQczd9Ery""]",Devin A. Seek,,,,,,
recTf2Xim4Op3oBot,0,1,Jasmine Walsh,"[""recI1AZhpQDfY3cRY""]",class_oog,Bianca,"[""recHIKuIcAOuVlvBx""]",1,Harlow,recTf2Xim4Op3oBot,"[""recWRSQyU8e94yiTZ""]",Harlow Kobel,,,,,,
recTzVdXN2lQX7IZJ,0,1,Juan A. Rodriguez Silva,"[""reclu4ZfxeCUoDgLA""]",class_oog,Goodgraf,"[""recmkdZlIpgn2WpHl""]",1,Lenir,recTzVdXN2lQX7IZJ,"[""recQadhnwp62oGhc1""]",Lenir Perez,,,,,,
recUAXMBbSwmB7zjl,0,1,Kim Taylor,"[""recMsKXGUQA6BQOth""]",class_oog,Bff Signatures Holy Ghost,"[""recFj8Rnqda865Orl""]",1,Ella,recUAXMBbSwmB7zjl,"[""reckA4khnOmuCzQG8""]",Ella Ofarrell,,,,,,
recUFm6Wapo7Qrf6n,0,3,Sven Frei,"[""rechQszLeuxBMYqll""]",class_oog,Espresso,"[""recanS0gIFgb7M0um"",""recVpyyWeXZVriozh"",""recWtGteWsVUzHxj4""]",3,Molly,recUFm6Wapo7Qrf6n,"[""recdqd8c1RiqEIyWS"",""rec2baIfOEJG63TMM"",""recjPe7jVWzibc1lp""]",Molly Frei,,,,,,
recUMVpOTXnrfo6VI,0,1,Jacob Fletcher,"[""recXPKDGyJI2y5uSY""]",class_oog,5o1 Stakkatol's Dream,"[""recTLCrfSjDjMGHda""]",1,Jacob,recUMVpOTXnrfo6VI,"[""recWktbRAlMADqRYM""]",Jacob Fletcher,,,,,,
recUMvSAuUWgkBqLP,0,2,Ben Taylor,"[""recmTGLWfZLnyH6TK""]",class_oog,Samba Do Brasil,"[""recpHGtjY8NAqovDV"",""recHAnzuqYB4BmFf2""]",1,Alise,recUMvSAuUWgkBqLP,"[""recv9pN07UPLwgUlv""]",Alise Carrico,,,,,,
recUXk1rCTBLl3j4S,0,4,Samuel Parot,"[""recnutMCbWmttrhyI""]",class_oog,Contigo Z,"[""rec2G9YifGvN4YYhL"",""recuzitVFFi8AmZ40"",""recvDtleM8vfk6OC1"",""recq4yel90gUTUD2H""]",4,Samuel,recUXk1rCTBLl3j4S,"[""recdwOEYGZ8DxLTUJ"",""recRPs1ydxqIDjEOg"",""recyfyN4kujFVTi3w"",""rech7sFSTS6x49XVc""]",Samuel Parot,,,,,,
recUgFp1uT5JPlHTn,0,1,Andrew C. Welles,"[""rectc0mHofDhAxAVA""]",class_oog,Cismet 4,"[""reckUXRnpkkQZOFiB""]",0,Alexandra,recUgFp1uT5JPlHTn,,Alexandra Welles,,,,,,
recUp0PuFTPxVBAqS,0,1,Tammy Blanchette,"[""recDlEaFgkwZNWGL7""]",class_oog,Cookie Z,"[""recKSEESfOjL9QBV5""]",1,Ariana,recUp0PuFTPxVBAqS,"[""recvJc1GYL1CAgS4R""]",Ariana Zuccolotto,,,,,,
recUwNcxdLMqUK3KT,0,3,Anthony Sauriol,"[""recIKamH37qEBTrF7""]",class_oog,Olivia Ve,"[""rech5yTeSsVS1KTIB"",""recdfnpvrii1vjhVr"",""recBEKQFHtHWNpX0V""]",3,Anthony,recUwNcxdLMqUK3KT,"[""recqzYIr22FSPmONx"",""recG0ObOIx4SWYBfZ"",""recZhshSDnMVLef3m""]",Anthony Sauriol,,,,,,
recV9LW30IW7R1YBf,0,1,Raishun Burch,"[""rec5VNiNYnXVAnanj""]",class_oog,Leporsche Th,"[""recRMC3zELLHIedtW""]",1,Ella,recV9LW30IW7R1YBf,"[""recBc8B5JwLXimn9V""]",Ella Saidi,,,,,,
recV9LcVTEC4F1lFv,0,1,Alan Korotkin,"[""recFIHTcArQhILyAc""]",class_oog,Fernhill Kudos,"[""recCJZ2qtB13pnoHM""]",1,Lynn,recV9LcVTEC4F1lFv,"[""recxF9q0GD48Trd4e""]",Lynn Yoos,,,,,,
recVEALy4YPkqWZIK,0,2,Jacqueline Steffens Daly,"[""rec3YjZUNtuqDJ0nC""]",class_oog,La Luciole,"[""recpjmVkhaMa5uNgi"",""recF0Qj3XRYqabiuO""]",2,Jacqueline,recVEALy4YPkqWZIK,"[""rec8BkNjJAu1oqLly"",""recZpqPhNHYT2KGLP""]",Jacqueline Steffens Daly,,,,,,
recVJofoqKgb9upuP,0,1,Darragh Kerins,"[""recOdyCszUe4VTxPo""]",class_oog,Colbert Q,"[""recQqlvVVUuzmYYt0""]",1,Sophia,recVJofoqKgb9upuP,"[""recBhjBj2yY4p1S1s""]",Sophia A. Thomson,,,,,,
recVKO2NQO19jKTke,0,1,Debbie L. Mccarthy-Connor,"[""recwFYOP4JHOhB8kQ""]",class_oog,Del’arkan,"[""recjwkvLE2ZbqHGk6""]",1,Ryan,recVKO2NQO19jKTke,"[""recSRTctssQmFt5Zq""]",Ryan Baldwin,,,,,,
recVSWIptAdOlozCa,0,1,Maya Abdallah,"[""recI1g5Ddvuo2Aqkw""]",class_oog,44 North,"[""rec1UtZnhAqb0uQVk""]",1,Reena,recVSWIptAdOlozCa,"[""recn69BbC5W9yCi8K""]",Reena Moumnine,,,,,,
recVYmCyz3WQKbmGi,0,1,Kelsey Duffy,"[""recJe0LFDSWmZkYs4""]",class_oog,Cadenza,"[""recYAM5kcV0CsvYQm""]",1,Amelia,recVYmCyz3WQKbmGi,"[""recFPompwNuUcxVJg""]",Amelia Ruth,,,,,,
recVqgz5Pcd0lDWMD,0,3,Helen Goddard,"[""recDrdlgXZrGchjA6""]",class_oog,Toussant,"[""recKtvM0TTe4beUJy"",""recCiAVbHldxvRM4N"",""recgt7oTDr0J3ohaV""]",3,Helen,recVqgz5Pcd0lDWMD,"[""recjXCJemMjvGYGEu"",""recKqQzhbfKxF94HK"",""recQvAK9J6jkpyCVI""]",Helen Goddard,,,,,,
recVyFnsCEnBxwmHx,0,1,Juan M. Bolanos,"[""reciQqSfWbMiP5zxf""]",class_oog,Baral Quester,"[""recJDA8C1LeKb7kWF""]",1,Nicole,recVyFnsCEnBxwmHx,"[""recXQEcjWOL1CE99r""]",Nicole Schulze,,,,,,
recW2UNuebpQOcSsH,0,1,Jake Evans,"[""recSXiCPwDmQ76cuQ""]",class_oog,Checkmate,"[""recJX8hecWzDKLwX6""]",1,Gabriella,recW2UNuebpQOcSsH,"[""rec1e77tZXkuTZTKx""]",Gabriella Savettiere,,,,,,
recW5RVnDW4GorcuS,0,4,Ashlee Bond,"[""recoD21rUN9Qq4pgV""]",class_oog,Hakatann De Lojou,"[""rec2tqfAlAdTX4g55"",""rec8tPpuefo69dXlO"",""recxVsVDTZtCpRdnr"",""recQUFR6ixWCD6Q8i""]",4,Ashlee,recW5RVnDW4GorcuS,"[""recfZjErV6grXiOk4"",""recTYuCuVNfUvncak"",""recHFLwyRYGy4cKNa"",""recxhhLw5OQ6dQ3im""]",Ashlee Bond,,,,,,
recW5c6UYARQVomg8,0,1,Kyle Dewar,"[""recVsz59iVCmUI0Nu""]",class_oog,Cerveza De Barril,"[""recYUrf4jnJTSnrCY""]",1,Riley,recW5c6UYARQVomg8,"[""recLzsSI5ImoRFuuv""]",Riley Hilliard,,,,,,
recWbZukYiZRz2KJD,0,2,Brian Murphy,"[""rec6UiZPMcNsltg3J""]",class_oog,Denison Park Combat,"[""recnhOVcyG0NA6V4G"",""recqo0l1TcOw7WkjU""]",2,Elizabeth,recWbZukYiZRz2KJD,"[""recXhnw9jzNNP3Ri9"",""rect9kuSGZd3zCfJT""]",Elizabeth Schumann,,,,,,
recWfvZLKxCuHjeU8,0,1,Dawn Hersey,"[""recXocXm551bESpPa""]",class_oog,Insightful,"[""recXcU7TWrbVPmrvG""]",1,Kendall,recWfvZLKxCuHjeU8,"[""rec4HtfJmwxwrcJYO""]",Kendall Bland,,,,,,
recWgnylWhkmIDhco,0,2,Scott Keach,"[""recAxFIoUH9sfVhnS""]",class_oog,Born To Be Wild,"[""recj1gvrUNRxVuaWC"",""recYCbgK9cpBTgQ21""]",2,Jamie,recWgnylWhkmIDhco,"[""rec6uUStMesh3znm5"",""recSagAG8IFRylsx2""]",Jamie Alnwick,,,,,,
recWnhS4f3syx16A3,0,1,Madison Daughdrill,"[""recQXTpW29gQ8CQhu""]",class_oog,Orchard Hills Snapchat,"[""recfswAtH6LI45qA4""]",1,Elliana,recWnhS4f3syx16A3,"[""recKtli3fmhLv4STL""]",Elliana Rivera,,,,,,
recWqMq2Vyup6j34N,0,1,Madison Daughdrill,"[""recQXTpW29gQ8CQhu""]",class_oog,Shenandoah East Wind,"[""recHDwKXte9oVke6e""]",1,Theya,recWqMq2Vyup6j34N,"[""recVLcZffu8eU3CHc""]",Theya Savoy,,,,,,
recWvS6hQL8R9Smz1,0,1,Fabian Herrera,"[""recZ41cgnoPOR4VSU""]",class_oog,Ice Breaker,"[""recXGZIT30Naios89""]",1,Stella,recWvS6hQL8R9Smz1,"[""recz3QUJ7HdroTZPU""]",Stella Hartman,,,,,,
recX08ZCdFPtFNJCN,0,3,Bibby F. Hill,"[""rechIeLAeG0AY6zFc""]",class_oog,Hidden Springs Star Attraction,"[""recVZIGDe0ghJemqC"",""rec6IEDCH2CEsI0mA"",""recgRTKNIpPqpcBoZ""]",2,Bay,recX08ZCdFPtFNJCN,"[""recNfHPg3nWeEtmZe"",""recxqkpsWuxGHmTs3""]",Bay Hammer,,,,,,
recXJhirTRueJMKgU,0,1,Juan M. Bolanos,"[""reciQqSfWbMiP5zxf""]",class_oog,Casillo Hp 2,"[""rec6XtWBD3dPrI9xc""]",1,Samantha,recXJhirTRueJMKgU,"[""rectXRpiS4Dy2lUlR""]",Samantha Schulze,,,,,,
recXL6ewYYdPAwYVU,0,1,Kim E. Burnette,"[""recq5CHnS6h3E8w58""]",class_oog,Rocketman,"[""recnGB7QjIqhvsjpm""]",1,Samantha,recXL6ewYYdPAwYVU,"[""recWzBOkxZD3KE8v5""]",Samantha Brooks,,,,,,
recXSff0neRglrRwx,0,4,Daniela Roy,"[""rec2F4zRJZGDzG0M2""]",class_oog,Volodia D'argouges,"[""recTZCcQOTJ1RasLn"",""recTTobw5FlvTgQhj"",""recfvXIJu2fBnhXlU"",""recpdVBUOXM5ptGGY""]",5,Clara,recXSff0neRglrRwx,"[""recSJLnuRigTEuee6"",""rec6ZGNosqNhhZYIP"",""recvxTs1okJ0DWwtC"",""rec2c2MFlF74J1ChD"",""recVEJVQOCfivJpff""]",Clara Vidal,,,,,,
recXe7Px1s1mT5The,0,1,Shannon Y. Clifford,"[""recUlyG8wMwlKopQw""]",class_oog,Ilusionist II,"[""rec8Vvmrl3eS033yb""]",1,Olivia,recXe7Px1s1mT5The,"[""recqLhLtFgcKkbKqZ""]",Olivia Mcginnis,,,,,,
recXig31jQJbwJJlg,0,1,Matthew Le Master,"[""recN9E8BVaEfvKU1x""]",class_oog,Princeton Mk,"[""rectmJGqLMNFrXHew""]",0,Kristina,recXig31jQJbwJJlg,,Kristina Photakis,,,,,,
recXjKxdNF0lGEVIK,0,1,Juan M. Bolanos,"[""reciQqSfWbMiP5zxf""]",class_oog,Waterloo Rose,"[""rec3bFZb1G5EJqSoY""]",1,Estefania,recXjKxdNF0lGEVIK,"[""recTiJDnV6SBB5Zej""]",Estefania Lee,,,,,,
recXmEN1YTg2iS1Mk,0,1,Stephanie Free,"[""recBVRfeR9i4COiwE""]",class_oog,Luau,"[""rec5IMARVeIPrAwrw""]",1,Alyssa,recXmEN1YTg2iS1Mk,"[""recZNJ7ALepjMkTD7""]",Alyssa Padlo,,,,,,
recXovs9KjxpTkCpj,0,2,Bliss Heers,"[""recKF0YhvyIihzny3""]",class_oog,Quality Star Z,"[""recsZIUJzbGKVDdp3"",""recZXpsfx2TknH6J1""]",2,Bliss,recXovs9KjxpTkCpj,"[""reca9DLtSE2IygyqS"",""recxHix12TaoXWWG1""]",Bliss Heers,,,,,,
recXpyTqK11X414vG,0,2,Katey Grau,"[""recWymhFUK9NTB49o""]",class_oog,Down To A T,"[""reczBEt2gEuEl5L3m"",""recIjsc1DHNHnR7TG""]",1,Annie,recXpyTqK11X414vG,"[""recmfTI0Mzxvlh9zu""]",Annie Cooper,,,,,,
recY69naIWJFUyAd2,0,1,Derek Van Der Burgh,"[""recw2AcufXB3OnYyW""]",class_oog,Dorien,"[""recCFoetVK6igjp1t""]",1,Leslie,recY69naIWJFUyAd2,"[""recLJrOuDzuNMTQCU""]",Leslie Taylor,,,,,,
recY8O6Lce7YtfvQI,0,1,Celso Ariani,"[""rec5Zl0N5TXr6Cc95""]",class_oog,Marylee Z,"[""recDzjWHwc9TGbMJL""]",1,Paige,recY8O6Lce7YtfvQI,"[""recu5l2tyVid7cZE4""]",Paige Figueiredo Agrawal,,,,,,
recY8qeRhWAe7RPzG,0,2,Matthew Le Master,"[""recN9E8BVaEfvKU1x""]",class_oog,Comeback Queen,"[""recyASRhw8q4tEAtw"",""recmnXLEJTpYDltWO""]",2,Mckenzie,recY8qeRhWAe7RPzG,"[""recddkhIwq0I9QZKq"",""rec0EKYIlKuo6e2gz""]",Mckenzie Badley,,,,,,
recYAMMYSikFNZf1a,0,3,Jared P. Petersen,"[""recWoImYqrWG0E1xh""]",class_oog,Dropshot Z,"[""recB0LPWzuHFktnZa"",""recN0PqdmUUsEJakp"",""recbYy7ntd9niyPq6""]",3,Jordan,recYAMMYSikFNZf1a,"[""rec0v0WJGnoB5pLrQ"",""recHX5P9TK4TYXgVf"",""recCB9HyG6Q3UySnn""]",Jordan Petersen,,,,,,
recYDYpVKNJFGCcQZ,0,1,Jenelle Branom,"[""recmuuXibSUSiIg5P""]",class_oog,Willy Wonka Wb,"[""receKOZoWQrdEGWSG""]",1,Danielle,recYDYpVKNJFGCcQZ,"[""recc0jIcjOJMEQbuG""]",Danielle Guy,,,,,,
recYHXSyICCmg2fjP,0,1,Jessica Cross,"[""recUpaBE2IKFd0lXw""]",class_oog,Naton Wi Ro Z,"[""recBmww7UNikgcKTQ""]",1,Laura,recYHXSyICCmg2fjP,"[""recqMaDteMbkSTVIv""]",Laura Sherren,,,,,,
recYJZyUDcjmGTPUE,0,3,Thea N. Stinnett,"[""recfWYHJT3O9VG1TG""]",class_oog,Cognac Vh Gebergte Z,"[""recB982E0TELXjaLf"",""recIZlyHRKEz5lTku"",""recsjrUyPEAthWrtc""]",3,Cormac,recYJZyUDcjmGTPUE,"[""rechJ2xCxkNKhhG4e"",""recEZqAaLXIqWFEM1"",""recN0sT2reQTFi1Da""]",Cormac Hanley,,,,,,
recYVfznfD87EnNds,0,1,River A. Wylde,"[""recCFl6Vtsl54ifqL""]",class_oog,Frodo,"[""recHVoMWewdqoon2T""]",1,River,recYVfznfD87EnNds,"[""reciJX9eWBLJxzGOR""]",River A. Wylde,,,,,,
recYfk01EegWuH04x,0,1,August Torsilieri,"[""recel7Tui1CFiT95R""]",class_oog,Sylvester Ter Linden,"[""recGW1k76PpCNztdS""]",1,Lynde,recYfk01EegWuH04x,"[""recTUSzO5pmuIHeoZ""]",Lynde Johnson,,,,,,
recYnDaBSRGGCe3PR,0,1,Carlos Aguirre,"[""rec1FgPVFDZY2PmXP""]",class_oog,Unairo,"[""recchmykdcWsU1Wra""]",1,Juan,recYnDaBSRGGCe3PR,"[""recVEMvy0QLo2P805""]",Juan Carlos Arriaga Radilla,,,,,,
recYuW2sDtfJ70Oph,0,5,Camille Maynard,"[""receCZCsNdOQDE9z9""]",class_oog,Uncle John's Band,"[""reccxXRvlvcw4ztyx"",""recU6yQCMREs5VEOC"",""recqWCoF0qPZMo7Cq"",""rec0q9AnNY7TdrcJG"",""recH3kKm7qJQzeokv""]",4,Camille,recYuW2sDtfJ70Oph,"[""recJfg4wJMkdEpx9m"",""recEDxqpF2gZV7nU1"",""rec9g3cCnYaJqzg5B"",""recmlfR0dYooBb4oc""]",Camille Maynard,,,,,,
recYuZ7hB1tbpgznK,0,4,Aurora R. Rangel De Alba,"[""recUjyRd7k0lTmyxS""]",class_oog,Cornet Special,"[""rec1kg2ewJ39SdIXP"",""reccP77U1iYBQrkeh"",""rec5ttdBVYcgXCjy7"",""recyxoa8uskuwnUUA""]",4,Aurora,recYuZ7hB1tbpgznK,"[""recm2Hq6l48jQ4P9u"",""recJsEsg8iT9Xn06S"",""recweIMsj19oIxZbO"",""recrMi1Uqm4je5bL2""]",Aurora R. Rangel De Alba,,,,,,
recYxSrzV8TEJcBWx,2,2,Alan Korotkin,"[""recFIHTcArQhILyAc""]",class_oog,Choco Du Reverdy,"[""rec6OXORzccdhll6P"",""reciBP5IPTFNbjykc""]",2,Sophie,recYxSrzV8TEJcBWx,"[""rec9f7ogvI5AiZGXT"",""reccmjiFpM818Ryfd""]",Sophie Heap,"[""rec5QlpGgCFQQQQof"",""reclhw2ZmvrYoiYPA""]","[""rec5Pkw0fce38VuxI"",""reciTHnWgIszQCDM9"",""recnBy6JYmQm7XvnW"",""recQSJbw8lQI3LAOu"",""recVcXB8AfIJb7y7o"",""recyVkCfboIGne1uE""]","[""reci0czOVqr4fAn1O"",""recz8WVsKbTeKseJN""]","[""reclPRtZdN0n93XRl"",""recCXBPD2ysxEVOzk""]","[""recL6rvvjKgdPgzsl"",""recxvtyv7cN6wvTNA""]",
