record_id,Count (classes),Count (horses),trainer,trainers,source,horse,horses,Count (entries),rider_display,rec_id,entries,rider,entry_go_times,wec-alerts,class_oog,class_oog copy,class_results,cwf
recCnv14vIoaimxWs,0,2,Ashlynn Meuchel,"[""rechMdfBTsAkaoR7P""]",class_oog,Vamos,"[""recitOnBOrhTNMjQI"",""recWoOXah38HJ4RR0""]",2,Ashlynn,recCnv14vIoaimxWs,"[""recm9pFshfHGazS1c"",""recDzMHWC9M9N2YQB""]",Ashlynn Meuchel,,,,,,
recCyC3z96ioVgKzW,0,3,Ben Taylor,"[""recmTGLWfZLnyH6TK""]",class_oog,Calimero Z,"[""recuANGzKQsiYIjUk"",""recMIFmIw1cNfOL2T"",""rechFSX16WCpjh38T""]",3,Mallory,recCyC3z96ioVgKzW,"[""recyPlATW6FbyWfpY"",""recIzehtQuF1GS1Mz"",""recbILz4rBUcKWHxq""]",Mallory Vale,,,,,,
recCzkqiwznIfOd3g,0,1,Kyle Dewar,"[""recVsz59iVCmUI0Nu""]",class_oog,Miles Ahead,"[""recSAYgkGu3kkDPVg""]",1,Katherine,recCzkqiwznIfOd3g,"[""rec7BwCKMRQDMQgx2""]",Katherine F. Dewar,,,,,,
recD4asSzMCiJoxEc,4,5,Alan Korotkin,"[""recFIHTcArQhILyAc""]",class_oog,Navigator,"[""recVFkxHHmovyJRAf"",""rec1JTZesicDxGF08"",""rec3gZ9Ff1QTqGXvi"",""recMWdp7zaE1i2Gzl"",""recvQP0Vs9OogYlkv""]",4,Taylor,recD4asSzMCiJoxEc,"[""recauzEWZogoAhBmF"",""recnvWnMm8ppryCqV"",""recpFk671KXWBaulC"",""recNuRyQtxfcZtq8r""]",Taylor Oakvik,"[""recQP0wSqj9XJZtIT"",""recWJ3nunPwpxW8M6"",""reczcvCfwfRmopQ21"",""rec8arvb2dLVZDTAY""]",,"[""recCXk1hmO4OhqnOg"",""recYqFMhzIJ1j57L9"",""recY7y8DK2X5u4ppQ"",""recyEhXDXeTC7xF5q""]","[""rec7c4JvVPFXSEuXm"",""recMKbvTL6pXh4MBC"",""recWVDD7K86dcovAe"",""recqi5yPr8ccG3iPu""]",,
recDLNYS4jejx7XWt,0,1,Matthew Le Master,"[""recN9E8BVaEfvKU1x""]",class_oog,Princeton Mk,"[""recRQAnDUUMqYpinp""]",1,Matthew,recDLNYS4jejx7XWt,"[""recZJzNfAeLstAbSR""]",Matthew Le Master,,,,,,
recDO1ZAzYfy82SNU,0,2,Diego Bedoya,"[""reciZDolH9q1XcQGD""]",class_oog,Casamigos,"[""rec8NOjTkFoEPrO0Z"",""rec1hASjfzRNVLHW4""]",2,Diego,recDO1ZAzYfy82SNU,"[""recdMawPmNGGlbYJu"",""recROXckIZdYxVSgq""]",Diego Bedoya,,,,,,
recDgiEEaFBd36p3d,3,2,Alan Korotkin,"[""recFIHTcArQhILyAc""]",class_oog,Fanfan Boy,"[""recwctlw2A47WeG8P"",""rectw3YThFpuojpG9""]",2,Lainey,recDgiEEaFBd36p3d,"[""rec45GpYeI1KYllF5"",""recxTJKdQIV5W4Pm1""]",Lainey Posa,"[""rece6ELpZpUWa8DpQ"",""receHjBveagGPPZvk"",""recnsfgiWAOsyRSyR""]","[""recKpxMRBrBL2uenv"",""recfxOyMrwxtAroic"",""recZDJCFqj8ypokY0"",""recZsTK2SBqdklfUU"",""rechv9QcOxZ8ksPve"",""recg1RddR9gwXNspX"",""rec3KIgI7FExNLqPG"",""recnSo7doE40wx1bL"",""recp6Lmrjqd6hZTVy""]","[""reciC9tuLaiAWTKyW"",""recXVvxtiSHNDA5MT"",""recnqfTfHRVfHg3uc""]","[""reclrOnF3xRTQmkot"",""rec0KarEAfg6x3FCq"",""recqfUNqZeuyBJDkJ""]","[""recM7ePRIiMfiBEK0"",""recq5DenL0vl8Snuf"",""recxrx33N0YVQ7Zsn""]",true
recDpzt0NNWMYoccN,0,1,Izabella Mcnerney,"[""rectkJACVgE6s05BM""]",class_oog,Herakles,"[""rec6m1HEVlUs9g5DV""]",1,Izabella,recDpzt0NNWMYoccN,"[""recu2ChEbYzzkg52e""]",Izabella Mcnerney,,,,,,
recDrzNxBBJxTR1nP,0,2,Declan Egan,"[""recGOZOt71dcEAmvp""]",class_oog,Roc N' Rose,"[""recTjtkkEhwGZiUt8"",""rec5XIxuphy7e2gHq""]",1,Ellery,recDrzNxBBJxTR1nP,"[""rec5ygHvQHdrPqVbK""]",Ellery Winkler,,,,,,
recDvQhcGTW6G54Jc,0,1,Josh Dolan,"[""recYSQRJjZGVMtbrM""]",class_oog,Astronaut H Z,"[""rechLMm2PvpZsf9T9""]",1,Teresa,recDvQhcGTW6G54Jc,"[""reczdDwH5997TPKaH""]",Teresa Pompay,,,,,,
recDyFLYrfFkJWmIR,2,2,Alan Korotkin,"[""recFIHTcArQhILyAc""]",class_oog,King Z,"[""recqr8YGyalIpRStG"",""recqt3jIIsz9QHFaX""]",2,Victoria,recDyFLYrfFkJWmIR,"[""rec8PR9MnLxkUXfAc"",""recwnjKuBVkFxw7GV""]",Victoria Rotsaert,"[""recLhWvaLBkmPiRKk""]","[""recZfucwbcRMSgUrV"",""rec1d5MmNPbtjbLLy""]","[""rec91uogmEKkQGuXP"",""recXB2BMSRDKXYHxa""]","[""recraVWrLUHa02whH""]",,true
recE67bCSPJNSkL7j,0,1,Dominique H. Damico,"[""recUSP9h7nazUAhZI""]",class_oog,Prince Henry,"[""recZufTxjH8A4owbm""]",1,Jackson,recE67bCSPJNSkL7j,"[""rec40RGkxUIYykjih""]",Jackson Callahan,,,,,,
recEJipuTn6MGygSi,0,1,George J. Bessette,"[""recXKfhF5qV7KjRHI""]",class_oog,Center Stage,"[""recz4RiSOxALkokRS""]",0,Catherine,recEJipuTn6MGygSi,,Catherine Souza,,,,,,
recEJlwUSbNSsfpy2,0,2,Stacey L. Reser,"[""recdxilKHsN0qZ3Fz""]",class_oog,Missy Vd Vosberg,"[""recbSG4mvquviY4nI"",""recIyWc3lqqBppYPg""]",2,Seanna,recEJlwUSbNSsfpy2,"[""rec8sI9fvIMgzRWtl"",""reczsqCOVjh23cwUk""]",Seanna Reser,,,,,,
recEQTb1rKMDCNj7U,0,2,Annalee Bennett,"[""reckwt4VtWr7R1D6A""]",class_oog,Fabian,"[""recq2HxFToW1xmwCN"",""recqF2W534jS1xg10""]",2,Bonnie,recEQTb1rKMDCNj7U,"[""receFg4UH7Fm3c82b"",""recfehbw8pxUeFhve""]",Bonnie Silver,,,,,,
recER3fldSHgHdZie,0,1,Michael K. Kennedy,"[""recKPpIDSj1ofUcQV""]",class_oog,Rover,"[""recnxF20aOrGakXwz""]",1,Kelly,recER3fldSHgHdZie,"[""rec2LVSvJYCzH6ntu""]",Kelly Prather,,,,,,
recEXA5KIi7zkcuMz,0,1,Jessica Leto,"[""recokYiwVzDqI2UFJ""]",class_oog,Cimbura,"[""recMVkLjYDUFTElr1""]",1,Jessica,recEXA5KIi7zkcuMz,"[""reczrama7zARNJJrX""]",Jessica Leto,,,,,,
recEbKJxQ8cADfblu,0,2,Fabian Herrera,"[""recZ41cgnoPOR4VSU""]",class_oog,Accelerator,"[""rec3IpfVmw7aDlk3r"",""rec5oHRuo9LmxwmDS""]",3,Fabian,recEbKJxQ8cADfblu,"[""rec8LsoJURKHZ44D2"",""recXEXzWgxgc1AjBl"",""recip4oonp4VDC2B0""]",Fabian Herrera,,,,,,
recEbcgaKc5Dpkk1Q,1,1,Alan Korotkin,"[""recFIHTcArQhILyAc""]",class_oog,Vote For Pedro,"[""recSN2ubuLOEooD86""]",1,Aria,recEbcgaKc5Dpkk1Q,"[""recRhFjbDRMY2A7QM""]",Aria Waxman,"[""rechV7POobAjU5Gny""]",,"[""recivOon4P74tJCna""]","[""rec8kcPgE2l4YnsSV""]",,true
recEcvnOYgFTFKxaR,0,1,Isaac Leffkowitz,"[""rec7ppaIMqZuirHoA""]",class_oog,Cabana Boy,"[""recJq5Qel4UwuM65W""]",0,Sherri,recEcvnOYgFTFKxaR,,Sherri R. Geddes,,,,,,
recEugMVGmdhgYxSU,0,1,Joanne Clemente,"[""recF0DNzs4KcSZXwY""]",class_oog,Channing,"[""recvWEI2zkid6QpyC""]",1,Joanne,recEugMVGmdhgYxSU,"[""rechB4V3R2X5w3Mv2""]",Joanne Clemente,,,,,,
recExGej0SLoxXNcX,0,1,Kelsey Duffy,"[""recJe0LFDSWmZkYs4""]",class_oog,Flylow,"[""rec9QVvKA6ZzXPqKg""]",0,David,recExGej0SLoxXNcX,,David Levendorf,,,,,,
recF8g1NlVHtsHCCG,0,1,Jacqueline Green,"[""recCsEeP9dMvgyAPE""]",class_oog,Bravada,"[""recvXBygQGBOargml""]",0,Adeline,recF8g1NlVHtsHCCG,,Adeline Forrester,,,,,,
recF9YT0HjPEeG1TA,0,1,Wendy J. Hechler,"[""rec1I0IvFKaYQa6K4""]",class_oog,Amuze Bouche,"[""reca7kq3xJU6MLy9R""]",1,Annastasia,recF9YT0HjPEeG1TA,"[""recFfJUbnQtbefgoX""]",Annastasia Valentine,,,,,,
recFAEZkb410RquB4,0,1,Morgan Mulcahy,"[""recPjoErB5zrZjQMv""]",class_oog,Plush Ponies' Kickapoo Kiwi Bliss,"[""recXahvq9OxhIGmPd""]",1,Sofia,recFAEZkb410RquB4,"[""recbf6iOpW2tMd2cU""]",Sofia Clark,,,,,,
recFF5ezULmsdkBPt,0,1,Dawn Hersey,"[""recXocXm551bESpPa""]",class_oog,Quatro,"[""recOgikWXyQGpeOs3""]",0,Leah,recFF5ezULmsdkBPt,,Leah Blomquist,,,,,,
recFFcGmDfwcL61rx,0,1,Megan Wexler,"[""recbDjphoL8qMtSeW""]",class_oog,Cardline Kdw Z,"[""recxDclpkHEVEN1k4""]",1,Sara,recFFcGmDfwcL61rx,"[""recSGdNaylECpMpNa""]",Sara Setian,,,,,,
recFGOrpqErAQfkOW,0,1,Caitlin Maloney,"[""recBrA49Tjkqwn7cF""]",class_oog,Follow Me Home,"[""recYumFBtDDqiK67Q""]",1,Caitlin,recFGOrpqErAQfkOW,"[""recusM5NdBZFA8R4I""]",Caitlin Maloney,,,,,,
recFJdeuDkXro5LmG,0,1,Juan M. Bolanos,"[""reciQqSfWbMiP5zxf""]",class_oog.php,Poliana Van Op De Berg,"[""recfmPoR4SW87P0Ni""]",1,Alberto,recFJdeuDkXro5LmG,"[""recHdfTDJcesQMSdN""]",Alberto Sarmiento,,,,,,
recFK6T5ZILUn6E1g,0,2,Lauren Schweppe,"[""recWb8kIRsV2w5Zj9""]",class_oog,Berlisto,"[""recEb1fI9vpKW8r0V"",""recmvtgGUKhHjJxWQ""]",2,Amy,recFK6T5ZILUn6E1g,"[""recpi1e8PjnPt3ijH"",""recuO3aIl1Zy8yISR""]",Amy Nelson,,,,,,
recFMGCfWZVJcHYe7,0,2,Katie Rudnick,"[""rec6npIsj2ldcOqWZ""]",class_oog,Hfo Balou D'amour,"[""recjZSTlQIM8twWC7"",""recApexUFy6SutJMS""]",1,Addison,recFMGCfWZVJcHYe7,"[""reckGdtQLqOYR3OWT""]",Addison Evans,,,,,,
recFNH3dlWOMcE4BU,0,1,Debra L. Ward,"[""recp8AfepuIJngrGM""]",class_oog,Nayla Balou,"[""receljDYMCfnrvT9S""]",0,Ruby,recFNH3dlWOMcE4BU,,Ruby Lauria,,,,,,
recFZeUYjog2WhqRM,0,1,Antonio J. Martinez,"[""recoIakTck18pHikM""]",class_oog,Unica Z,"[""recgMYtFOaWMvKptD""]",0,Victoria,recFZeUYjog2WhqRM,,Victoria Edwards,,,,,,
recFcDAkmM11SfTyQ,0,1,Jenna P. Friedman-Lopez,"[""rec3Zk0aiDpx2KX0O""]",class_oog,Chacco Blue's Camelot,"[""recQ2W0linNXzraNQ""]",1,Sophie,recFcDAkmM11SfTyQ,"[""recr57PyYYUA0cB6N""]",Sophie Sacagiu,,,,,,
recFcXz3F6WXnFFiO,0,1,Stephanie Free,"[""recBVRfeR9i4COiwE""]",class_oog,Wordsmith,"[""rec82e2dr4ecqWST8""]",1,Heidi,recFcXz3F6WXnFFiO,"[""recliHRgKFSnFzTYm""]",Heidi White,,,,,,
recFm96WBLydmOKPb,0,1,Michael Connors,"[""recfKINr0VpNjmEXZ""]",class_oog,Undercover,"[""recFuTfmuOFVJaTP8""]",1,Staisha,recFm96WBLydmOKPb,"[""recjToWEyadTYGYMe""]",Staisha Connors,,,,,,
recFpywyjhA2PMReJ,0,1,Natalie Geller,"[""recz8qWzDP2cl0zXp""]",class_oog,Clementine,"[""recxJXSGHfKPaxAe7""]",1,Megan,recFpywyjhA2PMReJ,"[""recJHIs0tHVP2BiYM""]",Megan Charms,,,,,,
recG4gQUnXvzjTpbP,0,1,Madison Daughdrill,"[""recQXTpW29gQ8CQhu""]",class_oog,Psu Krymsun Blue Sky,"[""recEMsh99Wax4krPL""]",1,Isabella,recG4gQUnXvzjTpbP,"[""rec2I74RoLLuXjE0g""]",Isabella Adams,,,,,,
recG8GBXDrqNT5sCX,0,1,Lucia Rivas,"[""recKZfdrFY1v1ROxJ""]",class_oog,Okidoki Van De Renthoeve,"[""rec9mkyDT8SCK4pXM""]",1,Lucia,recG8GBXDrqNT5sCX,"[""recSL9HbNYEgGrSQz""]",Lucia Rivas,,,,,,
recGRLrIrLGE485c5,1,1,Alan Korotkin,"[""recFIHTcArQhILyAc""]",class_oog,Irish Coffee Vhl,"[""rec2Rw1goWbDfGT2R""]",1,Iliana,recGRLrIrLGE485c5,"[""rec2QkcnyX1waK5ev""]",Iliana Palumbo,"[""recUKoTBXkNCBMgn1""]","[""recsP2eRFxG453786"",""recfKBWZgoMszlEQR"",""recbV2O8jlSqhBwLT""]","[""recXSue955mdSudfZ""]","[""rec0H98knsVwMXN5w""]","[""recMMMFaoQQnL5Xjv""]",true
recGZEOj52levwJ5z,0,2,Gianni Gabrielli,"[""recBAzsT29cV74CnZ""]",class_oog,Bonnie M Z,"[""recKSrRKaIkM2EvzH"",""recQbAxNwd3H4PQC8""]",1,Gianni,recGZEOj52levwJ5z,"[""recjbDppYrArFofn3""]",Gianni Gabrielli,,,,,,
recGiSFKDWTwdJoPF,0,1,Elizabeth D. Blaisdell,"[""recYw9kALEWzAkVln""]",class_oog,High Renaissance,"[""recoSeBCWODotdNL5""]",1,Elizabeth,recGiSFKDWTwdJoPF,"[""recgwJ6UxbDX2QWZ1""]",Elizabeth D. Blaisdell,,,,,,
recGmNTAC24c74vst,0,1,Heather Dayner,"[""rectbL4oLPTwFxdNp""]",class_oog,Crescendo 55,"[""recSDfMJUKijBPzEd""]",1,Andrea,recGmNTAC24c74vst,"[""recbJbaJrLSZZhemR""]",Andrea Clark,,,,,,
recGuw7QdyWQyTX6q,0,2,Stephen Dicarlo,"[""recupQMhsCpx3otEi""]",class_oog,Ck's Superman,"[""reckjvGSFP4t4Cwq4"",""rec6Q6gd7UJzFnRV9""]",1,Libby,recGuw7QdyWQyTX6q,"[""recluh74zTtNZDrzh""]",Libby Woodworth,,,,,,
recH6EVKjG6HBGt14,0,1,Daniela Roy,"[""rec2F4zRJZGDzG0M2""]",class_oog,Lord Cageman,"[""recAT3lIYgGZIMQVx""]",1,Jingxuan,recH6EVKjG6HBGt14,"[""rec6M1TTc7umBP1As""]",Jingxuan Zhou,,,,,,
recH6p1VUgxnUtntJ,0,1,Mario Garcia,"[""recgLDs1PX5pujyno""]",class_oog,Fireball,"[""recMLDHtQ10Ghfjmx""]",1,Lucas,recH6p1VUgxnUtntJ,"[""rec20ehq3ynW6QPW7""]",Lucas Garcia,,,,,,
recH9akzVEVnBeaLr,0,1,Jasmine Walsh,"[""recI1AZhpQDfY3cRY""]",class_oog,Dominus Z,"[""reci7vpKDSO4HLzfO""]",1,Charlotte,recH9akzVEVnBeaLr,"[""recViExca4G5K4I8d""]",Charlotte H. Wiese,,,,,,
recHIRQceipabxP3g,0,1,Morgan Taylor,"[""rec0wCs5ZzmAW8kSL""]",class_oog,W.e.c. High Dollar Lad,"[""recsxehx14guGuKey""]",1,Clementine,recHIRQceipabxP3g,"[""recSQzHuz4JIZFsuE""]",Clementine Lidsky,,,,,,
recHQrH3ARzcwckou,0,1,Andrew C. Welles,"[""rectc0mHofDhAxAVA""]",class_oog,Nexstar-Lh,"[""recMhgwi3o4wKYxBv""]",1,Chandler,recHQrH3ARzcwckou,"[""recRg11BQ0Q6CMESR""]",Chandler Robinson,,,,,,
recHX2ArcWkBK8opr,0,1,Christine Davis,"[""recARZMqQrFq9nlEp""]",class_oog,Princeton,"[""recHEp9v9lEefLbmo""]",1,Lacoste,recHX2ArcWkBK8opr,"[""rec7F9hjLstqdYMOO""]",Lacoste Davis,,,,,,
recHeQeDK4Lzn635W,12,5,Alan Korotkin,"[""recFIHTcArQhILyAc""]",class_oog,Forte,"[""recuAM948OicLWxLT"",""recI42t09rbvMcyno"",""recDVF7uAGskLIIS1"",""recKtsuwLGpqqjPXe"",""recphHLM9HP8cczaO""]",5,Carsyn,recHeQeDK4Lzn635W,"[""recM1V8ZmP1ZDK5fp"",""recJT9v8bWD7VMxpO"",""rec7oPU2U47Im0jah"",""rec8qHQrDItvdlQoL"",""recQQNSRvgx8fEVqj""]",Carsyn Korotkin,"[""rechB5Z1xKG58Tjs3"",""recoRaVZAt4BGvFSt"",""recq3LauGU6iaYjTe"",""recO8g1ng4UCDAake"",""rec7UqqaKrYoAtcT2"",""reczcOMi9ze9Fxb9Y"",""reczoJsly5Ikcnwjd"",""recpcezkPwrreMoyq"",""recxLS3b06Qg89Lkc"",""recNgL5TCcNjxXhbf"",""rec3DnDrxnDBnh5I3"",""reclaNUVVaxj46Vp5""]","[""reczuJqEQxr9Tq9aB"",""rec4YYYhrihWhqTIc"",""recPJtdZJ7sjAFdu1"",""recSa3eKN82JBFD4y"",""recWDDtr7FY1Z1UdD"",""reci6zYtD9Ygnhs8d"",""rece5RdwAcDTPz2Qz"",""recdPOGBTyp6Xg6CF"",""recvd5hYeRQpmZTFq"",""recFqrbJyUw02HnOE"",""rec1nrg6sfyulYcpM"",""recJO5nCkooW0Ztnb"",""reczWqIzAb9GEVEOz"",""rectUKjrwvscaffop"",""recmIlghG5snB7fL9"",""receYKAuh0QdwXgbV"",""recsT29BQkyFZ8KPo""]","[""rectDBMkNUIyRSL2D"",""recBXaMXfXbcZHlRc"",""recXMF6BTo3uNTJoQ"",""recvwVeBHMBTNXUNv"",""rec3aGS380avuH6On"",""rec80POQP3EhiJrM8"",""recvtYoqJt7t1H3PW"",""recucXBBlgOQJVjOw"",""recziPesKwLj7xz7R"",""rec5KA7S15iddrSyZ"",""recXeRa65L7eyPrA5"",""recindKg93HLreIKu""]","[""recwsgGv5hhRLllSa"",""recEMPG8xkKvTaVHJ"",""rec0Bk0MbLCNHmjen"",""recylA8MZ9acHquD2"",""rec6ZlMeqnJOoaGEU"",""recbPuI17qdAcc1CF"",""rec4DJCGowqFOFdU5"",""recHAfyQQaYP7Qo64"",""recdgr3x0omDS0xWD"",""rechXcADkJGGs5BvI"",""recs6DgNppxh6GjsC"",""recwRfyj4pCKdFwT1""]","[""recnPaxYCJIQYdVrs"",""rec4dPc7NaEZKTeR8"",""recS1DBpn7M7cZM68"",""recwNYxz0f4jNlvIm"",""recegkGHX1iJR8tHF""]",true
recHemA85CjCUdo0t,0,2,Spencer Brittan,"[""recqByBk0EpjI9rLn""]",class_oog,Itoulon B,"[""recYaOBKlKGhSpBzy"",""recKPV9B8S9SpfoSf""]",2,Jamie,recHemA85CjCUdo0t,"[""recoz0TdckJTC6our"",""receIq5ahZGPMIpTF""]",Jamie Ricciardi,,,,,,
recHewY5dcEfgwlof,0,1,Gabriela Tirado,"[""rec8idqGtfg38fRMa""]",class_oog,Amaro,"[""recJbpiYaBN0FyfXQ""]",1,Gabriela,recHewY5dcEfgwlof,"[""recIR6cOMBZe15Qoi""]",Gabriela Tirado,,,,,,
recHgg15iR1gmE3se,0,2,Ashley Romano,"[""recJyvaqZ3spBq50v""]",class_oog,Ancelotti,"[""rec7l7jPPOA9Tcft0"",""rec75sEswzXRhWCry""]",2,Ashley,recHgg15iR1gmE3se,"[""recvbelvX44Ma1YIP"",""recOrQbqhd52tVKex""]",Ashley Romano,,,,,,
recHjmrQNcl4jAQmy,0,1,Lisa Hasenbeck,"[""recSN0eF04okgAD8J""]",class_oog,Marvick,"[""recS2og6juvFiIejV""]",0,Kevin,recHjmrQNcl4jAQmy,,Kevin C. Eufemia,,,,,,
recHjv9em55EZ8g2D,0,1,Jamie Reinheimer,"[""recueBhFGFi7LFglR""]",class_oog,Sf Old Fashioned,"[""rec4NB0C9itFKn8SC""]",0,Sadie,recHjv9em55EZ8g2D,,Sadie Koresh,,,,,,
recHmTWBod6JZu0hF,0,1,Todd D. Minikus,"[""rec17fXVv4zXio64e""]",class_oog,Pi-Air,"[""recy69guaLLe1O9mL""]",1,Riley,recHmTWBod6JZu0hF,"[""reccpYhCZAY4DbLiD""]",Riley Delbecq,,,,,,
recHsSjq869gbpIbp,0,2,David Cameron,"[""recV9UeEpcw6UDEM9""]",class_oog,de Lisle Apollo,"[""recHkViA1LK59eYEa"",""recXTI2X35V9VmVOr""]",2,Mia,recHsSjq869gbpIbp,"[""recIcH8Q9JMVfQglf"",""recg4MujYfUwxwTAE""]",Mia Smith,,,,,,
recI0ALQRlCHCd046,0,1,Daniela Roy,"[""rec2F4zRJZGDzG0M2""]",class_oog,Helium De La Virée Au Vent,"[""recZZyDOGkQT1QsV8""]",1,Emma,recI0ALQRlCHCd046,"[""recCXnGJSdTBJQL6t""]",Emma J Lopez,,,,,,
recI8AUfFyisPjYuQ,1,1,Alan Korotkin,"[""recFIHTcArQhILyAc""]",class_oog,Peridoni 20,"[""recabXmO03R3e1TB3""]",1,Elisabeth,recI8AUfFyisPjYuQ,"[""reccLR3YbRcGmma61""]",Elisabeth Rotsaert,"[""recEfC0jqFXrJNADf""]","[""recCX2LNdSwF6RhhN"",""recjIGPyKrhiNad0k""]","[""recUL44GxXwwj0g6y""]","[""recvm5lcObBDmC5Oy""]",,true
recIEWQXASuV2H7Yh,0,1,Mike Holtkamp,"[""recSXI5qNI2oXZ7rL""]",class_oog,Ralvero Vdl,"[""reckbVyJBhGk7mx4E""]",1,Mike,recIEWQXASuV2H7Yh,"[""recKudLyrLWKeNdxA""]",Mike Holtkamp,,,,,,
recIF0LG8oHnJvWAU,0,4,Lesley Grant-Law,"[""recSN4WGiXjlJgPc6""]",class_oog,Dsh Gran Torino,"[""rec55vpC4sa96DMLZ"",""rec2Kztr2b9bCKZWx"",""rec33uWBGSFqTtTPp"",""recnRsU088RRiKCoY""]",3,Lesley,recIF0LG8oHnJvWAU,"[""recWl9xEhrRDshUkR"",""rectp3hEvedZE6M94"",""recQ1Kstofjb9fnXH""]",Lesley Grant-Law,,,,,,
recILyVkpLmgOfH9F,0,1,Wendy J. Hechler,"[""rec1I0IvFKaYQa6K4""]",class_oog,Best Kept Secret,"[""recxYp7jpolOw17jw""]",1,Audrey,recILyVkpLmgOfH9F,"[""recCPYDQqze5U10UO""]",Audrey Price,,,,,,
recIdlNIImGCWKqrx,0,1,Rowan Willis,"[""reczi0OzlF0G0YjBs""]",class_oog,Billy Mc Dermit,"[""recx1SpmB3BbDQmjh""]",1,Rowan,recIdlNIImGCWKqrx,"[""recv1bz0TLXgVFK4A""]",Rowan Willis,,,,,,
recIfAJxdyRG9m1b3,0,1,Pablo J. Barrios,"[""recotkhuiB65Mp1KD""]",class_oog,Don D'alme C Z,"[""recniMggMH1HmsENM""]",1,Pablo,recIfAJxdyRG9m1b3,"[""recXjp76LDifCcTvu""]",Pablo J. Barrios,,,,,,
recIiT6acuIgcj2Mm,0,1,Taryn M. Adamy,"[""reccnhZlVCHJXjTVi""]",class_oog,Cassaderra Na,"[""recLwMDICqwy0PnEc""]",1,Taryn,recIiT6acuIgcj2Mm,"[""recQefzWA7zkHVhfY""]",Taryn M. Adamy,,,,,,
recIksBgzHgeXEK4H,0,1,Juan A. Rodriguez Silva,"[""reclu4ZfxeCUoDgLA""]",class_oog,Isadora S,"[""rec3ymJHjbSypFThl""]",1,Kamal,recIksBgzHgeXEK4H,"[""recILcoLqiRnvt23v""]",Kamal Gabrie,,,,,,
recIkuCoDdkiwsGIJ,0,1,Terrie E. Shibley,"[""recMFDhEMIxKX7fmX""]",class_oog,Cms Cabernett,"[""recGKVwLVd3FnZhTg""]",0,Jai,recIkuCoDdkiwsGIJ,,Jai Smith Rezac,,,,,,
recIpUgiZMUitm7VT,0,1,Lia Screnci,"[""rec0eBWOxYRez99HS""]",class_oog,Umtiti Van De Barlebuis,"[""recWqrsqH1PtDZGKQ""]",1,Giavona,recIpUgiZMUitm7VT,"[""recsuO9dXevR7qQ6h""]",Giavona Pirolo,,,,,,
recIvgr2ouqPr2MO5,0,1,Isaac Leffkowitz,"[""rec7ppaIMqZuirHoA""]",class_oog,Ustina,"[""rec9xWBf0WO0Y8iw0""]",0,Sage,recIvgr2ouqPr2MO5,,Sage Bain,,,,,,
recIyU5MvYiv0F83D,0,1,Ved Sarma Sarkar,"[""reclcUH7P4ed068kk""]",class_oog,Fernhill Milchem Matteo,"[""recUXLzj4DdB3zEOA""]",1,Ved,recIyU5MvYiv0F83D,"[""recXp9EOzKv62kg0i""]",Ved Sarma Sarkar,,,,,,
recJ5QtdFwwSvt6f5,0,1,Alberto Michan,"[""recOPpcKG9qWpofRT""]",class_oog,Joint De Canabis Van De Doornhoeve,"[""recQ8PBDqcbb6Psk9""]",1,Alberto,recJ5QtdFwwSvt6f5,"[""rec1dChOEHy9TphqB""]",Alberto Michan,,,,,,
recJA1B7ysTElfU5j,0,1,Dawn Hersey,"[""recXocXm551bESpPa""]",class_oog,Phoenix Air,"[""rec0sJ3zC0hY0vDtR""]",4,Lanie,recJA1B7ysTElfU5j,"[""recOfLdHsiYbcIuT8"",""recwtt6JgdgBaJB4b"",""recj616ffiWAOHEUy"",""recKmuCb4PkIDdbvP""]",Lanie Nash,,,,,,
recJEi1nlMz6pLTm3,0,1,Erica Robson,"[""recMir2WcmMLTzpZq""]",class_oog,Poptart,"[""rec6qkStn8vxhfz5c""]",0,Tinsley,recJEi1nlMz6pLTm3,,Tinsley Robson,,,,,,
recJi60YstBWSLuyc,0,1,Stephen Dicarlo,"[""recupQMhsCpx3otEi""]",class_oog,Cecile S,"[""recX2TYiNOjII449V""]",1,Alicia,recJi60YstBWSLuyc,"[""recsYbyKto6qpy0S0""]",Alicia Taylor,,,,,,
recJk81dslzlz9SLS,0,1,Madison Daughdrill,"[""recQXTpW29gQ8CQhu""]",class_oog,My Weekend Is Booked,"[""rec0Vy0UNO4QDX5U0""]",1,Kit,recJk81dslzlz9SLS,"[""recSPeyPMpegjPJEC""]",Kit Falzone,,,,,,
recJmjHzdDwvZl5mz,0,2,Sharn L. Wordley,"[""recqmThVFmsIM6E8t""]",class_oog,Tobias Van Kreyel Mc,"[""rec584hR7QhYVM0Dy"",""reciHXKYhbSfc4YRu""]",2,Lauren,recJmjHzdDwvZl5mz,"[""recYHW3mL96UcmZy3"",""recO3sBM1Ej8rFE5M""]",Lauren Balcomb,,,,,,
recJsWnYNSlIgIepG,0,1,Katie Rudnick,"[""rec6npIsj2ldcOqWZ""]",class_oog,Simply Good,"[""recTChszlN7lVqyT3""]",1,Julianna,recJsWnYNSlIgIepG,"[""recmzPISUiG35CDv2""]",Julianna Irwin,,,,,,
recJtDOkatkQ755LX,0,1,Stephen Dicarlo,"[""recupQMhsCpx3otEi""]",class_oog,Mtm Clarcona,"[""recmHyS9XFXdqSOfQ""]",1,Anna,recJtDOkatkQ755LX,"[""recfbl0lg85yH6S4h""]",Anna Mead,,,,,,
