record_id,entry_no,rec_id,Created,horse,trainer,horse_display (from horses),horses,source,rider,riders,rider_display (from riders),trainers,trainer_display (from trainers),barn_name,entry_go_times,wec-alerts,class_oog,class_oog_staging,get_orders,get_rings,class_results,get_rings 2,get_orders 2,wec_entry_comments,wec_class_comments,wec_comment_presets,wec_question_templates,wec_sessions,wec_comments,wec_ring_checkins,waze_users,wec_observations,wec_ring_comments
reciJX9eWBLJxzGOR,1757,reciJX9eWBLJxzGOR,2026-06-09T23:09:50.000Z,Frodo,River A. Wylde,[null],"[""recHVoMWewdqoon2T""]",class_oog.php,River A. Wylde,"[""recYVfznfD87EnNds""]","[""River""]","[""recCFl6Vtsl54ifqL""]",,,,,,,,,,,,,,,,,,,,,
reciJg1uf3PXfxcC5,3420,reciJg1uf3PXfxcC5,2026-07-01T16:50:56.000Z,Harbour Town,,,,get_rings.php,,,,,,,,,,,,,,,,,,,,,,,,,
reciUYPuxHcgL26wE,2936,reciUYPuxHcgL26wE,2026-06-13T00:10:27.000Z,Delta Blues,Marissa Creviston,[null],"[""rechUQIGTl4TpNV4N""]",class_oog.php,Marissa Creviston,"[""rec80MabN4TywgT9f""]","[""Marissa""]","[""recUr6Fi772oNLJ5v""]",,,,,,,,,,,,,,,,,,,,,
reciZLzI85ELzOUlg,2091,reciZLzI85ELzOUlg,2026-06-09T23:09:50.000Z,Cismet 4,Andrew C. Welles,[null],"[""reckUXRnpkkQZOFiB""]",class_oog.php,Andrew C. Welles,"[""recBVfnQM8nNbbdxu""]","[""Andrew""]","[""rectc0mHofDhAxAVA""]",,,,,,,,,,,,,,,,,,,,,
recicIQgWEAEfHWzW,3432,recicIQgWEAEfHWzW,2026-06-19T15:33:44.000Z,Balouco Et,,[null],"[""recwJyNjXrXbKW2XZ""]",get_rings.php,,,,,,,,,,,,,,,,,,,,,,,,,
recieR1tGsakViJ0x,1070,recieR1tGsakViJ0x,2026-06-11T11:39:26.000Z,Secret,Daniela Roy,[null],"[""recnivt53KWT7p0Ot""]",class_oog,Estefania Navarro,"[""recbIEV5U9qm9h3iA""]","[""Estefania""]","[""rec2F4zRJZGDzG0M2""]",,,,,,,,,,,,,,,,,,,,,
recip4oonp4VDC2B0,3086,recip4oonp4VDC2B0,2026-06-11T11:39:23.000Z,Accelerator,Fabian Herrera,[null],"[""rec3IpfVmw7aDlk3r""]",class_oog,Fabian Herrera,"[""recEbKJxQ8cADfblu""]","[""Fabian""]","[""recZ41cgnoPOR4VSU""]",,,,,,,,,,,,,,,,,,,,,
recipSAUhnv1II7Rp,3354,recipSAUhnv1II7Rp,2026-06-18T14:15:38.000Z,Authentic Se,,[null],"[""reckNR7k63SbNTcvn""]",get_rings.php,,,,,,,,,,,,,,,,,,,,,,,,,
recir6581O5r8Cs7B,3377,recir6581O5r8Cs7B,2026-06-18T13:45:37.000Z,Moonshine's Orange Crush,,[null],"[""recoQXkrJvEkFanUy""]",get_rings.php,,,,,,,,,,,,,,,,,,,,,,,,,
recj4T3VXF3GKvitC,1952,recj4T3VXF3GKvitC,2026-07-01T14:30:37.000Z,Mtm Neato,,,,get_rings.php,,,,,,,,,,,,,,,,,,,,,,,,,
recj616ffiWAOHEUy,1453,recj616ffiWAOHEUy,2026-06-09T23:09:50.000Z,Childhood Dream,Dawn Hersey,[null],"[""recHwsdhFA15JNAKv""]",class_oog.php,Lanie Nash,"[""recJA1B7ysTElfU5j""]","[""Lanie""]","[""recXocXm551bESpPa""]",,,,,,,,,,,,,,,,,,,,,
recj76r3HlyuTM8ji,1722,recj76r3HlyuTM8ji,2026-06-11T11:39:25.000Z,Rhubarb And Custard Os,Justine L. Dutton Barnard,[null],"[""reczCi2jQ4o9sXJkG""]",class_oog.php,Justine L. Dutton Barnard,"[""recvD6KL2dqqPvN0v""]","[""Justine""]","[""recU7zogAuLVNKIfQ""]",,,,,,,,,,,,,,,,,,,,,
recjAxZRuXSki6nRO,3088,recjAxZRuXSki6nRO,2026-06-12T17:24:27.000Z,Midnight Queen,Natalie Johnson Russell,[null],"[""recYWclp9VCMWAQkt""]",class_oog,Dana Narayanappa,"[""rec2hEDYAViWnSl7c""]","[""Dana""]","[""reciFw1xeBgWRjqTt""]",,,,,,,,,,,,,,,,,,,,,
recjCnx5L33NjcNQP,3419,recjCnx5L33NjcNQP,2026-06-20T12:01:15.000Z,Beth Dutton,,[null],"[""rec5NGR708WGGAIfQ""]",get_rings.php,,,,,,,,,,,,,,,,,,,,,,,,,
recjEm87XWn7DtIVE,2965,recjEm87XWn7DtIVE,2026-06-09T23:09:50.000Z,Kurano Sp Z,Brooklyn Castellano,[null],"[""recvaejywpL5so5AB""]",class_oog.php,Brooklyn Castellano,"[""rec32DqxNbjRYwPa0""]","[""Brooklyn""]","[""recPdCHJm1UqhZjLu""]",,,,,,,,,,,,,,,,,,,,,
recjGNQ3XOeNkwqQn,122,recjGNQ3XOeNkwqQn,2026-06-09T23:09:50.000Z,Feinschnitt,Terry Gonzalez,[null],"[""recXwUShty8CPvH8R""]",class_oog.php,Dominique Gonzalez,"[""recPGJTiI6K3uYwx2""]","[""Dominique""]","[""reci3OiwSw0ssqcKI""]",,,,,,,,,,,,,,,,,,,,,
recjHivoFbaUMdi8z,2929,recjHivoFbaUMdi8z,2026-06-09T23:09:50.000Z,Kaytaro,Declan Egan,[null],"[""recfkJkZfj2MYo5D2""]",class_oog.php,Declan Egan,"[""recaZx28r0BSMxn0j""]","[""Declan""]","[""recGOZOt71dcEAmvp""]",,,,,,,,,,,,,,,,,,,,,
recjP93mSGRLQnDjS,1324,recjP93mSGRLQnDjS,2026-06-12T03:10:20.000Z,Color Coded,Dawn Hersey,[null],"[""recpaaXDYDSgW6K5R""]",class_oog,Addison Fulbright,"[""recKRoIduTxw8DsFS""]","[""Addison""]","[""recXocXm551bESpPa""]",,,,,,,,,,,,,,,,,,,,,
recjPe7jVWzibc1lp,1994,recjPe7jVWzibc1lp,2026-06-12T03:10:21.000Z,Marjolita,Sven Frei,[null],"[""recWtGteWsVUzHxj4""]",class_oog,Molly Frei,"[""recUFm6Wapo7Qrf6n""]","[""Molly""]","[""rechQszLeuxBMYqll""]",,,,,,,,,,,,,,,,,,,,,
recjPrL35wsPGmFue,1445,recjPrL35wsPGmFue,2026-06-20T18:30:33.000Z,Princesse Fz,,[null],"[""recMT6lOlSURZWOIn""]",get_rings.php,,,,,,,,,,,,,,,,,,,,,,,,,
recjToWEyadTYGYMe,3051,recjToWEyadTYGYMe,2026-06-10T15:10:34.000Z,Undercover,Michael Connors,[null],"[""recFuTfmuOFVJaTP8""]",class_oog.php,Staisha Connors,"[""recFm96WBLydmOKPb""]","[""Staisha""]","[""recfKINr0VpNjmEXZ""]",,,,,,,,,,,,,,,,,,,,,
recjXCJemMjvGYGEu,2049,recjXCJemMjvGYGEu,2026-06-09T23:09:50.000Z,Top Secret Hk,Helen Goddard,[null],"[""recCiAVbHldxvRM4N""]",class_oog.php,Helen Goddard,"[""recVqgz5Pcd0lDWMD""]","[""Helen""]","[""recDrdlgXZrGchjA6""]",,,,,,,,,,,,,,,,,,,,,
recjbDppYrArFofn3,3047,recjbDppYrArFofn3,2026-06-09T23:09:50.000Z,Jasmin De L’abbaye,Gianni Gabrielli,[null],"[""recKSrRKaIkM2EvzH""]",class_oog.php,Gianni Gabrielli,"[""recGZEOj52levwJ5z""]","[""Gianni""]","[""recBAzsT29cV74CnZ""]",,,,,,,,,,,,,,,,,,,,,
recjfRtkOKKC94jcu,1861,recjfRtkOKKC94jcu,2026-06-12T17:24:28.000Z,Darc Vader,Celso Ariani,[null],"[""recMON4SobKvvFQ31""]",class_oog,Emily Plante,"[""recMPbYmzweoEuQZw""]","[""Emily""]","[""rec5Zl0N5TXr6Cc95""]",,,,,,,,,,,,,,,,,,,,,
recjfkDHSe8wbBSCq,1870,recjfkDHSe8wbBSCq,2026-06-11T11:39:23.000Z,Techon Master Bronze,Emily Plante,[null],"[""recX6BoezsTX78euf""]",class_oog,Jolene Plante,"[""recyJaFvQ2RYfJpTw""]","[""Jolene""]","[""recXVR08ixMVy2UwY""]",,,,,,,,,,,,,,,,,,,,,
recjjPCd8M4hfRjAF,2421,recjjPCd8M4hfRjAF,2026-07-01T16:30:43.000Z,Carlo Colesto,,,,get_rings.php,,,,,,,,,,,,,,,,,,,,,,,,,
recjo0sdsw0E4cELH,1043,recjo0sdsw0E4cELH,2026-06-09T23:09:50.000Z,Markanto A,Alan Korotkin,"[""Mark""]","[""recDVF7uAGskLIIS1""]",class_oog.php,Tanner Korotkin,"[""rececJFgkUViuuW0F""]","[""Tanner""]","[""recFIHTcArQhILyAc""]","[""CWF""]","[""Mark""]","[""recxLS3b06Qg89Lkc"",""recNgL5TCcNjxXhbf""]",,"[""recziPesKwLj7xz7R"",""rec5KA7S15iddrSyZ""]","[""recHAfyQQaYP7Qo64"",""recdgr3x0omDS0xWD""]",,,,,,,,,,,,,,,
recjoa5HxFvEF8f0H,2881,recjoa5HxFvEF8f0H,2026-06-09T23:09:50.000Z,Don Cor Z,Ryan Michael Genn,[null],"[""rec3hjxkKORztNcvG""]",class_oog.php,Ryan Michael Genn,"[""recxzzbGbfXwvPmbw""]","[""Ryan""]","[""rec1uM1UghdnlA4Hq""]",,,,,,,,,,,,,,,,,,,,,
recjpVv2M9RZcpiim,1977,recjpVv2M9RZcpiim,2026-06-09T23:09:50.000Z,Just A Gentleman,Stephanie Free,[null],"[""recsiWMC8ERjkzsor""]",class_oog.php,Brittany G. Wyatt,"[""rechnWuL5DdqOxT4V""]","[""Brittany""]","[""recBVRfeR9i4COiwE""]",,,,,,,,,,,,,,,,,,,,,
recjrSjFsAkrG0f5H,1520,recjrSjFsAkrG0f5H,2026-06-12T15:15:41.000Z,Verdi,Stephen Dicarlo,[null],"[""recjiqR65uJS9vQeJ""]",class_oog,Scarlett Yana,"[""rectvNxnKQSB98E47""]","[""Scarlett""]","[""recupQMhsCpx3otEi""]",,,,,,,,,,,,,,,,,,,,,
recjtOwq4yyhryhyx,2986,recjtOwq4yyhryhyx,2026-06-09T23:09:50.000Z,Maui,Matt Martin,[null],"[""rec66pBaptxrt8yyo""]",class_oog,Autumn Farr,"[""recJtLdnd1Pye7RNU""]","[""Autumn""]","[""recRnYU8EgCMCN4Tl""]",,,,,,,,,,,,,,,,,,,,,
recjuhxmP88d5UfTA,2845,recjuhxmP88d5UfTA,2026-06-11T11:39:22.000Z,Naturel De Walput,Luke Sassi,[null],"[""rec0dAC4VPaTnKi1s""]",class_oog.php,Luke Sassi,"[""recRLAErJt0gGFTo1""]","[""Luke""]","[""rec24pSWnvy9FcJe9""]",,,,,,,,,,,,,,,,,,,,,
reck7F7nbuJr5D50O,1523,reck7F7nbuJr5D50O,2026-06-13T01:35:34.000Z,Casino Royale,Jake Evans,[null],"[""recjGrn0NQ8IWILKN""]",class_oog,Jessin Blossom,"[""recoCynxHbGtrr4vn""]","[""Jessin""]","[""recSXiCPwDmQ76cuQ""]",,,,,,,,,,,,,,,,,,,,,
reck7KNxJVatu5qIK,2200,reck7KNxJVatu5qIK,2026-06-09T23:09:50.000Z,Chagrandino Ps,Luciano Dome,[null],"[""rec5O8osBWqMAVFnF""]",class_oog,Stella Kraemer,"[""rec0G59EnQRnDao5X""]","[""Stella""]","[""recjYsJmAKVPUAG2i""]",,,,,,,,,,,,,,,,,,,,,
reck904n4YGYEK8w1,3168,reck904n4YGYEK8w1,2026-06-12T17:24:27.000Z,Barbade Du Ter,Fernando Cardenas,[null],"[""recI27QEDztbPYX0t""]",class_oog,David Miller,"[""rec0TKCGVZiPGwRC9""]","[""David""]","[""recSA6JLxXIoeqSGK""]",,,,,,,,,,,,,,,,,,,,,
reckA4khnOmuCzQG8,1881,reckA4khnOmuCzQG8,2026-06-11T11:39:21.000Z,Bff Signatures Holy Ghost,Kim Taylor,[null],"[""recFj8Rnqda865Orl""]",class_oog,Ella Ofarrell,"[""recUAXMBbSwmB7zjl""]","[""Ella""]","[""recMsKXGUQA6BQOth""]",,,,,,,,,,,,,,,,,,,,,
reckBvzRGUzmn0bFq,2031,reckBvzRGUzmn0bFq,2026-06-11T11:39:21.000Z,Menlo Park,Jake Evans,[null],"[""recf89AQE1qtvd8FY""]",class_oog.php,Jake Evans,"[""recKyS0g5eEgkhboQ""]","[""Jake""]","[""recSXiCPwDmQ76cuQ""]",,,,,,,,,,,,,,,,,,,,,
reckDFumqtxbWhdn2,2109,reckDFumqtxbWhdn2,2026-06-11T11:39:24.000Z,Roundthorn Odara,Anne L. Bingler,[null],"[""recNZ1x4zczsBbzlg""]",class_oog.php,Anne L. Bingler,"[""rechuzUPNLOsASgzX""]","[""Anne""]","[""rec3S9KikkQrKgX8L""]",,,,,,,,,,,,,,,,,,,,,
reckGbKWhq8UTvTKs,1183,reckGbKWhq8UTvTKs,2026-06-09T23:09:50.000Z,Mastermind,Alan Korotkin,"[""Munster""]","[""recGmLBUenZyb34a5""]",class_oog.php,Naomi Selleck,"[""reca7yiYzxQ3gtYWo""]","[""Naomi""]","[""recFIHTcArQhILyAc""]","[""CWF""]","[""Munster""]","[""recF4DCXNr6pHgzRZ"",""reccNQTEZhAkV2qEu""]",,"[""reccBE7omQXoxMrec"",""recsKys33yNX5Kvym""]","[""recVekNDDukUJixfu"",""reckByotcKMrMbdGT""]",,,,,,,,,,,,,,,
reckGdtQLqOYR3OWT,2111,reckGdtQLqOYR3OWT,2026-06-13T01:35:34.000Z,Hfo Balou D'amour,Katie Rudnick,[null],"[""recjZSTlQIM8twWC7""]",class_oog,Addison Evans,"[""recFMGCfWZVJcHYe7""]","[""Addison""]","[""rec6npIsj2ldcOqWZ""]",,,,,,,,,,,,,,,,,,,,,
reckHWLHPNl8zsd7B,145,reckHWLHPNl8zsd7B,2026-06-09T23:09:50.000Z,Chutter Du Rouet Ps,Ben Taylor,[null],"[""recgrjSgq0VNuLGpo""]",class_oog.php,Aaron Vale,"[""rec4xmt1vJjON38j0""]","[""Aaron""]","[""recmTGLWfZLnyH6TK""]",,,,,,,,,,,,,,,,,,,,,
reckIJrZ0tZOsHo6x,1734,reckIJrZ0tZOsHo6x,2026-06-21T14:36:51.000Z,Irvington Vdl,,[null],"[""recIoypfUZN8zcwhz""]",get_rings.php,,,,,,,,,,,,,,,,,,,,,,,,,
reckJKgk676RKWabB,3009,reckJKgk676RKWabB,2026-06-09T23:09:50.000Z,Coby Z,Jenna P. Friedman-Lopez,[null],"[""rec0409bsqwqOEXaa""]",class_oog.php,Jenna P. Friedman-Lopez,"[""recNlymSrDpNu9n0h""]","[""Jenna""]","[""rec3Zk0aiDpx2KX0O""]",,,,,,,,,,,,,,,,,,,,,
reckKVHNZ1Ip1GNg7,213,reckKVHNZ1Ip1GNg7,2026-06-15T13:18:54.000Z,Cozumel,Daniel Michan,[null],"[""recg41TYGjWFbfHel""]",class_oog,Hailey Royce,"[""recusKsOvT8TWWQd6""]","[""Hailey""]","[""receaA0lDaK9CffNz""]",,,,,,,,,,,,,,,,,,,,,
reckMm1E7Fb0j7QMa,3188,reckMm1E7Fb0j7QMa,2026-06-18T18:03:36.000Z,Clockwork,,[null],"[""recYKXz2GWQcCHGI5""]",get_rings.php,,,,,,,,,,,,,,,,,,,,,,,,,
reckOFVSzlsgIng3j,1266,reckOFVSzlsgIng3j,2026-06-09T23:09:50.000Z,Hopeful Z,Ben Taylor,[null],"[""recBpwtdQHxh4VA9A""]",class_oog.php,Sophia Ayers,"[""recR15trSJEmLl1BW""]","[""Sophia""]","[""recmTGLWfZLnyH6TK""]",,,,,,,,,,,,,,,,,,,,,
reckOnxVceHZPnCPX,2117,reckOnxVceHZPnCPX,2026-06-14T10:51:48.000Z,Bye Chance,Caroline Willard Briles,[null],"[""rec9JED7qNw5K1k1x""]",class_oog,Linda E. Vellman,"[""recS6NEHW8df5rwkS""]","[""Linda""]","[""recgDRmlgICPwHaba""]",,,,,,,,,,,,,,,,,,,,,
reckUoAy4E5f7VFWf,3035,reckUoAy4E5f7VFWf,2026-06-09T23:09:50.000Z,Cooley Elusive,Tom Monaghan,[null],"[""recHcQb0mthqatoC8""]",class_oog.php,Tom Monaghan,"[""rec8KP4FWbKeaxKB3""]","[""Tom""]","[""rec0mxYvqyiMsXHtK""]",,,,,,,,,,,,,,,,,,,,,
reckWRVtlbUj1NWlr,2153,reckWRVtlbUj1NWlr,2026-06-09T23:09:50.000Z,Dulce,Andres A. Correa,[null],"[""recRSfdJcMIkb0qi3""]",class_oog.php,Andres A. Correa,"[""rechwnqfyZjTTKeIr""]","[""Andres""]","[""recl4930Uvn00qNs0""]",,,,,,,,,,,,,,,,,,,,,
reckdEI00MUPEgT4Q,3136,reckdEI00MUPEgT4Q,2026-07-01T12:12:33.000Z,Coco,,,,get_rings.php,,,,,,,,,,,,,,,,,,,,,,,,,
reckgkIWQJ2f09WP9,1035,reckgkIWQJ2f09WP9,2026-06-09T23:09:50.000Z,Ideal,Alan Korotkin,"[""Doug""]","[""recA2tEY30b7N3UP1""]",class_oog.php,Grace Lyons,"[""recAMgqGRAz57OiAs""]","[""Grace""]","[""recFIHTcArQhILyAc""]","[""CWF""]","[""Doug""]","[""recGTRPbiyFWGXFfT"",""recIj8qC8Tm1aLVZw""]","[""reco9OucV8JIbdho7"",""recHHqKGVIBzPNXMh""]","[""recFGAu9WXhct08y9"",""recOrY5XFxa1YVM6C"",""rec4BtKWHPtNPK57H""]","[""recFjrgwHyBA9km87"",""recM9FR79XkcNTFdh""]",,,,,,,,,,,,,,,
reckjNpWmPPwthLkp,3418,reckjNpWmPPwthLkp,2026-06-18T14:00:34.000Z,Kingham Hill,,[null],"[""rectXjuXrfyvzonpG""]",get_rings.php,,,,,,,,,,,,,,,,,,,,,,,,,
reckuCuNfbtfkMAfs,1782,reckuCuNfbtfkMAfs,2026-06-09T23:09:50.000Z,Cash For Roses,Bruno Diniz Das Neves,[null],"[""recQ9v9I7Se6al4gm""]",class_oog.php,Bruno Diniz Das Neves,"[""recLrKVLwt2RR3Tbg""]","[""Bruno""]","[""recQKeo6875JCjkvf""]",,,,,,,,,,,,,,,,,,,,,
reckvF1nGccZ2LlCd,1775,reckvF1nGccZ2LlCd,2026-06-09T23:09:50.000Z,Once Upon A Time,Kim Taylor,[null],"[""recDiDE2MtLKKf0P3""]",class_oog,Alyson Jones,"[""rec5eSBDWhpK0tlte""]","[""Alyson""]","[""recMsKXGUQA6BQOth""]",,,,,,,,,,,,,,,,,,,,,
reckxC9woEmMfLJsu,1784,reckxC9woEmMfLJsu,2026-06-09T23:09:50.000Z,Storiall Blue,Thea N. Stinnett,[null],"[""recIBWWm8xC3UjODO""]",class_oog.php,Stella Stinnett,"[""recxHoEIFUSL0yeKt""]","[""Stella""]","[""recfWYHJT3O9VG1TG""]",,,,,,,,,,,,,,,,,,,,,
reckz7DLuW7CZb0Wk,129,reckz7DLuW7CZb0Wk,2026-06-09T23:09:50.000Z,Mtm Can Talk To Me,Michael J. Mccormick,[null],"[""recaBCOa1TSSNZP5p""]",class_oog,Tracy Fenney,"[""recLyTrE6tVxN0uIu""]","[""Tracy""]","[""recNsOB5RbtRbnQ37""]",,,,,,,,,,,,,,,,,,,,,
recl1Yyh9xf8holkv,3211,recl1Yyh9xf8holkv,2026-06-19T14:04:13.000Z,Puertas Koncelo,,[null],"[""recpi9xwGGSx6XUhg""]",get_rings.php,,,,,,,,,,,,,,,,,,,,,,,,,
recl7NGfdcTTxC02z,2734,recl7NGfdcTTxC02z,2026-06-13T01:35:34.000Z,Taffy's Little Charade,Morgan Taylor,[null],"[""recaXaAKeiLL3ev6g""]",class_oog,Skylyn Crisante,"[""recME2nnHHq3MGprb""]","[""Skylyn""]","[""rec0wCs5ZzmAW8kSL""]",,,,,,,,,,,,,,,,,,,,,
recl89eMKrGFi7WO6,2229,recl89eMKrGFi7WO6,2026-06-19T15:33:44.000Z,Muchacho Zan,,[null],"[""recQnMzKyCMQEmYE0""]",get_rings.php,,,,,,,,,,,,,,,,,,,,,,,,,
recl8AF6ygtIXoyFP,2821,recl8AF6ygtIXoyFP,2026-06-09T23:09:50.000Z,Arianna Rv,Ryan Michael Genn,[null],"[""recP7qIG6WE3TdbL7""]",class_oog.php,John M. Struzzieri,"[""recn0cD6aeT6wfqk1""]","[""John""]","[""rec1uM1UghdnlA4Hq""]",,,,,,,,,,,,,,,,,,,,,
recl9BBW73Kxkrm33,195,recl9BBW73Kxkrm33,2026-06-15T13:18:54.000Z,Ganesh Des Till,Sydney Rowland,[null],"[""recFoVE0gTs7NyOHL""]",class_oog,Sofia Popescu,"[""recz2JaMEL3nVN0Tv""]","[""Sofia""]","[""recFsMRQIqS8lWRWR""]",,,,,,,,,,,,,,,,,,,,,
reclDGIaFrwuPh5vb,2831,reclDGIaFrwuPh5vb,2026-06-11T11:39:22.000Z,Mugano D'augustijn Z,Katlynn Butler,[null],"[""rece0DhytDlw4e0sY""]",class_oog,Chiara Zuccolotto,"[""recoi16CYNCvdlZJc""]","[""Chiara""]","[""recmCyrv5t0l7hgsj""]",,,,,,,,,,,,,,,,,,,,,
reclE4ZtKbGovcIdP,1269,reclE4ZtKbGovcIdP,2026-06-12T17:24:27.000Z,Ira De Span,Ben Taylor,[null],"[""rec011rtgc0xUyXAW""]",class_oog,Jose Montenegro,"[""rec1Mofs0ZZD7KgnX""]","[""Jose""]","[""recmTGLWfZLnyH6TK""]",,,,,,,,,,,,,,,,,,,,,
reclHZtWCBDKaidMf,2475,reclHZtWCBDKaidMf,2026-06-11T11:39:25.000Z,Colmans Blue,Jake Evans,[null],"[""recMCnJ5J4qhgZ3iq""]",class_oog,Maurah Burkholder,"[""recxatpI8UXNwRwnp""]","[""Maurah""]","[""recSXiCPwDmQ76cuQ""]",,,,,,,,,,,,,,,,,,,,,
reclJXmGJpF3hBccU,142,reclJXmGJpF3hBccU,2026-06-09T23:09:50.000Z,Puccini Van Orti,Lia Screnci,[null],"[""recrLnFNUvl173919""]",class_oog.php,Lia Screnci,"[""rec5RnC57daRX7Mi1""]","[""Lia""]","[""rec0eBWOxYRez99HS""]",,,,,,,,,,,,,,,,,,,,,
reclKALp0xQ7WIwq4,3845,reclKALp0xQ7WIwq4,2026-07-01T13:06:55.000Z,Beachcomber,,,,get_rings.php,,,,,,,,,,,"[""rec6FsYwgVlwAT6hI""]",,,,"[""rec6FsYwgVlwAT6hI""]",,,,,,,,,,
reclRKdPoWFOjaNtJ,1794,reclRKdPoWFOjaNtJ,2026-06-09T23:09:50.000Z,Chico Bella Z,Louise Pejstrup,[null],"[""recm7DogiyLZ4sE7G""]",class_oog,Lily Niebur,"[""recBsgA1wwnEqhLqK""]","[""Lily""]","[""recrRgNvE5RPL730y""]",,,,,,,,,,,,,,,,,,,,,
reclTLHAbzUXz3vyG,2165,reclTLHAbzUXz3vyG,2026-06-21T16:19:12.000Z,Kts Dijandra,,[null],"[""recHP1WchGaQNiuJN""]",get_rings.php,,,,,,,,,,,,,,,,,,,,,,,,,
reclWybHblGXd0Tm1,1781,reclWybHblGXd0Tm1,2026-06-12T03:10:20.000Z,Una Beretta,Lukene Arenas,[null],"[""recVghcz9REYH8ST0""]",class_oog,Lukene Arenas,"[""recroSHpES6tulq9z""]","[""Lukene""]","[""recIkAyumy88qaBpt""]",,,,,,,,,,,,,,,,,,,,,
reclZ66kVPSeBf8I8,2837,reclZ66kVPSeBf8I8,2026-06-09T23:09:50.000Z,Carmenzita,Antonio J. Martinez,[null],"[""rec70VEuoqNs0m1Cp""]",class_oog,Katherina Sciuto,"[""rec66M6JP65oUgxt7""]","[""Katherina""]","[""recoIakTck18pHikM""]",,,,,,,,,,,,,,,,,,,,,
reclavbS4Ml00OPAd,1792,reclavbS4Ml00OPAd,2026-06-18T20:19:15.000Z,Roberlina Dg,,[null],"[""rece14DeZEUKSUxd8""]",get_rings.php,,,,,,,,,,,,,,,,,,,,,,,,,
reclazRctUbtl3xLE,2980,reclazRctUbtl3xLE,2026-06-13T01:35:34.000Z,Gayfields Tickety Boo,Casey Johns,[null],"[""recgBiZrhh039xK5l""]",class_oog,Sophia Sankowski,"[""rec4N04C8YBHcaL4O""]","[""Sophia""]","[""recEz6cLDl78OaJal""]",,,,,,,,,,,,,,,,,,,,,
reclbFTgTXXRks9ji,1571,reclbFTgTXXRks9ji,2026-06-13T01:35:34.000Z,Shadowfax 111,Antonio J. Martinez,[null],"[""recT6XlOY4pkM6XAq""]",class_oog,Noemi Koziol,"[""reciFnFY2wXYdozii""]","[""Noemi""]","[""recoIakTck18pHikM""]",,,,,,,,,,,,,,,,,,,,,
reclctOBnLLxmyn46,206,reclctOBnLLxmyn46,2026-06-15T13:18:54.000Z,Lady Castle,Jelmer Hoekstra,[null],"[""rectwJW7XizJzICCx""]",class_oog,Emma Brody,"[""rectjEJjeGHseZX7L""]","[""Emma""]","[""recqI6AanH1zv5CGV""]",,,,,,,,,,,,,,,,,,,,,
recldIIkPeCNbGFep,1897,recldIIkPeCNbGFep,2026-07-01T17:15:34.000Z,Kensington Bay,,,,get_rings.php,,,,,,,,,,,"[""recP1bwM0xRwEzmns""]","[""recJin4JoPryqX2u9""]",,"[""recJin4JoPryqX2u9""]","[""recP1bwM0xRwEzmns""]",,,,,,,,,,
recliHRgKFSnFzTYm,1191,recliHRgKFSnFzTYm,2026-06-11T11:39:25.000Z,Wordsmith,Stephanie Free,[null],"[""rec82e2dr4ecqWST8""]",class_oog,Heidi White,"[""recFcXz3F6WXnFFiO""]","[""Heidi""]","[""recBVRfeR9i4COiwE""]",,,,,,,,,,,,,,,,,,,,,
reclp8EHQN3cHJbmQ,1819,reclp8EHQN3cHJbmQ,2026-06-19T16:09:48.000Z,Southwind Beau Regard,,[null],"[""recZ2r31RaaQFQfNq""]",get_rings.php,,,,,,,,,,,,,,,,,,,,,,,,,
reclsY08SqwyDzHjv,3173,reclsY08SqwyDzHjv,2026-06-18T16:33:47.000Z,Fallon Wef,,[null],"[""recAnwW8d9ZyarArT""]",get_rings.php,,,,,,,,,,,,,,,,,,,,,,,,,
recluh74zTtNZDrzh,1513,recluh74zTtNZDrzh,2026-06-09T23:09:50.000Z,Ck’s Superman,Stephen Dicarlo,[null],"[""rec6Q6gd7UJzFnRV9""]",class_oog.php,Libby Woodworth,"[""recGuw7QdyWQyTX6q""]","[""Libby""]","[""recupQMhsCpx3otEi""]",,,,,,,,,,,,,,,,,,,,,
reclz9p8bHaG9Ng8I,3563,reclz9p8bHaG9Ng8I,2026-06-20T15:18:34.000Z,Leroy Blue,,[null],"[""recaIElDenvlQfDLS""]",get_rings.php,,,,,,,,,,,,,,,,,,,,,,,,,
recm2Hq6l48jQ4P9u,2302,recm2Hq6l48jQ4P9u,2026-06-12T17:24:28.000Z,Kind Of Magic Stm,Aurora R. Rangel De Alba,[null],"[""recyxoa8uskuwnUUA""]",class_oog.php,Aurora R. Rangel De Alba,"[""recYuZ7hB1tbpgznK""]","[""Aurora""]","[""recUjyRd7k0lTmyxS""]",,,,,,,,,,,,,,,,,,,,,
recm9pFshfHGazS1c,2630,recm9pFshfHGazS1c,2026-06-09T23:09:50.000Z,Vamos,Ashlynn Meuchel,[null],"[""recitOnBOrhTNMjQI""]",class_oog.php,Ashlynn Meuchel,"[""recCnv14vIoaimxWs""]","[""Ashlynn""]","[""rechMdfBTsAkaoR7P""]",,,,,,,,,,,,,,,,,,,,,
recmDziVtijL9ugUR,3366,recmDziVtijL9ugUR,2026-06-18T16:33:47.000Z,Acorn,,[null],"[""recKzKj7QXokbNcTW""]",get_rings.php,,,,,,,,,,,,,,,,,,,,,,,,,
