record_id,entry_no,rec_id,Created,horse,trainer,horse_display (from horses),horses,source,rider,riders,rider_display (from riders),trainers,trainer_display (from trainers),barn_name,entry_go_times,wec-alerts,class_oog,class_oog_staging,get_orders,get_rings,class_results,get_rings 2,get_orders 2,wec_entry_comments,wec_class_comments,wec_comment_presets,wec_question_templates,wec_sessions,wec_comments,wec_ring_checkins,waze_users,wec_observations,wec_ring_comments
recI8Aeh6KyBGtUTc,1837,recI8Aeh6KyBGtUTc,2026-06-09T23:09:50.000Z,Os Quincy,Rebecca Warth,[null],"[""reczxmLcbbOMopigx""]",class_oog,Rebecca Warth,"[""rec7S7t2RbbauTtda""]","[""Rebecca""]","[""rec456G3R5wbsgOk8""]",,,,,,,,,,,,,,,,,,,,,
recIB9y39yALOHTJe,3405,recIB9y39yALOHTJe,2026-06-19T13:27:45.000Z,Nacomina,,[null],"[""recXJqbo4EnLij1oR""]",get_rings.php,,,,,,,,,,,,,,,,,,,,,,,,,
recIBZtdHXGHy1sST,2806,recIBZtdHXGHy1sST,2026-06-18T12:31:36.000Z,Arctic,,[null],"[""recc8yiJCpxfCvM9d""]",get_rings.php,,,,,,,,,,,,,,,,,,,,,,,,,
recIFbblss2EakCsc,1873,recIFbblss2EakCsc,2026-06-12T17:24:28.000Z,Fletcher W,Kimberly Nadler-Russo,[null],"[""recp0oZhraItqrQzg""]",class_oog.php,Olivia Johnson,"[""rec3JI6oeMRwsEyEb""]","[""Olivia""]","[""rec1yq40bnU1koghd""]",,,,,,,"[""recNwxkeirXG9vRqm""]","[""recmPq1HwTsV9AYJw""]",,,,,,,,,,,,,
recIH6NTGqFpovgsh,2883,recIH6NTGqFpovgsh,2026-06-12T17:24:28.000Z,Faveur De Piquet,Ryan Michael Genn,[null],"[""rec8MV3OeY9y3RdK0""]",class_oog,Ryan Michael Genn,"[""recxzzbGbfXwvPmbw""]","[""Ryan""]","[""rec1uM1UghdnlA4Hq""]",,,,,,,,,,,,,,,,,,,,,
recIHvvFrm0mVpd4u,2753,recIHvvFrm0mVpd4u,2026-06-18T14:31:23.000Z,Guimero  M,,[null],"[""rec65ItoYnOtiS1Yr""]",get_rings.php,,,,,,,,,,,,,,,,,,,,,,,,,
recIILOTkzdwkPqea,2713,recIILOTkzdwkPqea,2026-06-09T23:09:50.000Z,Superman Eh,Juan E. Hidalgo,[null],"[""recvc1quYVdy4FRr4""]",class_oog.php,Juan E. Hidalgo,"[""recT9NpDNfSMhikLG""]","[""Juan""]","[""recWm4nXbUtPYpLCL""]",,,,,,,,,,,,,,,,,,,,,
recILcoLqiRnvt23v,1672,recILcoLqiRnvt23v,2026-06-11T11:39:23.000Z,Isadora S,Juan A. Rodriguez Silva,[null],"[""rec3ymJHjbSypFThl""]",class_oog,Kamal Gabrie,"[""recIksBgzHgeXEK4H""]","[""Kamal""]","[""reclu4ZfxeCUoDgLA""]",,,,,,,,,,,,,,,,,,,,,
recIM5iX7O0l4QqCT,2969,recIM5iX7O0l4QqCT,2026-06-09T23:09:50.000Z,Kismet,Joshua Tabor,[null],"[""recSCaY6fBH1el1aw""]",class_oog.php,Joshua Tabor,"[""recZzmxP8vC1h4Ixu""]","[""Joshua""]","[""recgYbnUCVZoIzP1M""]",,,,,,,,,,,,,,,,,,,,,
recIMKGigHqeqWAOa,1344,recIMKGigHqeqWAOa,2026-06-12T17:24:27.000Z,Riskana Ls La Silla,Juan M. Bolanos,[null],"[""recECNgADOjF7MXOO""]",class_oog,Maria Balleza,"[""recgr1j4YRVMWvW1P""]","[""Maria""]","[""reciQqSfWbMiP5zxf""]",,,,,,,,,,,,,,,,,,,,,
recINCGddD6yZMriD,2521,recINCGddD6yZMriD,2026-06-09T23:09:50.000Z,Excel Star Fair Play,August Torsilieri,[null],"[""rectHBnH1Nu3Ww60X""]",class_oog.php,Alexandra Hird,"[""recrvwnO1g9OSNswQ""]","[""Alexandra""]","[""recel7Tui1CFiT95R""]",,,,,,,,,,,,,,,,,,,,,
recIQVgKeN2LNZnrj,1684,recIQVgKeN2LNZnrj,2026-06-09T23:09:50.000Z,Gelano,Jessica Collins,[null],"[""recCpjFhbOsTOGJUB""]",class_oog,Jessica Collins,"[""rec9AOBY6djC53osc""]","[""Jessica""]","[""recNpo5pbhuzTKAIi""]",,,,,,,,,,,,,,,,,,,,,
recIR6cOMBZe15Qoi,3002,recIR6cOMBZe15Qoi,2026-06-13T01:35:34.000Z,Amaro,Gabriela Tirado,[null],"[""recJbpiYaBN0FyfXQ""]",class_oog,Gabriela Tirado,"[""recHewY5dcEfgwlof""]","[""Gabriela""]","[""rec8idqGtfg38fRMa""]",,,,,,,,,,,,,,,,,,,,,
recISqJY9P7QLFTtw,2290,recISqJY9P7QLFTtw,2026-06-09T23:09:50.000Z,Castello Z,Declan Egan,[null],"[""recw7brYEKACfwnCH""]",class_oog.php,Declan Egan,"[""recaZx28r0BSMxn0j""]","[""Declan""]","[""recGOZOt71dcEAmvp""]",,,,,,,,,,,,,,,,,,,,,
recISrLE0Luu2n8x0,1850,recISrLE0Luu2n8x0,2026-06-18T13:31:26.000Z,Voodoo,,[null],"[""rechEZFjoyoQQL5Z3""]",get_rings.php,,,,,,,,,,,,,,,,,,,,,,,,,
recIXCj7zFo3EnV4p,1678,recIXCj7zFo3EnV4p,2026-06-12T17:24:28.000Z,Seattle,Juan A. Rodriguez Silva,[null],"[""recvLuCl2DAoUGBYI""]",class_oog,Ana Sofia Perez,"[""recuOmyiBbHhkiEJK""]","[""Ana""]","[""reclu4ZfxeCUoDgLA""]",,,,,,,,,,,,,,,,,,,,,
recIYS51CTVPVlsjT,2706,recIYS51CTVPVlsjT,2026-06-12T17:24:29.000Z,Pop Tart,Dana G. Waters,[null],"[""recMgRUiYRSnoC7GQ""]",class_oog.php,Hayley G. Waters Wear,"[""recLFMHh1Qpy7gpgf""]","[""Hayley""]","[""recC9TviwdEjxgABW""]",,,,,,,,,,,,,,,,,,,,,
recIYxeHFC9JEjB4J,3430,recIYxeHFC9JEjB4J,2026-06-21T15:03:56.000Z,Cotton Eye Candy,,[null],"[""rectJNcL8E2xFWUvU""]",get_rings.php,,,,,,,,,,,,,,,,,,,,,,,,,
recIZlv5njbVi0Nxl,2168,recIZlv5njbVi0Nxl,2026-06-11T11:39:25.000Z,Alejandro Fcf,Matthias Hollberg,[null],"[""recNt5v3dRPI2tyvH""]",class_oog,Averie Foss,"[""recRU1Mej9Bok2L0a""]","[""Averie""]","[""rec1WjmrNr6i9f42W""]",,,,,,,,,,,,,,,,,,,,,
recIcH8Q9JMVfQglf,2722,recIcH8Q9JMVfQglf,2026-06-09T23:09:50.000Z,de Lisle Apollo,David Cameron,[null],"[""recHkViA1LK59eYEa""]",class_oog,Mia Smith,"[""recHsSjq869gbpIbp""]","[""Mia""]","[""recV9UeEpcw6UDEM9""]",,,,,,,,,,,,,,,,,,,,,
recIem3eXtuwqkBpL,1288,recIem3eXtuwqkBpL,2026-06-09T23:09:50.000Z,Cash The First Des Rosiers Z,Angela Swanson,[null],"[""recMfywBbZte9vRS3""]",class_oog,Angela Swanson,"[""rec3nADl9IqqdRXd1""]","[""Angela""]","[""rec9hQVBgpLiTbKmW""]",,,,,,,,,,,,,,,,,,,,,
recIhMfEjFOm4OBbI,1592,recIhMfEjFOm4OBbI,2026-06-09T23:09:50.000Z,Oakland,Juan M. Bolanos,[null],"[""rectJ4Kl2U9bg4i6N""]",class_oog.php,Belen Guarderas,"[""recr07kSQUFbPxfgq""]","[""Belen""]","[""reciQqSfWbMiP5zxf""]",,,,,,,,,,,,,,,,,,,,,
recIhzAdUcT22s0mP,2754,recIhzAdUcT22s0mP,2026-06-18T19:48:51.000Z,Zirocc Steady,,[null],"[""recgSI7NkucmzAIkS""]",get_rings.php,,,,,,,,,,,,,,,,,,,,,,,,,
recIi4MEO7GyvJqKG,2626,recIi4MEO7GyvJqKG,2026-06-12T11:57:03.000Z,Quicksilver Hercules,,[null],"[""recwfJbVkdkVWNO0q""]",class_oog.php,,,,,,,,,,,,,,,,,,,,,,,,,
recIknyTzybO0tSwd,2956,recIknyTzybO0tSwd,2026-06-09T23:09:50.000Z,Cornetta Lazar,Kirk Webby,[null],"[""recxJb6VhttLUK5V9""]",class_oog.php,Kirk Webby,"[""recj0huhTEnvjmgCe""]","[""Kirk""]","[""recAQw955LG6uVCeK""]",,,,,,,,,,,,,,,,,,,,,
recIlgMW1ejpGgIE3,2182,recIlgMW1ejpGgIE3,2026-06-09T23:09:50.000Z,Outlaw,Robert P. Stucky,[null],"[""recscHPErwaxpSmXZ""]",class_oog,Isabella Agliano,"[""recps55oii224WXAJ""]","[""Isabella""]","[""reclHVeeKHQlhkXJF""]",,,,,,,,,,,,,,,,,,,,,
recIsgyCC9k8b5fCm,2106,recIsgyCC9k8b5fCm,2026-06-11T11:39:24.000Z,Levitate Fw Z,Isaac Leffkowitz,[null],"[""rectnWr9scFwpHkvJ""]",class_oog.php,Isaac Leffkowitz,"[""rec5eeBOUY791C5bu""]","[""Isaac""]","[""rec7ppaIMqZuirHoA""]",,,,,,,,,,,,,,,,,,,,,
recIypiFssfzPh7qm,1326,recIypiFssfzPh7qm,2026-06-09T23:09:50.000Z,The Getaway Car,Dawn Hersey,[null],"[""recn8gYamWYp8ozlT""]",class_oog,Anna Scott Ault,"[""recnaYU8vPhsPNIdN""]","[""Anna""]","[""recXocXm551bESpPa""]",,,,,,,,,,,,,,,,,,,,,
recIzCje3rUoRNWcW,1783,recIzCje3rUoRNWcW,2026-06-12T17:24:28.000Z,Gucci Musterd,Bruno Diniz Das Neves,[null],"[""rec8O71Kdp1X8FGdo""]",class_oog,Bruno Diniz Das Neves,"[""recLrKVLwt2RR3Tbg""]","[""Bruno""]","[""recQKeo6875JCjkvf""]",,,,,,,,,,,,,,,,,,,,,
recIzehtQuF1GS1Mz,1277,recIzehtQuF1GS1Mz,2026-06-09T23:09:50.000Z,Reelz,Ben Taylor,[null],"[""rechFSX16WCpjh38T""]",class_oog.php,Mallory Vale,"[""recCyC3z96ioVgKzW""]","[""Mallory""]","[""recmTGLWfZLnyH6TK""]",,,,,,,,,,,,,,,,,,,,,
recJ2N6GUDzAQ66R5,1919,recJ2N6GUDzAQ66R5,2026-06-09T23:09:50.000Z,Carla,Selcuk Koksalan,[null],"[""recdKo4lxtGydm0Wa""]",class_oog.php,Selcuk Koksalan,"[""recrxStYnnbtC31mN""]","[""Selcuk""]","[""recuv8jdRvTVv1a9Z""]",,,,,,,,,,,,,,,,,,,,,
recJ3UqDyllaCAglQ,1867,recJ3UqDyllaCAglQ,2026-06-09T23:09:50.000Z,Orindus W,Celso Ariani,[null],"[""recLNnmL9i2bqIPdm""]",class_oog.php,Celso Ariani,"[""rec6706A0jhb96oOe""]","[""Celso""]","[""rec5Zl0N5TXr6Cc95""]",,,,,,,,,,,,,,,,,,,,,
recJ4Bdi9oCKyHeOZ,2245,recJ4Bdi9oCKyHeOZ,2026-06-19T13:45:33.000Z,Casparia Ps,,[null],"[""recGQD0yEXlHySKSF""]",get_rings.php,,,,,,,,,,,,,,,,,,,,,,,,,
recJ4NWtwjlgWB5Zp,2394,recJ4NWtwjlgWB5Zp,2026-06-09T23:09:50.000Z,Bambina,Patrick R. Wilcher,[null],"[""recdRWGWP6pPjT9Vv""]",class_oog.php,Elin Mossberg,"[""rect03lMQpTFAs8ti""]","[""Elin""]","[""recU1AQcmSYuCkBtn""]",,,,,,,,,,,,,,,,,,,,,
recJAiYAKePehi8lW,1122,recJAiYAKePehi8lW,2026-06-20T14:42:35.000Z,Claddagh Hesa,,[null],"[""recSSMpsrKQQRegxG""]",get_rings.php,,,,,,,,,,,,,,,,,,,,,,,,,
recJCBLWHQeV030cH,1929,recJCBLWHQeV030cH,2026-06-19T14:39:36.000Z,Alesso,,[null],"[""recEJnCSvIO5XILGT""]",get_rings.php,,,,,,,,,,,,,,,,,,,,,,,,,
recJGXWp3p2Rb4T7m,2501,recJGXWp3p2Rb4T7m,2026-07-01T16:06:37.000Z,Niagara,,,,get_rings.php,,,,,,,,,,,,,,,,,,,,,,,,,
recJHIs0tHVP2BiYM,1486,recJHIs0tHVP2BiYM,2026-06-12T17:24:27.000Z,Clementine,Natalie Geller,[null],"[""recxJXSGHfKPaxAe7""]",class_oog,Megan Charms,"[""recFpywyjhA2PMReJ""]","[""Megan""]","[""recz8qWzDP2cl0zXp""]",,,,,,,,,,,,,,,,,,,,,
recJHYRElkwolfSEq,2141,recJHYRElkwolfSEq,2026-06-09T23:09:50.000Z,So Dashing,Jane C. Ehrhart,[null],"[""recq3iv8YlgD5p7ZS""]",class_oog.php,Jane C. Ehrhart,"[""recMifDCMUrKBbuO5""]","[""Jane""]","[""rec5Ut33CL5koblpZ""]",,,,,,,,,,,,,,,,,,,,,
recJJuRLOBAHL5kcg,1961,recJJuRLOBAHL5kcg,2026-06-09T23:09:50.000Z,Fernhill Athletico Z,Lauren E. Hough,[null],"[""rechCAfXsR3JC802Q""]",class_oog.php,Lauren E. Hough,"[""recoEG978VWcbWV8X""]","[""Lauren""]","[""recHOKa6KSlvHuryw""]",,,,,,,,,,,,,,,,,,,,,
recJJy7he0lR3hHm0,1016,recJJy7he0lR3hHm0,2026-06-20T14:42:35.000Z,Maxwell,,[null],"[""rec4l3jFEafsXG4xh""]",get_rings.php,,,,,,,,,,,,,,,,,,,,,,,,,
recJK0GVhpxF0XD36,2020,recJK0GVhpxF0XD36,2026-06-09T23:09:50.000Z,Kannador,Molly A. Kenney,[null],"[""recDFUDVH3lI7ARxv""]",class_oog.php,Clark Montgomery,"[""recsqboni2em23Dth""]","[""Clark""]","[""recvcVgWYY3shMkZ4""]",,,,,,,,,,,,,,,,,,,,,
recJQOMHixtKzkxGz,2047,recJQOMHixtKzkxGz,2026-06-11T11:39:24.000Z,Bangkok,Juan A. Rodriguez Silva,[null],"[""reczFaiEy9Uvkjecl""]",class_oog.php,Ana Sofia Rodriguez,"[""recrVgVphGg6JJy1k""]","[""Ana""]","[""reclu4ZfxeCUoDgLA""]",,,,,,,,,,,,,,,,,,,,,
recJT9v8bWD7VMxpO,1038,recJT9v8bWD7VMxpO,2026-06-09T23:09:50.000Z,Kindly,Alan Korotkin,"[""Bee""]","[""recphHLM9HP8cczaO""]",class_oog,Carsyn Korotkin,"[""recHeQeDK4Lzn635W""]","[""Carsyn""]","[""recFIHTcArQhILyAc""]","[""CWF""]","[""Bee""]","[""rec7UqqaKrYoAtcT2"",""recq3LauGU6iaYjTe"",""recigiKSgjuQ0lJRI""]","[""recSa3eKN82JBFD4y"",""rectUKjrwvscaffop"",""recmIlghG5snB7fL9"",""receYKAuh0QdwXgbV"",""recsT29BQkyFZ8KPo"",""recXlmPZ0eiRsshwU"",""recvHjoPqlCvBTuZh""]","[""recBXaMXfXbcZHlRc"",""rectDBMkNUIyRSL2D"",""recNdp2tJR8ozNSPl"",""recLK3HLF6t34AGqK""]","[""recEMPG8xkKvTaVHJ"",""recwsgGv5hhRLllSa"",""recD7pfoaSp2QIFls""]",,,"[""recnPaxYCJIQYdVrs""]",,,,,,,,,,,,
recJXyicG8Vx1pmCH,1701,recJXyicG8Vx1pmCH,2026-06-12T17:24:26.000Z,Chili Con Cornet,Todd D. Minikus,[null],"[""recIOsp7jhIlRPGDe""]",class_oog,Katie M. Savarise,"[""recw0WGQE7cSRXkqe""]","[""Katie""]","[""rec17fXVv4zXio64e""]",,,,,,,,,,,,,,,,,,,,,
recJfRY874NXmzZHa,1252,recJfRY874NXmzZHa,2026-06-18T16:48:35.000Z,Corleone,,[null],"[""recYGipTkbpco5TkW""]",get_rings.php,,,,,,,,,,,,,,,,,,,,,,,,,
recJfg4wJMkdEpx9m,160,recJfg4wJMkdEpx9m,2026-06-09T23:09:50.000Z,The Golden Road,Camille Maynard,[null],"[""recU6yQCMREs5VEOC""]",class_oog,Camille Maynard,"[""recYuW2sDtfJ70Oph""]","[""Camille""]","[""receCZCsNdOQDE9z9""]",,,,,,,"[""recOywelCaw8X8RUl""]","[""rec6w14ATjR5nXyyT""]",,"[""rec6w14ATjR5nXyyT""]","[""recOywelCaw8X8RUl""]",,,,,,,,,,
recJhRHASG3TyEeHK,1053,recJhRHASG3TyEeHK,2026-06-12T17:24:27.000Z,Carrizal,Daniela Roy,[null],"[""recoJJN0uvoxenvVi""]",class_oog,Alexandria Gonzalez,"[""recjKv2e3jfgm3H8j""]","[""Alexandria""]","[""rec2F4zRJZGDzG0M2""]",,,,,,,,,,,,,,,,,,,,,
recJqrIYbEn1kZUEe,3391,recJqrIYbEn1kZUEe,2026-06-19T13:10:11.000Z,Quadira,,[null],"[""rec3ySGhFrNL2mgEK""]",get_rings.php,,,,,,,,,,,,,,,,,,,,,,,,,
recJsEsg8iT9Xn06S,2299,recJsEsg8iT9Xn06S,2026-06-12T17:24:29.000Z,Cornet Special,Aurora R. Rangel De Alba,[null],"[""rec1kg2ewJ39SdIXP""]",class_oog,Aurora R. Rangel De Alba,"[""recYuZ7hB1tbpgznK""]","[""Aurora""]","[""recUjyRd7k0lTmyxS""]",,,,,,,,,,,,,,,,,,,,,
recJuDUOmFVaMsUEd,141,recJuDUOmFVaMsUEd,2026-06-09T23:09:50.000Z,Sternmarke 3,Wilton J. Porter,[null],"[""rec8OWj74wrBROtRy""]",class_oog.php,Wilton J. Porter,"[""rec0lXJIFvHi7Oj5p""]","[""Wilton""]","[""recBIuBmnjIBnlRT9""]",,,,,,,,,,,,,,,,,,,,,
recK2qgLZ3lQcZgqJ,1055,recK2qgLZ3lQcZgqJ,2026-06-12T17:24:28.000Z,Chess,Daniela Roy,[null],"[""recz8hrVI6FArE7iO""]",class_oog,Lourdes Lopez,"[""recing1PXwupaqjba""]","[""Lourdes""]","[""rec2F4zRJZGDzG0M2""]",,,,,,,,,,,,,,,,,,,,,
recK4fk5IS1EPZ4z1,2313,recK4fk5IS1EPZ4z1,2026-06-09T23:09:50.000Z,Mtm Bubba,Michael J. Mccormick,[null],"[""recQokOYTH4zuZbGa""]",class_oog,Evana Somareddy,"[""recuyfo3nv68HVefs""]","[""Evana""]","[""recNsOB5RbtRbnQ37""]",,,,,,,,,,,,,,,,,,,,,
recK5fvOPrmUZKM7Y,1689,recK5fvOPrmUZKM7Y,2026-06-12T17:24:29.000Z,Nastelina Van De Witte Driesendijk,Jessica Collins,[null],"[""reciawxdq7bpwFnfP""]",class_oog,Michelle Lin,"[""recZ6bukRuLkzx7R1""]","[""Michelle""]","[""recNpo5pbhuzTKAIi""]",,,,,,,,,,,,,,,,,,,,,
recKBQJJB72VmxEj9,2942,recKBQJJB72VmxEj9,2026-06-11T11:39:21.000Z,Ten Pin Ally,Traci A. Weston,[null],"[""recjy8Rsai0b6rh1D""]",class_oog.php,Windsor Ryan,"[""recAgHM50DSJcxYoF""]","[""Windsor""]","[""rec6szCleq8yE3JIq""]",,,,,,,,,,,,,,,,,,,,,
recKPimrHjDSJCbJW,1030,recKPimrHjDSJCbJW,2026-06-11T11:39:23.000Z,Hermes D'armanville,Alan Korotkin,"[""Hermes""]","[""recrs4HOJolFSwLSo""]",class_oog,Tanner Korotkin,"[""rececJFgkUViuuW0F""]","[""Tanner""]","[""recFIHTcArQhILyAc""]","[""CWF""]","[""Hermes""]","[""rec072uqXZOGeYjnM""]","[""recyk7yDpYaUtxvSv"",""reczU0wB5JR2iyctJ"",""recFCUjYbkdYvWBpo""]","[""rec90LFOuXBVQJgb8""]","[""reccPqzZMkaeKcQ1F""]",,,"[""rec76FNWfk9hIU17K""]",,,"[""recAXCy2WyskxP86U""]",,,,,"[""rec6Yx1NRwVQcCzwS"",""rec9x7ncKthZTDdZ3""]",,,"[""recZs1judM257AjJd""]",
recKQc8FIWEv0zD7f,2149,recKQc8FIWEv0zD7f,2026-06-09T23:09:50.000Z,Ferris Bueller,Abby Strohmeyer,[null],"[""recdgZHJZwsLqMgDU""]",class_oog.php,Kimberly Tobias,"[""recPKZKemiflnx7tw""]","[""Kimberly""]","[""recHr7nRG7cRW4hq4""]",,,,,,,,,,,,,,,,,,,,,
recKSBYy0gcfwYBhF,3521,recKSBYy0gcfwYBhF,2026-07-01T05:25:59.000Z,,,"[""Chiloe""]","[""recTYQWHVfa2YXMQ6""]",,,,,,,"[""Chiloe""]","[""recptqtIbZh7vGTDX"",""recGkaexFyaHkO23a""]","[""recjtAy4dy9ytoKgq"",""reczfnkpX7oMH7aW1"",""recq496mCIlPsrv9B"",""recH2darrwjQEyVia""]","[""rec5lLLSUj5bqYoLs"",""recnbj1nWU1s8sdmV"",""recfd3bibI9mxqdaK"",""recSJoETbIjxAVvav""]","[""recDyHlXwAap2WDwL"",""recN1gEQWYCMdONfk""]",,,,,,,,,,,,,,,
recKUwvBt5a6lxpCi,2674,recKUwvBt5a6lxpCi,2026-06-18T13:15:52.000Z,Silent Partner,,[null],"[""recHy2FpMP5ubyKrk""]",get_rings.php,,,,,,,,,,,,,,,,,,,,,,,,,
recKW4U4oeowAzAG0,1568,recKW4U4oeowAzAG0,2026-06-09T23:09:50.000Z,Picobella De Pot,Antonio J. Martinez,[null],"[""recNaENSfxvG0UMVu""]",class_oog,Khloe Brinkmann,"[""recjL9YTEPKBmsA7A""]","[""Khloe""]","[""recoIakTck18pHikM""]",,,,,,,,,,,,,,,,,,,,,
recKXaXUAEYtuZCPj,2044,recKXaXUAEYtuZCPj,2026-07-01T16:45:41.000Z,El Paqui 111 Z,,,,get_rings.php,,,,,,,,,,,,,,,,,,,,,,,,,
recKZtBqdXWSfdJP3,1854,recKZtBqdXWSfdJP3,2026-06-09T23:09:50.000Z,Keira Usa,Kyle Dewar,[null],"[""recyC7ydh4ywKEoD5""]",class_oog.php,Madison Wayda Smith,"[""recsnjYEp1bn5r3eT""]","[""Madison""]","[""recVsz59iVCmUI0Nu""]",,,,,,,"[""reczMZiN41pYortve""]","[""recTRTQoa7uU21rlT""]",,"[""recTRTQoa7uU21rlT""]","[""reczMZiN41pYortve""]",,,,,,,,,,
recKahgfXa7xbeZ1t,2027,recKahgfXa7xbeZ1t,2026-06-09T23:09:50.000Z,Lagegonda Fz,Clark Montgomery,[null],"[""receNGgJSb6mqPb61""]",class_oog.php,Clark Montgomery,"[""recsqboni2em23Dth""]","[""Clark""]","[""recXxIrcwPWBKHaoC""]",,,,,,,,,,,,,,,,,,,,,
recKcYv5A7peie9dW,2794,recKcYv5A7peie9dW,2026-06-09T23:09:50.000Z,Joylon Gb,Matt Martin,[null],"[""recMmwA2xAw6AoAk9""]",class_oog,Brinley Farr,"[""recQVrVcnghBYOhLX""]","[""Brinley""]","[""recRnYU8EgCMCN4Tl""]",,,,,,,,,,,,,,,,,,,,,
recKdVYeeR3yELBJG,1817,recKdVYeeR3yELBJG,2026-06-20T13:30:37.000Z,Apple Jack,,[null],"[""recJrQo6pWTPjI5Uq""]",get_rings.php,,,,,,,,,,,"[""recHwroeS9M9oGOSe""]","[""reccmXCJv1qMtl9hj""]",,,,,,,,,,,,,
recKf9uorI8nw0z5l,1279,recKf9uorI8nw0z5l,2026-06-09T23:09:50.000Z,Samba Do Brasil,Ben Taylor,[null],"[""recpHGtjY8NAqovDV""]",class_oog.php,Aaron Vale,"[""rec4xmt1vJjON38j0""]","[""Aaron""]","[""recmTGLWfZLnyH6TK""]",,,,,,,,,,,,,,,,,,,,,
recKi6qUvYh12cWYj,2718,recKi6qUvYh12cWYj,2026-06-09T23:09:50.000Z,Lucas 274,Pamela Gomez,[null],"[""recBR3esuqrcgEdbZ""]",class_oog,Valeska Furlong,"[""recn0NKepR3DQJiul""]","[""Valeska""]","[""recD8d72oDpyNe2Hi""]",,,,,,,,,,,,,,,,,,,,,
recKixOH4Ep6JOkPO,2117,recKixOH4Ep6JOkPO,2026-06-14T10:51:48.000Z,Bye Chance,Caroline Willard Briles,[null],"[""rec9JED7qNw5K1k1x""]",class_oog,Linda E. Vellman,"[""recS6NEHW8df5rwkS""]","[""Linda""]","[""recgDRmlgICPwHaba""]",,,,,,,,,,,,,,,,,,,,,
recKmuCb4PkIDdbvP,1301,recKmuCb4PkIDdbvP,2026-06-09T23:09:50.000Z,Quatro,Dawn Hersey,[null],"[""recOgikWXyQGpeOs3""]",class_oog.php,Lanie Nash,"[""recJA1B7ysTElfU5j""]","[""Lanie""]","[""recXocXm551bESpPa""]",,,,,,,,,,,,,,,,,,,,,
recKnpes6SEjkV7pz,1865,recKnpes6SEjkV7pz,2026-06-11T11:39:25.000Z,Libera Lux Di Alma Terra,Celso Ariani,[null],"[""recPzghsQT7R3fC8Y""]",class_oog.php,Celso Ariani,"[""rec6706A0jhb96oOe""]","[""Celso""]","[""rec5Zl0N5TXr6Cc95""]",,,,,,,,,,,,,,,,,,,,,
recKqQzhbfKxF94HK,2977,recKqQzhbfKxF94HK,2026-06-09T23:09:50.000Z,Dialey Ak,Helen Goddard,[null],"[""recgt7oTDr0J3ohaV""]",class_oog.php,Helen Goddard,"[""recVqgz5Pcd0lDWMD""]","[""Helen""]","[""recDrdlgXZrGchjA6""]",,,,,,,,,,,,,,,,,,,,,
recKsME2eoH8BD2JB,2798,recKsME2eoH8BD2JB,2026-06-12T17:24:28.000Z,Rhapsody,Rob Billings,[null],"[""recZMNkH63rp0M1zp""]",class_oog,Kendall Crowell,"[""recwj9P1QCrZn1Tfd""]","[""Kendall""]","[""recHNjiHOpvxP5N0r""]",,,,,,,,,,,,,,,,,,,,,
recKtli3fmhLv4STL,2085,recKtli3fmhLv4STL,2026-06-13T00:10:27.000Z,Orchard Hills Snapchat,Madison Daughdrill,[null],"[""recfswAtH6LI45qA4""]",class_oog,Elliana Rivera,"[""recWnhS4f3syx16A3""]","[""Elliana""]","[""recQXTpW29gQ8CQhu""]",,,,,,,,,,,,,,,,,,,,,
recKudLyrLWKeNdxA,1741,recKudLyrLWKeNdxA,2026-06-11T11:39:26.000Z,Ralvero Vdl,Mike Holtkamp,[null],"[""reckbVyJBhGk7mx4E""]",class_oog.php,Mike Holtkamp,"[""recIEWQXASuV2H7Yh""]","[""Mike""]","[""recSXI5qNI2oXZ7rL""]",,,,,,,,,,,,,,,,,,,,,
recKvCPQXpkZxHALi,2823,recKvCPQXpkZxHALi,2026-06-09T23:09:50.000Z,Conlando 55,Ryan Michael Genn,[null],"[""recTnId0UeHKnUWU7""]",class_oog.php,John M. Struzzieri,"[""recn0cD6aeT6wfqk1""]","[""John""]","[""rec1uM1UghdnlA4Hq""]",,,,,,,,,,,,,,,,,,,,,
recKvJQ41PmPPNBFi,1911,recKvJQ41PmPPNBFi,2026-06-11T11:39:25.000Z,Quick Moon,Heather Dayner,[null],"[""recO21RxslYAowmYX""]",class_oog.php,Evana Somareddy,"[""recuyfo3nv68HVefs""]","[""Evana""]","[""rectbL4oLPTwFxdNp""]",,,,,,,,,,,,,,,,,,,,,
recKz5mZ1p6WVaQrA,2835,recKz5mZ1p6WVaQrA,2026-06-12T03:10:20.000Z,Gladstone,Lauren Schweppe,[null],"[""recnFYzfVfD7OLV4O""]",class_oog.php,Shelby Heyer,"[""reclqAXTrl6kfnVrM""]","[""Shelby""]","[""recWb8kIRsV2w5Zj9""]",,,,,,,,,,,,,,,,,,,,,
recKzDfntCx1MMtAY,3001,recKzDfntCx1MMtAY,2026-06-09T23:09:50.000Z,Kilenka Gl,Alyssa Amberge,[null],"[""rec8WmfMN2mlzEC3P""]",class_oog,Alyssa Amberge,"[""recsOmoDFyGYzdjTp""]","[""Alyssa""]","[""recbHXO4TfreVzAVE""]",,,,,,,,,,,,,,,,,,,,,
