record_id,class_no,total,class_number,n_gone,ring_day_no,n_to_go,source_payload,ring_no,Last Modified,time_text,timestamp_value,elapsed,get_rings_key,entry_no,entry_text,show_no,focus_day,Created,class_text
rec0EfluldZbwPtoN,26910,28,516,25,3610,3,"{""show_no"":""14909"",""class_no"":""26910"",""ring_no"":""645"",""ring_day_no"":""3610"",""ring"":""Indoor 2 - Jo Walker"",""day"":""Friday, July 3, 2026"",""class"":""516) Low Children's Equitation 2'6\"""",""entry"":""#3794, Un Forgettab Lee<br>In ring at 3:50pm"",""total"":""28"",""n_to_go"":""3"",""n_gone"":""25"",""time"":""3:50pm"",""timestamp"":1783108207,""elapsed"":117,""orders"":[],""gone"":[],""n_standings"":""14"",""type"":""X""}",645,2026-07-03T19:52:06.000Z,3:50pm,1783108207,117,14909|645|3610|26910,3794,"#3794, Un Forgettab Lee In ring at 3:50pm",14909,2026-07-03,2026-07-03T19:52:06.000Z,"516) Low Children's Equitation 2'6"""
recprUaIWO7Syo2BP,26826,12,644,7,3592,5,"{""show_no"":""14909"",""class_no"":""26826"",""ring_no"":""642"",""ring_day_no"":""3592"",""ring"":""Indoor 6 - Brandon Serpico"",""day"":""Friday, July 3, 2026"",""class"":""644) $1000 1.30m Jumper II.2b"",""entry"":""#1565, Diabolo De La Roque<br>In ring at 3:50pm"",""total"":""12"",""n_to_go"":""5"",""n_gone"":""7"",""time"":""3:50pm"",""timestamp"":1783108212,""elapsed"":112,""orders"":[],""gone"":[],""n_standings"":""15"",""type"":""X""}",642,2026-07-03T19:52:06.000Z,3:50pm,1783108212,112,14909|642|3592|26826,1565,"#1565, Diabolo De La Roque In ring at 3:50pm",14909,2026-07-03,2026-07-03T19:52:06.000Z,644) $1000 1.30m Jumper II.2b
recqSH5LhLtzYMF8K,26809,33,740,29,3598,4,"{""show_no"":""14909"",""class_no"":""26809"",""ring_no"":""643"",""ring_day_no"":""3598"",""ring"":""Indoor 5 - Cassie Goebel"",""day"":""Friday, July 3, 2026"",""class"":""740) $200 1.00m Adult Jumper II.1"",""entry"":""#3815, Vdl Mewando<br>In ring at 3:50pm"",""total"":""33"",""n_to_go"":""4"",""n_gone"":""29"",""time"":""3:50pm"",""timestamp"":1783108249,""elapsed"":75,""orders"":[],""gone"":[],""n_standings"":""15"",""type"":""X""}",643,2026-07-03T19:52:06.000Z,3:50pm,1783108249,75,14909|643|3598|26809,3815,"#3815, Vdl Mewando In ring at 3:50pm",14909,2026-07-03,2026-07-03T19:52:06.000Z,740) $200 1.00m Adult Jumper II.1
