record_id,Count (entries),Count (riders),trainer,Count (horses),Count (class_oog),horses,entries,rec_id,source,riders,wec-alerts,entry_go_times,trainer_display,class_results,active_entries 2,tag,active,class_oog,class_oog copy,classes,active_entries
recBIuBmnjIBnlRT9,4,1,Wilton J. Porter,4,0,"[""rec8OWj74wrBROtRy"",""rec0Dv2QtwVbgQqkt"",""recfu3Yfd9weAfidM"",""reclblfFPGZ6203Xi""]","[""recJuDUOmFVaMsUEd"",""recr7okJrTWDibQUA"",""recF0W8eoTTbrb02f"",""recyad0MnsQ6b0jC7""]",recBIuBmnjIBnlRT9,class_oog,"[""rec0lXJIFvHi7Oj5p""]",,,,,,,,,,,
recBVRfeR9i4COiwE,11,12,Stephanie Free,11,0,"[""recsiWMC8ERjkzsor"",""recsJ5fy4cS6erdA0"",""rechGbAIoLkxWjhRS"",""recvT1vMYk93QCR9y"",""rec5IMARVeIPrAwrw"",""recarF7ZNDFQFYvoE"",""rec1LOPTSEvOn9Czl"",""rec82e2dr4ecqWST8"",""recFiayID2d01JkEQ"",""recOBj8vcvUSV1G9z"",""rechyqbsJIh4HgKCN""]","[""recjpVv2M9RZcpiim"",""recLOo5SvdDQeT0uL"",""recawK4STNftWVsnu"",""recmO75fAMLAZyXbH"",""recVa3Ph0uD7GFNQy"",""recZNJ7ALepjMkTD7"",""recPtjIrAj2aGAHxY"",""rec3YkBAt3T7g2M9W"",""recliHRgKFSnFzTYm"",""recRNP3eMAyRJEFMu"",""rect1d7lN7ldDNNRM""]",recBVRfeR9i4COiwE,class_oog,"[""rechnWuL5DdqOxT4V"",""recZCGuytgOV0ElOg"",""rec6aVGZIUskBZGZL"",""recaRgvYZE0TBZ6VR"",""recBNTGE25Iu0b3a6"",""recXmEN1YTg2iS1Mk"",""recwAwQ18eeOC9QU4"",""rec2kTgEMh08Ob6b3"",""rec7f7BAxJlquItEu"",""recfrrrCvA6xEVPB3"",""recFcXz3F6WXnFFiO"",""rec8pjhUK2dw0I7FB""]",,,,,,,,,,,
recBZQ9mU0STvFbPL,2,1,Juliann W. Cunningham,2,0,"[""recunMWGQTI2VToxq"",""rectQgrzp3TJHRPnl""]","[""recq3TA2ZvEBsMBNd"",""rec4aCCXiT3ZzSW5s""]",recBZQ9mU0STvFbPL,class_oog,"[""recRc1almev7LLLEO""]",,,,,,,,,,,
recBrA49Tjkqwn7cF,1,1,Caitlin Maloney,1,0,"[""recYumFBtDDqiK67Q""]","[""recusM5NdBZFA8R4I""]",recBrA49Tjkqwn7cF,class_oog,"[""recFGOrpqErAQfkOW""]",,,,,,,,,,,
recBrEtNpXmVIRzK3,3,1,Casey M. Millis,3,0,"[""recHMJlKzrbejcORZ"",""recNKI4hLA4TCZA3C"",""rec8gyq6rP2NUKN64""]","[""recPYtOlXEMAgy51Q"",""rec8UGAUAUJ780m3N"",""recZNJ9sLZjsWr4Mc""]",recBrEtNpXmVIRzK3,class_oog,"[""recNzSUHTpZtd7NWZ""]",,,,,,,,,,,
recC9TviwdEjxgABW,8,1,Dana G. Waters,9,0,"[""recPI4PUWEIWkoNxr"",""recCblCmvEDw4fjhb"",""recmjXLoV7VZKpqoy"",""recoEy9hoaDtJjoNI"",""recqlOr6InLW8OcZ6"",""recAalHFW2uRbLEYb"",""recJLYsUEr1clTzLC"",""recMgRUiYRSnoC7GQ"",""rec9JObwdwV4vJzDp""]","[""recZeRDlzip5lxPtT"",""reczr9z58mEkBGGdP"",""recg27Zq2bCUfGxQA"",""recojwrDJjepNrSne"",""recIYS51CTVPVlsjT"",""recccgm4LNfYTtd8R"",""recQUhxttilVTEAXi"",""reczNMRYgWOH2Hl6m""]",recC9TviwdEjxgABW,class_oog,"[""recLFMHh1Qpy7gpgf""]",,,,,,,,,,,
recCFl6Vtsl54ifqL,1,1,River A. Wylde,1,0,"[""recHVoMWewdqoon2T""]","[""reciJX9eWBLJxzGOR""]",recCFl6Vtsl54ifqL,class_oog,"[""recYVfznfD87EnNds""]",,,,,,,,,,,
recCKrp47ssN1kRIV,0,1,Kathleen A. Rice,1,0,"[""recH0S0gOoOCWUKnP""]",,recCKrp47ssN1kRIV,class_oog,"[""recyChuS0cEcXAyR5""]",,,,,,,,,,,
recCbBJMoJvofncZW,3,1,Vicente Guillen,3,0,"[""recGcKkdCOho6Pt6R"",""recC3oy4u30kAUXpX"",""rec740v4uyei3qRrI""]","[""rec01fcLz3gBaOuCk"",""recul9Pr69tRlOjOC"",""reccyRIzHp9ugs8vK""]",recCbBJMoJvofncZW,class_oog,"[""recvGTTxZSbHtC8Ym""]",,,,,,,,,,,
recCsEeP9dMvgyAPE,1,2,Jacqueline Green,1,0,"[""recvXBygQGBOargml""]","[""recNuqtXWZGSWRx9A""]",recCsEeP9dMvgyAPE,class_oog,"[""recF8g1NlVHtsHCCG"",""rece4lFbqi3oXjypv""]",,,,,,,,,,,
recD8d72oDpyNe2Hi,5,3,Pamela Gomez,5,0,"[""recgYzE3cfeu2zM0T"",""recwyLEjorQH3PAo5"",""recBR3esuqrcgEdbZ"",""rechmrDoDDBkCePGk"",""recKPwMo65WuklKYc""]","[""recYPwPcWiti4adUl"",""recHazRoKQXJgpW96"",""recKi6qUvYh12cWYj"",""reccTSAFpxDh2s7Ho"",""recg8icWIBxr0wkbY""]",recD8d72oDpyNe2Hi,class_oog,"[""recoIRjDD1WpA7gR6"",""recm5LlH0tNXEDJT0"",""recn0NKepR3DQJiul""]",,,,,,,,,,,
recDlEaFgkwZNWGL7,5,2,Tammy Blanchette,4,0,"[""rec3i8qHdse1cFJON"",""rec1pG6CeNFMn9AyW"",""recdKcSqDpopwsIiG"",""recKSEESfOjL9QBV5""]","[""recvJc1GYL1CAgS4R"",""recEQeYA6DQnvwbRg"",""rec6jFlPCM76WurPT"",""recRZNv8l8lpqrl18"",""rec1skbI5S4rMKr3H""]",recDlEaFgkwZNWGL7,class_oog,"[""recPnQqnbJEkMT3dY"",""recUp0PuFTPxVBAqS""]",,,,,,,,,,,
recDrdlgXZrGchjA6,3,1,Helen Goddard,3,0,"[""recCiAVbHldxvRM4N"",""recgt7oTDr0J3ohaV"",""recKtvM0TTe4beUJy""]","[""recjXCJemMjvGYGEu"",""recKqQzhbfKxF94HK"",""recQvAK9J6jkpyCVI""]",recDrdlgXZrGchjA6,class_oog,"[""recVqgz5Pcd0lDWMD""]",,,,,,,,,,,
recEz6cLDl78OaJal,1,1,Casey Johns,1,0,"[""recgBiZrhh039xK5l""]","[""reclazRctUbtl3xLE""]",recEz6cLDl78OaJal,class_oog,"[""rec4N04C8YBHcaL4O""]",,,,,,,,,,,
recF0DNzs4KcSZXwY,1,1,Joanne Clemente,1,0,"[""recvWEI2zkid6QpyC""]","[""rechB4V3R2X5w3Mv2""]",recF0DNzs4KcSZXwY,class_oog,"[""recEugMVGmdhgYxSU""]",,,,,,,,,,,
recFIHTcArQhILyAc,38,18,Alan Korotkin,39,85,"[""recWzhAof4LAZHr0A"",""rec3MWCiCIZo2sLcW"",""recA2tEY30b7N3UP1"",""recabXmO03R3e1TB3"",""recphHLM9HP8cczaO"",""recqt3jIIsz9QHFaX"",""recj66LMLWzXwAZwU"",""recKtsuwLGpqqjPXe"",""recMWdp7zaE1i2Gzl"",""recvQP0Vs9OogYlkv"",""recqr8YGyalIpRStG"",""recfNblKC4omkLphP"",""rec2Rw1goWbDfGT2R"",""recDVF7uAGskLIIS1"",""recD3ADwwji0FNRtM"",""rec1JTZesicDxGF08"",""recGmLBUenZyb34a5"",""rec3gZ9Ff1QTqGXvi"",""recSN2ubuLOEooD86"",""recunj24PlGBaPYhL"",""recMRUv1KUA8IsQEy"",""recJBmmeVg06cGO87"",""rec6qkStn8vxhfz5c"",""recKk2sgwiW0v70cR"",""recuAM948OicLWxLT"",""rec6OXORzccdhll6P"",""recI42t09rbvMcyno"",""recwbmw731cwKB5Mb"",""recnQ5XOUOoXDWCda"",""recoaO3hnp73CfVsU"",""reciBP5IPTFNbjykc"",""recwctlw2A47WeG8P"",""recVFkxHHmovyJRAf"",""recCJZ2qtB13pnoHM"",""recrs4HOJolFSwLSo"",""recCHvAtwqC6cxM2n"",""rec9UjGawtgR3NdhA"",""recTYQWHVfa2YXMQ6"",""rec05rXqFdMeqeX7A""]","[""reczbo9B52MjihV7r"",""recCHDzOJSCmcfF8D"",""reckgkIWQJ2f09WP9"",""reccLR3YbRcGmma61"",""recJT9v8bWD7VMxpO"",""rec8PR9MnLxkUXfAc"",""recZDAxAONTYwOS6n"",""rec7oPU2U47Im0jah"",""recauzEWZogoAhBmF"",""recnvWnMm8ppryCqV"",""recwnjKuBVkFxw7GV"",""recM1mGbDxboroFgQ"",""rec2QkcnyX1waK5ev"",""recjo0sdsw0E4cELH"",""rec8djTKCR8X4DavJ"",""recxvbzrlM93EUJOx"",""recpFk671KXWBaulC"",""reckGbKWhq8UTvTKs"",""rec9d2oNX6g2NauFw"",""recRhFjbDRMY2A7QM"",""recqPmHb1W2pXL1PF"",""rec45GpYeI1KYllF5"",""recM1V8ZmP1ZDK5fp"",""recxTJKdQIV5W4Pm1"",""recLBWor6xkC0nJOx"",""recBfBZQnclsaJ7hC"",""recNuRyQtxfcZtq8r"",""rec8qHQrDItvdlQoL"",""recKPimrHjDSJCbJW"",""recuTXf9H0hZHoqdK"",""recQQNSRvgx8fEVqj"",""rec9f7ogvI5AiZGXT"",""reccmjiFpM818Ryfd"",""rec05KksmIMbP4zEb"",""recxF9q0GD48Trd4e"",""recEPsQgrMuuOT3X4"",""recmG8pUBon6HR51g"",""recQFKovks5uOznMN""]",recFIHTcArQhILyAc,class_oog,"[""recAMgqGRAz57OiAs"",""recI8AUfFyisPjYuQ"",""recDyFLYrfFkJWmIR"",""recHeQeDK4Lzn635W"",""recPQoiV65KHQ45rz"",""recGRLrIrLGE485c5"",""recrHYQZEkbg68kV9"",""reca7yiYzxQ3gtYWo"",""recEbcgaKc5Dpkk1Q"",""recDgiEEaFBd36p3d"",""reckWIEgC8AtVzK5d"",""rec5EhfTnbywcBHpc"",""recD4asSzMCiJoxEc"",""reczVFHP2jM0E4cX6"",""rec1N6F0tZ2Z6a0dQ"",""recYxSrzV8TEJcBWx"",""recV9LcVTEC4F1lFv"",""recQxb0Ax2Q7oNNKl""]","[""recsP2eRFxG453786"",""recyk7yDpYaUtxvSv"",""reczuJqEQxr9Tq9aB"",""recwI3Bjm0FADcH4z"",""reczU0wB5JR2iyctJ"",""rec7F7ZnEHLci1GlB"",""recdma1bPcCKzGbCV"",""rec5Pkw0fce38VuxI"",""recfKBWZgoMszlEQR"",""rec1X7AZHVURk9WjV"",""recpoR5Tze6HMdrjj"",""rec4YYYhrihWhqTIc"",""recejRmmXMol02PGq"",""recifl2YGh8xWuX9n"",""recPJtdZJ7sjAFdu1"",""recSa3eKN82JBFD4y"",""rec74rl8mP9PsR40n"",""recHQCqKm33XJKU5o"",""recWDDtr7FY1Z1UdD"",""reciTHnWgIszQCDM9"",""recCjCjl66aoieb9R"",""recRkSreGnXgWYpgf"",""recNDMQudSjrC3eZ9"",""rec7NHIGm8PO2bQWT"",""recRv4wlev5py3aU3"",""recLLcekNjLL2Wbwb"",""recf4KT3WmfQH1AAr"",""reci6zYtD9Ygnhs8d"",""rece5RdwAcDTPz2Qz"",""recdPOGBTyp6Xg6CF"",""recvd5hYeRQpmZTFq"",""recqtlpbxYq6QYO6G"",""reczOF5Eo76L9zZM0"",""rec60GcqesZeD7lJY"",""recjOslOxJYpGLYFM"",""recFqrbJyUw02HnOE"",""rec1nrg6sfyulYcpM"",""recXSzKrbvb92SwUN"",""recfToVYu6ghfGrgS"",""recJO5nCkooW0Ztnb"",""reczWqIzAb9GEVEOz"",""recbV2O8jlSqhBwLT"",""recN2vhwD1KUrCMSv"",""recDctGZg2fgZ7HXL"",""rec3z5T2kZ4GnlCfs"",""recm5nIT4f2LWqDAX"",""recFCUjYbkdYvWBpo"",""rectUKjrwvscaffop"",""recmIlghG5snB7fL9"",""recnBy6JYmQm7XvnW"",""recQSJbw8lQI3LAOu"",""recrmdzOf3RgvxqGq"",""recHGwLnHHEgpPQGi"",""receYKAuh0QdwXgbV"",""recsT29BQkyFZ8KPo"",""recVcXB8AfIJb7y7o"",""recyVkCfboIGne1uE"",""rec8NXMCcuM8L05o5"",""recZ4ud7WLP45Hshv"",""recR6TJnqeL6OLh69"",""rec1eJhqFc33AZm1I"",""reco9OucV8JIbdho7"",""recHHqKGVIBzPNXMh"",""rect32KznBbTik3bb"",""recFIgFMvcw8vxEFs"",""recwkjpihdathU55b"",""rectaSaWiY7gWtcCa"",""recXTGUMyEWeLwjl1"",""rec67Uhs5GP71OdVY"",""rec0LMXjTF3BZ4UwF"",""recZXt8LqQBSBHEmh"",""rec64RKY9BQx0n2Q8"",""recAfFB6A49ltxcXr"",""rechSgzBVCzo4FIkK"",""recOerz7NzxyVtUH8"",""recTeqRS6Bib3sW5s"",""recM5E4Jy5ow074g5"",""recdXyy9QLXuId9AA"",""recR2pQ9yBAPGXRMS"",""recZfucwbcRMSgUrV"",""rec1d5MmNPbtjbLLy"",""recjtAy4dy9ytoKgq"",""reczfnkpX7oMH7aW1"",""recBkvR0BruoRrw4C"",""recJnhZomwF9vvUuK"",""recq496mCIlPsrv9B"",""recH2darrwjQEyVia"",""rechWp1PFiGICTJAs"",""recs6WBSd0kSDQnLN"",""recXlmPZ0eiRsshwU"",""recvHjoPqlCvBTuZh"",""recseghwvhsy5cSnM"",""recHCZiPi5jGAYydf"",""recF3ZYRgyz1b0fZM"",""recxjnggUhOjkWhJB"",""recdFI2NsmhJgnPfM"",""rect4vY9woFzHDqWA"",""recCX2LNdSwF6RhhN"",""recjIGPyKrhiNad0k""]","[""recU3gOw3Cj2cFMm5"",""rechB5Z1xKG58Tjs3"",""reclPpJtPgkzk6h1Q"",""recoRaVZAt4BGvFSt"",""rec072uqXZOGeYjnM"",""recq3LauGU6iaYjTe"",""recUPiFxRV5IwTSfo"",""recDR7zQomtbHh02L"",""recsTPlmzSoEOJ9PD"",""recO8g1ng4UCDAake"",""recUKoTBXkNCBMgn1"",""rec3lgsvJOxrR20bh"",""recsZof39xsbn0zRj"",""rec5QlpGgCFQQQQof"",""recEdZ4OFqFqFuLuN"",""recpr1DXHu512wkTC"",""rec7UqqaKrYoAtcT2"",""reczcOMi9ze9Fxb9Y"",""recjPrNyS7Hlk3SUJ"",""reclhw2ZmvrYoiYPA"",""recopPb5O7BLi19hn"",""recvTVe1wjkzk2hyd"",""recLhWvaLBkmPiRKk"",""recigiKSgjuQ0lJRI"",""recEfC0jqFXrJNADf"",""recq3YF8PufLJpekS"",""rec3Ki5ddqMwVd5Zv"",""recSMowfE5wcV6pqu"",""recaobAyHu7aYe5D1"",""recGTRPbiyFWGXFfT"",""recKPPbxRShj4w1HS"",""recwvHnJiHeQ6kjFj"",""recGnavBPW3qQJ2Ec"",""recfeUZ5OQOejscGE"",""recIq4wolRpvMPZqi"",""rec4zVR0Dj563Savi"",""rec0cuVajPDQ8FXxo"",""recQuaAPJ6EujjBMq"",""recGkaexFyaHkO23a"",""recptqtIbZh7vGTDX"",""recm6uJd9ktr3Xbat"",""rec7OoZjWiOZnHtgi"",""recQP0wSqj9XJZtIT"",""recWJ3nunPwpxW8M6"",""rechOWTv6MeILO5ZR"",""recKxLRsV3heSMRSs"",""recIj8qC8Tm1aLVZw"",""reckCrRGfMWbbvPkj"",""recwNqmrIvUEVqqjC"",""recUNFjkwJIatKsA5"",""recwfEXf1VHgxYlhC"",""recpySw0S30ZsSIy6"",""reczoJsly5Ikcnwjd"",""reczcvCfwfRmopQ21"",""recpcezkPwrreMoyq"",""recxLS3b06Qg89Lkc"",""recF4DCXNr6pHgzRZ"",""recjUP1rQsVhOknhK"",""rec8arvb2dLVZDTAY"",""recNgL5TCcNjxXhbf"",""reccNQTEZhAkV2qEu"",""recLo7GkrewP2AqKk"",""rec3DnDrxnDBnh5I3"",""reclaNUVVaxj46Vp5"",""recIw5sSGaS95M1Ej"",""rechV7POobAjU5Gny""]",CWF,"[""recnPaxYCJIQYdVrs"",""rec76FNWfk9hIU17K"",""rec5OflVpqSlMVxel"",""recL6rvvjKgdPgzsl"",""reccMU1QmTRnLdELe"",""recMe8kA8gdqHkyRP"",""rec4dPc7NaEZKTeR8"",""recxvtyv7cN6wvTNA"",""recS1DBpn7M7cZM68"",""recqP4qfv1OC3kv3i"",""recBqkzo836EePbD9"",""recrgGK9Byi6YF2Uv"",""reczcaDzfyQFzsY2g"",""recb7QsFExkz0wx2u"",""recRcwx2NUyGns6Z8"",""recwNYxz0f4jNlvIm"",""recMMMFaoQQnL5Xjv"",""rec878qGco4PCdqpn"",""recegkGHX1iJR8tHF""]","[""recdhWjs89nFvCqTg"",""reccubMFuS2Klf0gk"",""recji67LxkT97bWea"",""recihKDX8yvD7puFQ"",""recuM2FCLrPFWoLah"",""recXUSChdJm0ITZcB"",""recfs1cJue9V6l3az"",""recEVT5CjWg2CbLXh"",""recaVuLZIyqzhRQIh"",""recWb2po6ajvOddS0"",""recoKkeoty1fNNjwp"",""recLWMPaaVQMdRGc2"",""recqgjKYHLNklbQig"",""recCdmqmMlkZpLIIu"",""rec7fVXp9EoTpwrFx"",""recWjfkcHV57gGzeS"",""recY6darTu9oHxxny"",""recCtrLaTw5yUS5kC"",""rec4jobZ6CB621aTC"",""recCRJE3dt6c1jyM6"",""rec58LhX2WUMEMO5A""]",Alan Korotkin,true,"[""rectDBMkNUIyRSL2D"",""rec90LFOuXBVQJgb8"",""recqmeyH5ZioMXWl0"",""reci0czOVqr4fAn1O"",""recGCI5hHyLRdjFl5"",""rec3EPDtYZpjF7pLT"",""recBXaMXfXbcZHlRc"",""recXMF6BTo3uNTJoQ"",""recvwVeBHMBTNXUNv"",""recz8WVsKbTeKseJN"",""recpgxvjU0tHArwgQ"",""recNLYJd2cvA0aBEL"",""recMkeLwL5p1p5oww"",""rechdH3c2hyesd07q"",""recwhVOXttc6gKSiM"",""rec4F8YRELZtcqt0O"",""rec3aGS380avuH6On"",""recXSue955mdSudfZ"",""recZdUHZ5eSv6o7he"",""rec80POQP3EhiJrM8"",""rec91uogmEKkQGuXP"",""recNdp2tJR8ozNSPl"",""recUL44GxXwwj0g6y"",""recRYCRP9qhSCp1Ha"",""recL8OkkdkjbJfQpX"",""rec78OqD5qyWhM4gG"",""recLzfDGfDCYxEADh"",""recBzaGh0vNdOFJ1I"",""recaAKT7AgKusWO5T"",""recP3PQArxD4Tvc2u"",""rec2rLKdslbcineGL"",""recwE80SK2NEBuQ0g"",""recFGAu9WXhct08y9"",""rec3I9jr95GmQPfyi"",""recsxVxqgVUNJjvb2"",""rec7YdmSwN9GSq5Yh"",""recYbtVgNNjBeT0ft"",""recTXwBbGLK2jwkrf"",""rec5lLLSUj5bqYoLs"",""recfd3bibI9mxqdaK"",""recOrY5XFxa1YVM6C"",""recQET6bE27KKYyhQ"",""recR5xuqyM7dTM1x9"",""recD0Wv9mkI0cdiNp"",""rec3c7ZH8sZFeKJFI"",""recJXpgHtCx7nfhBb"",""recRfCvoopfJIysre"",""recyrdvxmpcjkyVmM"",""recnbj1nWU1s8sdmV"",""rec5UkekAG15mNrRw"",""recCYqmWpOcyMc3WB"",""rec9LrcqTlbvqVmPH"",""recGArGKGGvff1tJI"",""rechA7jYiiL6fyLsb"",""recT4PieIgfPfYG2q"",""reckHrI3AFsslsR6s"",""recSJoETbIjxAVvav"",""recXB2BMSRDKXYHxa"",""recLK3HLF6t34AGqK"",""recb3qmih1jDyoQKG"",""recR7m2NMOlFhhVdI"",""recvtYoqJt7t1H3PW"",""recucXBBlgOQJVjOw"",""reca6mOceLj9j9o48"",""recSvPbVVh1AvvyHU"",""recU23OXos2JEIsTr"",""recivOon4P74tJCna"",""rec4BtKWHPtNPK57H"",""rec5gpU9xi1d3M44K"",""recyEhXDXeTC7xF5q"",""rec5KA7S15iddrSyZ"",""recsKys33yNX5Kvym"",""rec2yhPOvTpQtLi6b"",""reciuOAoHsZGu1OIQ"",""recnTChWBVv7nDghc"",""recXeRa65L7eyPrA5"",""recY7y8DK2X5u4ppQ"",""recindKg93HLreIKu"",""recziPesKwLj7xz7R"",""reccBE7omQXoxMrec"",""rec4WLR5Nnk0lL6Ic"",""recYqFMhzIJ1j57L9"",""recCXk1hmO4OhqnOg"",""recMiWd0wHfcw2Svv"",""recRd3N2mXYt2kHhj""]","[""recwsgGv5hhRLllSa"",""reccPqzZMkaeKcQ1F"",""rectbTsSnmRHGqwbx"",""reclPRtZdN0n93XRl"",""recJrnZsZVka7MfbC"",""rec6tuxEgmYCzAZBq"",""recEMPG8xkKvTaVHJ"",""rec0Bk0MbLCNHmjen"",""recylA8MZ9acHquD2"",""recCXBPD2ysxEVOzk"",""recs5cpucn20uU66n"",""recQADDokz4TUDbui"",""recP9TFH3sYkjyYm3"",""reck2mXnkE7xmGAXX"",""recz6AI8LQLpads8j"",""rec7uNS2W8yM6T3Ql"",""rec6ZlMeqnJOoaGEU"",""rec0H98knsVwMXN5w"",""rec22zBanBrO0RH7L"",""recbPuI17qdAcc1CF"",""rec4eAOzBYo3GobsM"",""recOpPnhh7xklkifh"",""recDyHlXwAap2WDwL"",""recQWDZkVxaMnH8pe"",""recriw5Jt9fDsyk7J"",""recraVWrLUHa02whH"",""recGktQyKGZgPdEEE"",""recFjrgwHyBA9km87"",""rec8KzLmn6Q9F81ln"",""recDl5FAgsOqLPneE"",""recD7pfoaSp2QIFls"",""rec1lITZDEzvBPWov"",""reclEISXCY77qdhNc"",""rec37MjBjfNxvgkA4"",""recvm5lcObBDmC5Oy"",""reczHc2ZjXFmD9aar"",""recyJqmjZmWp6zGWj"",""recN1gEQWYCMdONfk"",""recdhicVozqEph1Y4"",""recMuLnN6z4ndpQMd"",""recMgIIqNebADfe93"",""recM9FR79XkcNTFdh"",""recSDeVOEDOreiTiA"",""recdgr3x0omDS0xWD"",""recamBTUnFDjlgCaQ"",""recqi5yPr8ccG3iPu"",""recFRJlPD4hXiFt2D"",""recYQctImqCLyRKhH"",""recBX6hPKlXT3oFGB"",""recM3iEQkS1nFLPKH"",""recPi5Q9n77aOvCig"",""recwRfyj4pCKdFwT1"",""recWVDD7K86dcovAe"",""rec7c4JvVPFXSEuXm"",""recvQacAs9Cb1jG2L"",""recVwJ1Z1qLVmCyeU"",""recVekNDDukUJixfu"",""rec4DJCGowqFOFdU5"",""rec7aUy9LZLSi4x4M"",""rec8kcPgE2l4YnsSV"",""recLm4bIWsCwKtsOn"",""reckByotcKMrMbdGT"",""rechXcADkJGGs5BvI"",""recs6DgNppxh6GjsC"",""recMKbvTL6pXh4MBC"",""recHAfyQQaYP7Qo64""]","[""recQwSiK5kkmjAh7U"",""rec7EhdBfx7u8b3zC"",""recvqRMF7WJLdtCTs"",""recPg70vFDD754Vfu"",""recxzWjsBMua29hls"",""recuHZT6ZRTYJjV3q"",""rec113QHNrVyX7Tw8"",""rec9jTnxityfw881i"",""reczbcFoLcvwa2csc"",""rech0GkHC2BouXzGJ"",""receZcC2Vs5vYifkd"",""recfexvGhvmjlvyNd"",""recJSgZ3iPjVGmJxf"",""recirRzdCegoNUBar"",""recAhz5AGjY0H75wS"",""recsu5ZmXub2qc5zj"",""reckjsR3kKdylQGFc"",""recmy2BJFwl2ieSsy"",""recyxNvJgrkbinn1K""]",
recFYFjihQUcBvh6P,1,1,Ivy Nyberg,1,0,"[""recL9EZdGQk2oSxYz""]","[""recQiGG8bUwdhs9Th""]",recFYFjihQUcBvh6P,class_oog,"[""recStDHonwdQtwWja""]",,,,,,,,,,,
recFsMRQIqS8lWRWR,10,6,Sydney Rowland,9,0,"[""rec75vZjBWwbTd4Gl"",""recsZhLDABzLyVMKg"",""recTTq34WC55wI9mR"",""recJmFTzxdJjOLIDx"",""recFAVetiObiBXgqy"",""rec8YINI8jJV8z09Q"",""reclysmJt9Jf6DU7r"",""recFoVE0gTs7NyOHL"",""recCmoVpLN0IM1Tfx""]","[""recQ8smWGjQ46Uxma"",""recAf5xbq5TLnFkW9"",""recbudwFhpwTGxAjY"",""recB0RNekTiukvqCp"",""recTQQUiSBgycx0XQ"",""recVQl1bG82CSQkOp"",""recCn1vBgRO4HmWDo"",""recl9BBW73Kxkrm33"",""recxfeSSIkc6ZVnCZ"",""recwpKZrzKeu5qt2f""]",recFsMRQIqS8lWRWR,class_oog,"[""recxgbLwO4GonAr53"",""recuHd7x3ghIfNhky"",""rec49jKVAw5ScYA7G"",""recwapWJfltFf6kxX"",""recz2JaMEL3nVN0Tv"",""recqHIOykXcWkBlKs""]",,,,,,,,,,,
recGAk78qKHuklkI5,5,1,Savannah Groselle,5,0,"[""recCjY7URLFiJYB7z"",""recpYT7ZhP7sVY8yE"",""recsLq3QJpe0I91E1"",""reccWmH9YrdWoRbbj"",""recVJE5vN5qq6I9DS""]","[""recHI4yrp2NFdPoy4"",""recCGHfmjgSEuux59"",""recQ7HnsEnibn4AGr"",""recRYg0YIM8JzWYG8"",""recwRRSvRvajFvpfV""]",recGAk78qKHuklkI5,class_oog,"[""recTbPPrT5MS4uV32""]",,,,,,,,,,,
recGOZOt71dcEAmvp,14,4,Declan Egan,16,0,"[""recIl9qAoUDLVs394"",""recD9b3EPozRngyHO"",""recVQNhIlxyYZlD03"",""rec2LDi1Up6xCZpSR"",""recUda8OFNW9JzrXa"",""recmjSQYwCEQUThfj"",""recWqVGgbAp7EX3bA"",""rec8FJLMG4nFMBNat"",""recfkJkZfj2MYo5D2"",""recw7brYEKACfwnCH"",""recj5YhfSj7gDmn8l"",""rec5iXZPcQzVZs9JC"",""rec5XIxuphy7e2gHq"",""recVfbZwDiZ1sFKgZ"",""reccpPVz4rg0Xn3it"",""recTjtkkEhwGZiUt8""]","[""recoDTRwnbckxoP3P"",""recs8NjqDztH8N2ot"",""recHy72LAvDJQ6toq"",""rec5pU13zfWM743CN"",""receyJ4kFtolZYR1u"",""recLTmLCPw5lgjbVj"",""recb5aLOWcDGO2C5d"",""rec2SnUDTF5XK7afR"",""recjHivoFbaUMdi8z"",""recISqJY9P7QLFTtw"",""rec6qEkb6JtyJio2I"",""rec5pQtQGSG9uVcTL"",""reczZki5NzsZ5t682"",""rec5ygHvQHdrPqVbK""]",recGOZOt71dcEAmvp,class_oog,"[""recaZx28r0BSMxn0j"",""recs2gLHCw8SRWe3a"",""recyB7G0HT109oTGz"",""recDrzNxBBJxTR1nP""]",,,,,,,,,,,
recGQXJ8M2eFcl9W7,8,5,Stephanie Frey,9,0,"[""recL78zo5CXGrUV0s"",""recPzQMpVllPoPnE5"",""recrg7jvbqnlTihd2"",""recUvD1yESiPqktoj"",""recdgDYXozqdyOFDK"",""recdTX5IUQZl4s7vU"",""recVE5kGhU5yMjfLG"",""recMjB7oPDo8BDfWU"",""recQow1zOdv8t21oJ""]","[""recoVpUg1DgaXBKqa"",""recpFlXg7xMv2h2em"",""recAh6G3L98CK7aqL"",""recAAbnrLYYBRf9jM"",""rec7HGhhxy0VcsvHr"",""recC2byGBYCvuxEuU"",""recuNQ00z5v7WxF6j"",""recTB2sMib3ga8Eu6""]",recGQXJ8M2eFcl9W7,class_oog,"[""rec91JoLPmojny7Ah"",""recpHNIIZeH8CbPqR"",""recTHJagHE9Q3tPsI"",""recc1yQxHYrJDaQpE"",""rec26sQvra3iWNE6x""]",,,,,,,,,,,
recGc5Brn264xxwLl,2,2,Angela Gais,2,0,"[""recl2NImXOkzcPnd3"",""rechiQURI0DyDDCqo""]","[""rec4BWUfDhA6ovO4X"",""recMuRotnCxQR9iwp""]",recGc5Brn264xxwLl,class_oog,"[""rec05p5hQBPfpTp9d"",""recRIMcTnKFY5QT1D""]",,,,,,,,,,,
