record_id,Count (entries),Count (riders),trainer,Count (horses),Count (class_oog),horses,entries,rec_id,source,riders,wec-alerts,entry_go_times,trainer_display,class_results,active_entries 2,tag,active,class_oog,class_oog copy,classes,active_entries
recHNjiHOpvxP5N0r,4,4,Rob Billings,4,0,"[""reczIdfmLplrXpAaG"",""recL7BjnccTJbLaxF"",""recZMNkH63rp0M1zp"",""recSbt4OEcCbJFJu6""]","[""recKsME2eoH8BD2JB"",""recAj54jGkp8UD0u9"",""recQoysjcAG0qyHVc"",""recrrANhwcT5xhNy7""]",recHNjiHOpvxP5N0r,class_oog,"[""recnA20IykjkAhaF3"",""recxZJzN67B3dP2k5"",""recK4EsxpaJjX3LUB"",""recwj9P1QCrZn1Tfd""]",,,,,,,,,,,
recHOKa6KSlvHuryw,3,2,Lauren E. Hough,3,0,"[""recgEUtWn3Fw94C4d"",""rechCAfXsR3JC802Q"",""recdcAISh4VE45m8T""]","[""reczYd1rBRl9hCVoM"",""recJJuRLOBAHL5kcg"",""recS0Uh8pIAsXEauR""]",recHOKa6KSlvHuryw,class_oog,"[""recfn31wbWzRswJJ1"",""recoEG978VWcbWV8X""]",,,,,,,,,,,
recHOVfz50z5VV3gG,3,3,Lindsay Barrack,3,0,"[""recJTZoUeteSbNHJv"",""recJRQhx8aHH6mW4q"",""recaYyJQOHDxaXVWG""]","[""rec6u2HTz330ZyOm3"",""recXBVUKO7zxFbwbX"",""recMlcP9J5BfsR5Nh""]",recHOVfz50z5VV3gG,class_oog,"[""reczxBmF34jQEchbp"",""recqkcALf0KGMSP5o"",""recAV58cJTpaxDTN6""]",,,,,,,,,,,
recHqozruF4gofU4W,2,1,Grant Seger,2,0,"[""recmEzthPtDrDagrd"",""rec53tkcNQCCfVzWy""]","[""recSzFNwry2qPWwVo"",""receaM2LKpNAV1WIS""]",recHqozruF4gofU4W,class_oog,"[""recnQD0owI3kUe0KE""]",,,,,,,,,,,
recHr7nRG7cRW4hq4,3,2,Abby Strohmeyer,3,0,"[""rec2nDWjaoATDkEcy"",""recdgZHJZwsLqMgDU"",""recyq1Gg56Suwi23T""]","[""recTls64pZq4X5EVG"",""recKQc8FIWEv0zD7f"",""recblspk3KEWqGdwI""]",recHr7nRG7cRW4hq4,class_oog,"[""recPKZKemiflnx7tw"",""rech7TFqfgZVXf3mn""]",,,,,,,,,,,
recHszNt2lKTJ3vFH,1,1,Linda J. Grover,1,0,"[""rec6qDvTz921w3o0j""]","[""recHyHhVdVkhcmkRB""]",recHszNt2lKTJ3vFH,class_oog,"[""recoNjZbKwEyCsnDR""]",,,,,,,,,,,
recI1AZhpQDfY3cRY,11,7,Jasmine Walsh,11,0,"[""reci7vpKDSO4HLzfO"",""recb3aoVyoF0GP1Hp"",""recESRryqm3rYzNmy"",""recEjGyhVLj8KVVn1"",""recTl6xiHXjgT0YY4"",""recE2bq8oN5PjNRxW"",""recNWMRMAQy4ZOXRW"",""recmEo4sesOjwthKX"",""recdgVTjaWDh5ukyJ"",""recHIKuIcAOuVlvBx"",""recPYs0Y20jnSDpbk""]","[""recdMAFrp27NIbeGF"",""rec9JEZc89Tnnz4bF"",""recfKc7mykWwAnnCx"",""recViExca4G5K4I8d"",""recwPvS0fTpPNe0CW"",""recP069o09wRfHVzl"",""recvjSnNyrwcGgAu8"",""recCq52WuubpC3gZ0"",""reczOTwv7DErytw0W"",""recWRSQyU8e94yiTZ"",""recAFC6AKzcuuFK3K""]",recI1AZhpQDfY3cRY,class_oog,"[""recH9akzVEVnBeaLr"",""rec3pY7apXwfTmgAy"",""recSpZwBDTYVDdVOK"",""recBNoi4NI4sHMozS"",""recRwKQn4Cpl8Zqzz"",""recTf2Xim4Op3oBot"",""recQYtoWytkrBT5u6""]",,,,,,,,,,,
recI1g5Ddvuo2Aqkw,2,2,Maya Abdallah,2,0,"[""recT3Q3BVFUqScBIP"",""rec1UtZnhAqb0uQVk""]","[""recaKN30sYkeitstu"",""recn69BbC5W9yCi8K""]",recI1g5Ddvuo2Aqkw,class_oog,"[""rec6DLuiZHDSdzLF9"",""recVSWIptAdOlozCa""]",,,,,,,,,,,
recIKamH37qEBTrF7,3,1,Anthony Sauriol,3,0,"[""recdfnpvrii1vjhVr"",""rech5yTeSsVS1KTIB"",""recBEKQFHtHWNpX0V""]","[""recqzYIr22FSPmONx"",""recG0ObOIx4SWYBfZ"",""recZhshSDnMVLef3m""]",recIKamH37qEBTrF7,class_oog,"[""recUwNcxdLMqUK3KT""]",,,,,,,,,,,
recIKurBKhyE9TxmA,3,3,Andras Szieberth,3,0,"[""rec1rNUMvytBtklqW"",""recPSF3nOcnXpjVjX"",""rec4YooWMtcVpmXQF""]","[""recTqHtUA7a1azoGY"",""recOy3ctcaxKys2cW"",""recfcYc88XderhX4o""]",recIKurBKhyE9TxmA,class_oog,"[""recKSFffAB38A7Qc7"",""reczCzo5iiSfHV7ul"",""rec1s3YEvz6wRp9fD""]",,,,,,,,,,,
recIkAyumy88qaBpt,3,1,Lukene Arenas,3,0,"[""recJHkuPSZoICp8ZB"",""recjR2N3SPxNow8pS"",""recVghcz9REYH8ST0""]","[""recCKsDYIvnhxHHYi"",""recewHW8INK4Tj9yE"",""reclWybHblGXd0Tm1""]",recIkAyumy88qaBpt,class_oog,"[""recroSHpES6tulq9z""]",,,,,,,,,,,
recIorvNwvWPlOR66,3,3,Manuel G. Torres,3,0,"[""recDXmtE1EtbKe5Z0"",""rectB9IQVZ59gCD5j"",""reclCmPq9aWmKIMD8""]","[""rec3zyMPoFyldLxW3"",""recAUNBS3GXlJCmZj"",""recHYiLPns3ywXPMS""]",recIorvNwvWPlOR66,class_oog,"[""rec4TgJ6VN8jfdTXm"",""recAVWkAQVv9aBNJj"",""recPuKAnYtugBQcK9""]",,,,,,,,,,,
recJZPYAhA0EEsHd8,1,1,Robin Swinderman Mitchell,1,0,"[""recPQAEXgekokD3yD""]","[""recrogcv51FvGgW5m""]",recJZPYAhA0EEsHd8,class_oog,"[""recPXLEaURBERJ9rQ""]",,,,,,,,,,,
recJe0LFDSWmZkYs4,8,8,Kelsey Duffy,9,0,"[""recYAM5kcV0CsvYQm"",""recMUmnQNuijsAcR7"",""recW3Pxwyy8BD3Zx8"",""recacDysjHQBziLIW"",""recdd1BVXpCTjOogN"",""recjitrbF6SGS36R7"",""rechoMd4aICwNL7ih"",""rec9QVvKA6ZzXPqKg"",""rechslNRnxcpCkLaB""]","[""recFPompwNuUcxVJg"",""recuddIKIuwNLGEe2"",""recRproOFAZVL30I8"",""rec55QuaBFAQFcsdh"",""receHMwvoy2idZQiI"",""recVIe471MSnlYhTy"",""recU0jOLumK458kcA"",""rec66QuE2Mvd77FhV""]",recJe0LFDSWmZkYs4,class_oog,"[""rechDlKMAvhUM4Mji"",""reculOoDct2P25DGc"",""rec7wgjXCOF4uxl6i"",""recVYmCyz3WQKbmGi"",""recExGej0SLoxXNcX"",""recvmzNpRJ5NWadPh"",""recTCHnChSTIiwvZX"",""recLSkao4RJ9VeamB""]",,,,,,,,,,,
recJw4KTGszq5ixgY,1,1,Alexandra Goetze Bell,1,0,"[""recxEtnlYuDZ9DkTm""]","[""recfUavC1vih6Z4fE""]",recJw4KTGszq5ixgY,class_oog,"[""rec6woGEX9IGLSlUm""]",,,,,,,,,,,
recJyvaqZ3spBq50v,2,1,Ashley Romano,2,0,"[""rec7l7jPPOA9Tcft0"",""rec75sEswzXRhWCry""]","[""recvbelvX44Ma1YIP"",""recOrQbqhd52tVKex""]",recJyvaqZ3spBq50v,class_oog,"[""recHgg15iR1gmE3se""]",,,,,,,,,,,
recKF0YhvyIihzny3,2,1,Bliss Heers,2,0,"[""recZXpsfx2TknH6J1"",""recsZIUJzbGKVDdp3""]","[""reca9DLtSE2IygyqS"",""recxHix12TaoXWWG1""]",recKF0YhvyIihzny3,class_oog,"[""recXovs9KjxpTkCpj""]",,,,,,,,,,,
recKPpIDSj1ofUcQV,1,1,Michael K. Kennedy,1,0,"[""recnxF20aOrGakXwz""]","[""rec2LVSvJYCzH6ntu""]",recKPpIDSj1ofUcQV,class_oog,"[""recER3fldSHgHdZie""]",,,,,,,,,,,
recKZfdrFY1v1ROxJ,1,1,Lucia Rivas,1,0,"[""rec9mkyDT8SCK4pXM""]","[""recSL9HbNYEgGrSQz""]",recKZfdrFY1v1ROxJ,class_oog,"[""recG8GBXDrqNT5sCX""]",,,,,,,,,,,
recLhHBuV9elf7nB3,0,0,Ariane Harris,0,0,,,recLhHBuV9elf7nB3,class_oog.php,,,,,,,,,,,,
recMFDhEMIxKX7fmX,4,3,Terrie E. Shibley,5,0,"[""rectGKMVKkrswklor"",""recqbHFrX0MGeuH0r"",""recajodZkqNU0xqhE"",""reczn10oPCI0Ko8ix"",""recGKVwLVd3FnZhTg""]","[""recnfn1gtJVCOdwYl"",""rec4V1tpPt3wiEnbN"",""rec5SupXeyjWTgAbz"",""recfNXRYXeRBEUVb8""]",recMFDhEMIxKX7fmX,class_oog,"[""recK9lW7nTdieDMhe"",""recNl2xmTcpi4Qutb"",""recIkuCoDdkiwsGIJ""]",,,,,,,,,,,
recMir2WcmMLTzpZq,5,6,Erica Robson,6,0,"[""recMeCRZGKxfjGSeW"",""recERIl5sMgyTd53w"",""recaGTpYnV7oeIHSa"",""recjdMClb9vZnjzZ5"",""rec4QqdclnrUCVdiD"",""recSFpqdvfYwyxwMe""]","[""recedrYSb4A4mDbzy"",""rec0oUzAUaAoWaLAO"",""rec3wfvjfMjQ9sCII"",""rec0OvFLXfoZKvs15"",""recxKkGj8JrPQSHJA""]",recMir2WcmMLTzpZq,class_oog,"[""reckR5d1FrfCNnjWe"",""recLEG9lIoQdlLyaD"",""rec7ELvs61kTO6o8h"",""reclT1ePqkZKMN7nA"",""recLfxbxgtscXLGFT"",""recJEi1nlMz6pLTm3""]",,,,,,,,,,,
recMsKXGUQA6BQOth,4,2,Kim Taylor,4,0,"[""recDiDE2MtLKKf0P3"",""rec2rQQ0oGkiRYFHt"",""recjXGoSpmndP1mil"",""recFj8Rnqda865Orl""]","[""reckvF1nGccZ2LlCd"",""recWxE5xbvlhuQSg2"",""recMw3vZvAvTFLYOW"",""reckA4khnOmuCzQG8""]",recMsKXGUQA6BQOth,class_oog,"[""rec5eSBDWhpK0tlte"",""recUAXMBbSwmB7zjl""]",,,,,,,,,,,
recN9E8BVaEfvKU1x,7,7,Matthew Le Master,7,0,"[""recApU9lrIEBS8F9M"",""recRQAnDUUMqYpinp"",""recUYAI9ELAilq01f"",""recRtbiGzYn7F1WF2"",""recmnXLEJTpYDltWO"",""rectmJGqLMNFrXHew"",""recyASRhw8q4tEAtw""]","[""recF8OUcyPZuRkfxm"",""recZJzNfAeLstAbSR"",""recgDTaT57VvTFcLZ"",""recAaq5pWLL9bFKdl"",""recddkhIwq0I9QZKq"",""rec1v4wlYLNcNIVGe"",""rec0EKYIlKuo6e2gz""]",recN9E8BVaEfvKU1x,class_oog,"[""recDLNYS4jejx7XWt"",""rec1xNTEGa3rUIdFf"",""rec0y8f9IiGiQ5gl4"",""recY8qeRhWAe7RPzG"",""recq3Kwj7QfrgwWtt"",""recXig31jQJbwJJlg"",""reclZ2ykwhfdNmr2p""]",,,,,,,,,,,
recNOjlJkQLR1qWTQ,1,1,Julia Worden,1,0,"[""recd0U1K0KpXErnJz""]","[""rec3Me0gpJHib7Ibm""]",recNOjlJkQLR1qWTQ,class_oog,"[""receBFuBzYlXyUiqp""]",,,,,,,,,,,
recNSLAabY22Iw1Z1,2,1,John Paulsen,2,0,"[""rec8yCaafwHR1yQyp"",""recga1p2gHq74cRn0""]","[""recb666cCgReqLBEk"",""recZ6ePCGKjsNz47Y""]",recNSLAabY22Iw1Z1,class_oog,"[""rec5MlL9OQJ3jlSbG""]",,,,,,,,,,,
recNlaJ4fNzGpH0Rf,1,2,Dana Kurrle,1,0,"[""reckf5vereqxMaJMI""]","[""recCBxxMJ1CtUSSZR""]",recNlaJ4fNzGpH0Rf,class_oog,"[""recPXdNTrV4Jh4bzw"",""rec4NvqQzRLo07ZXw""]",,,,,,,,,,,
recNpo5pbhuzTKAIi,7,6,Jessica Collins,7,0,"[""recCpjFhbOsTOGJUB"",""recWwCPXi147FCMIS"",""recT5WTalCuel5euU"",""reczGhUK7dw3yyyAT"",""reciawxdq7bpwFnfP"",""recG7uweZEH4T75hg"",""recVvr3i3orCifh5H""]","[""recIQVgKeN2LNZnrj"",""rec3K75aukCEzb49g"",""rech6wXoI6X3xY90b"",""recMKzrJ2Q9vgeEPC"",""recK5fvOPrmUZKM7Y"",""recMemx832jy1SfEr"",""recskrY2ERXLInXy1""]",recNpo5pbhuzTKAIi,class_oog,"[""rec9AOBY6djC53osc"",""recbTZTntK2RVTp2c"",""recjw1We9NSeCvXYA"",""rec6WJh8ugWLFk1a9"",""recZ6bukRuLkzx7R1"",""rec4i0yhWAXBUxDNL""]",,,,,,,,,,,
recNr3QsitBPL9Xil,1,1,Scott Diffey,1,0,"[""recghA3yX8fyJbiX3""]","[""recCcWOumf0LuMidU""]",recNr3QsitBPL9Xil,class_oog,"[""reczNEv98kgm9cPGM""]",,,,,,,,,,,
recNsOB5RbtRbnQ37,11,4,Michael J. Mccormick,12,0,"[""recL9tIAr3W6lEa7m"",""recaBCOa1TSSNZP5p"",""recb0ilVV63XwPyRa"",""reccnTCxokueBKAKY"",""recQokOYTH4zuZbGa"",""recbURFrtTX0bnncK"",""recphUf4GvG1kGKuU"",""rec1EOByWSknpJYZS"",""recjskR0eEwN6Dk1x"",""reczBKqmMXql0CLrb"",""recezQK0HYupTVbac"",""recdaVcFLIUHI6kbc""]","[""recM4F3aWl3O07VeU"",""reckz7DLuW7CZb0Wk"",""recE1MaNADKY9B2V1"",""recW4W2Sd7UGjIZJk"",""recK4fk5IS1EPZ4z1"",""recvS4oaEuUxfdgB7"",""rec8P7VE4xrhSr8iw"",""receFL2jrZgtEi18s"",""recWnwuX7YEpOVN6X"",""recfceJucrzwxFkvk"",""recvHtEFJEg2EU4nO""]",recNsOB5RbtRbnQ37,class_oog,"[""rech5IrfxPETA39wn"",""recLyTrE6tVxN0uIu"",""recL7ukkyjSp9ZHvs"",""rectoBj1C2z2vZ4HO""]",,,,,,,,,,,
recNt8RCU3OfCIZg6,1,1,Samantha Mccleerey,1,0,"[""reckANjuzr2lIgoX7""]","[""recygGog8FLxrMnVH""]",recNt8RCU3OfCIZg6,class_oog,"[""recAATtzYsIZzhjnb""]",,,,,,,,,,,
recOPpcKG9qWpofRT,2,2,Alberto Michan,2,0,"[""rech23Fgkd56AncPD"",""recQ8PBDqcbb6Psk9""]","[""rec7Ab9hWgN2MWcXj"",""rec1dChOEHy9TphqB""]",recOPpcKG9qWpofRT,class_oog,"[""recSlmjMGDyanRxR7"",""recJ5QtdFwwSvt6f5""]",,,,,,,,,,,
recOdyCszUe4VTxPo,11,9,Darragh Kerins,11,0,"[""rec0sYu20wnigw9yf"",""reckkGnx82VPHVYaX"",""recybeuQqxLpdwgyc"",""recYURLSHbLWax0Uw"",""rec0eYyxy9JljHkqO"",""rec8A2lbxQcozlnDf"",""recyU1972ri6tQv5D"",""recqDNugtAgCap3cd"",""rec9hBrpaI6DR0pVH"",""recV5aEPG4wisxE3B"",""recQqlvVVUuzmYYt0""]","[""recsGLgZzmF73HcM5"",""recQ08GxtyZiioC8f"",""rechTSL0KCt5yYk7Z"",""recugWgvDfNb66AlQ"",""recL5WOVEUlD6bwan"",""receAni6UqAZEBEMR"",""recNmPji96bx60SCQ"",""recVUmGO6khwmUVT2"",""reccw0MYAF5N4ys2S"",""recF2g68sPDG6VP8g"",""recBhjBj2yY4p1S1s""]",recOdyCszUe4VTxPo,class_oog,"[""rec07LS8TvgJcQ6tb"",""recuuXZuhtdqgphBs"",""reclSOb4GWH74Vfnm"",""rec7QFk37tD1CriFs"",""recAxawahZ8fxICUO"",""recvrmp3sgOmigpg4"",""rechztYIkKPPbsQzF"",""rec2ddD10LiZx0odI"",""recVJofoqKgb9upuP""]",,,,,,,,,,,
recPMskDVL2pcUFPb,5,5,Katie Moniz Floyd,5,0,"[""recfnnkoAHLbVUDlc"",""reciDl1LwDLLI8xUE"",""reclw3uibI8WoGQFn"",""recuIFrsrZvUsdCLE"",""reciEQm0pcA5QOO2R""]","[""recb9c821crhAUlDV"",""recE6rTI9nxl3ddcz"",""rec97QFWtimduyHuB"",""recPOYwljVGxMKLTP"",""rec0k3WZoyAveK1JI""]",recPMskDVL2pcUFPb,class_oog,"[""rectLFrMEjn7PuMvr"",""rec292OiOlkSoYFMx"",""recchSR2cIrnif7YT"",""rec66VzhNh321sG4u"",""recpk7RlPXXrhJUrR""]",,,,,,,,,,,
recPdCHJm1UqhZjLu,2,1,Brooklyn Castellano,2,0,"[""recvaejywpL5so5AB"",""recq3SaHggwHJZ6TY""]","[""recjEm87XWn7DtIVE"",""rec0NSJSySU5lKsqL""]",recPdCHJm1UqhZjLu,class_oog,"[""rec32DqxNbjRYwPa0""]",,,,,,,,,,,
recPjoErB5zrZjQMv,0,1,Morgan Mulcahy,1,0,"[""recXahvq9OxhIGmPd""]",,recPjoErB5zrZjQMv,class_oog,"[""recFAEZkb410RquB4""]",,,,,,,,,,,
recPyfVVGkVn9fvlf,1,1,Lizabeth Perez-Pascual,1,0,"[""recz1jsHwJWXrUgPH""]","[""reczrRTCTrN3thDKn""]",recPyfVVGkVn9fvlf,class_oog,"[""recZ5wzygnW42KQVr""]",,,,,,,,,,,
recQKeo6875JCjkvf,3,1,Bruno Diniz Das Neves,3,0,"[""recMqlWtQtBhqCq9V"",""recQ9v9I7Se6al4gm"",""rec8O71Kdp1X8FGdo""]","[""recfjVuC8K6N1bqm5"",""reckuCuNfbtfkMAfs"",""recIzCje3rUoRNWcW""]",recQKeo6875JCjkvf,class_oog,"[""recLrKVLwt2RR3Tbg""]",,,,,,,,,,,
recQS2r3hlg93GR1c,2,1,Alexa Marino Bacardi,2,0,"[""recRRhyftSM5LqC1m"",""recUPzuPwcRwcXprF""]","[""recsDtJjqiuoQmPaf"",""recEwOsVOO6ZyT8A3""]",recQS2r3hlg93GR1c,class_oog,"[""recAAhXIBGzsVMAOV""]",,,,,,,,,,,
recQUXHjJZbV57FsH,3,1,Timothy Maddrix,3,0,"[""recXDTBxiDiXRbLqW"",""reciSVHSq448vSyrP"",""recYtMQ90CfQwa769""]","[""rec9N1Ti4a8Q38uHS"",""rec3Ajj0at5slKfYA"",""rec6b9get1DuDSNzS""]",recQUXHjJZbV57FsH,class_oog,"[""rec50cOyj9krr4nq5""]",,,,,,,,,,,
recQXTpW29gQ8CQhu,8,10,Madison Daughdrill,8,0,"[""recznac4jn7lvQvlR"",""reccwK3wNlr8Gr3b5"",""recHDwKXte9oVke6e"",""rec0Vy0UNO4QDX5U0"",""recEMsh99Wax4krPL"",""recHhzuyLxlaQtDz2"",""recfswAtH6LI45qA4"",""recq3BKm9HA4MWzjy""]","[""rec7zQax96YuurTYP"",""recSPeyPMpegjPJEC"",""recKtli3fmhLv4STL"",""rec2I74RoLLuXjE0g"",""recyVcaLOvsk1Ik1S"",""recE3kUkNcZeNsPCh"",""recbN9hcuwyHaXSOt"",""recVLcZffu8eU3CHc""]",recQXTpW29gQ8CQhu,class_oog,"[""recvQT9BbjlLzBWkJ"",""rec3xaSH4kvOzYXQ3"",""recJk81dslzlz9SLS"",""recWnhS4f3syx16A3"",""recAOcQC7VSiD7LHH"",""recAfTlChemRxsLKj"",""recNqQR6DgevXhdjd"",""recWqMq2Vyup6j34N"",""recuwXlsiu8fGpzYP"",""recG4gQUnXvzjTpbP""]",,,,,,,,,,,
recQduwaFmkfTL3Xq,2,2,Carson L. Ruff,2,0,"[""recOsTu5oWwgPp0y8"",""rec3gVJGUApRE1G3u""]","[""recL1SsZsFHnzYjRl"",""recyIn6WNt6HlgIDB""]",recQduwaFmkfTL3Xq,class_oog,"[""rec3KyPkvRMIFK5KU"",""rec7JhqMK4DWc8LY5""]",,,,,,,,,,,
recQexushi8p8Xgll,1,2,Mari Gromkowski,1,0,"[""recsfWRQp1NAMI84S""]","[""recMHkHP94rBg1MfE""]",recQexushi8p8Xgll,class_oog,"[""recpClmYzvicJYruv"",""rec0fQwv2Q9zJck2B""]",,,,,,,,,,,
recQp3uwHQgr5c03c,1,0,Maddison Stephen,0,0,,"[""recfyOAWYulsQNwCK""]",recQp3uwHQgr5c03c,class_oog,,,,,,,,,,,,
recReZ0D2zANcGXoH,0,1,James Gentleman,2,0,"[""recXLzqJ3a5OeVozW"",""recqOpAZreu0dm9iA""]",,recReZ0D2zANcGXoH,class_oog,"[""rec5wVh7jpJmRorXu""]",,,,,,,,,,,
recRlcCb6UzGjsfM8,5,2,Addison Reed,5,0,"[""recZcsDc9yOj8N5YQ"",""reczMCXVX6itjFoKW"",""recZsIGQ0PoTXc8ed"",""reciI926KiVz5gnZS"",""rec1ihQOtFr55EjAR""]","[""rec5WKbSvvNAIspHS"",""recw6zyhFDji5ixp0"",""recslqd83nSNdxImJ"",""recckZ7igwuvZmixO"",""rec0on3YwJxmy4UfE""]",recRlcCb6UzGjsfM8,class_oog,"[""recnq0SxsppmltiqF"",""recC4avxEI7hGm32h""]",,,,,,,,,,,
recRnYU8EgCMCN4Tl,5,6,Matt Martin,7,0,"[""recSjDS9eaqyUZlj9"",""rec2WJAkQ2lK9xu1t"",""rec66pBaptxrt8yyo"",""recMmwA2xAw6AoAk9"",""rech2gyew6YKsl923"",""recoIfeCdEj0JuYKM"",""recuMLwBWLETsRHXU""]","[""recysJxjwgm0Tj0rd"",""rechZbNQ92TC1QapY"",""recjtOwq4yyhryhyx"",""recKcYv5A7peie9dW"",""recNtjRjQXWHrQ5ll""]",recRnYU8EgCMCN4Tl,class_oog,"[""recoZrUYI8oPw5BWZ"",""rec9sgXQpjPkE204z"",""reczdYNCGFEUyxVMl"",""recQVrVcnghBYOhLX"",""recJtLdnd1Pye7RNU"",""recnnh5mz9woQxU4M""]",,,,,,,,,,,
recS6sxPEULRVow6v,1,1,Lincoln Russell,1,0,"[""recUoea9FBJSIFPgy""]","[""recToI8ktnABOD4rJ""]",recS6sxPEULRVow6v,class_oog,"[""rec5kDHL5wHbYs33J""]",,,,,,,,,,,
recS9EfEO0iZet31e,5,3,Conan Conway,6,0,"[""recjifjHem7ahuGkr"",""recSHkoqwTDCG2atQ"",""recvvgvQ5dYB54Hir"",""recBAKR7ORMahR0y8"",""recBaYvEEaZilflVe"",""recdHzVN1Aq8OZiKa""]","[""recxVD0nzlj8GuBu7"",""recPerTCQD2I9qkKg"",""recuSzIZFy4vBG8jp"",""rec1oM5ee7kSk9If7"",""recNhGu8Ypiw7ym9f""]",recS9EfEO0iZet31e,class_oog,"[""recsO1C4R1X36JbFl"",""recQXT3tHMHJl4tss"",""recZfCUedmN6e4tva""]",,,,,,,,,,,
recSA6JLxXIoeqSGK,1,1,Fernando Cardenas,1,0,"[""recI27QEDztbPYX0t""]","[""reck904n4YGYEK8w1""]",recSA6JLxXIoeqSGK,class_oog,"[""rec0TKCGVZiPGwRC9""]",,,,,,,,,,,
recSN0eF04okgAD8J,4,5,Lisa Hasenbeck,4,0,"[""recvCGTMcpB6GIFQn"",""recS2og6juvFiIejV"",""rec5RwIwtZ73MZZg4"",""rec3nHv51hRLMYzq9""]","[""recd84T95KYRhjbjj"",""recLe5HKdO4Ch1uW8"",""recntTllVz5o3TKQU"",""rec1kzOSCYINSWMgd""]",recSN0eF04okgAD8J,class_oog,"[""rec12lzOQKtI0Qkv5"",""recCMlq6p9MboaRTk"",""rec6qb1pnoFynbJWM"",""recHjmrQNcl4jAQmy"",""recirL4qXIi9KcD3P""]",,,,,,,,,,,
recSN4WGiXjlJgPc6,4,2,Lesley Grant-Law,4,0,"[""rec2Kztr2b9bCKZWx"",""rec33uWBGSFqTtTPp"",""recnRsU088RRiKCoY"",""rec55vpC4sa96DMLZ""]","[""recWl9xEhrRDshUkR"",""rectp3hEvedZE6M94"",""recQ1Kstofjb9fnXH"",""recwYhzRtCDiI5xSW""]",recSN4WGiXjlJgPc6,class_oog,"[""recIF0LG8oHnJvWAU"",""recRtC0F3ysCyAaTr""]",,,,,,,,,,,
recSXI5qNI2oXZ7rL,2,2,Mike Holtkamp,2,0,"[""recFxKJ6AVT5FhQuY"",""reckbVyJBhGk7mx4E""]","[""recKudLyrLWKeNdxA"",""rec9nDSYoFWGwzGAh""]",recSXI5qNI2oXZ7rL,class_oog,"[""recIEWQXASuV2H7Yh"",""rechMaBOPshWSbNGK""]",,,,,,,,,,,
recSXiCPwDmQ76cuQ,12,6,Jake Evans,12,0,"[""recStBpcwE6PFz5vb"",""recBAxAXHSLDqprSX"",""recVhURLvVIqTQBtg"",""recxrIuScJmdsHpEp"",""recizkDiAx9XHbQsW"",""recJX8hecWzDKLwX6"",""recf89AQE1qtvd8FY"",""recMCnJ5J4qhgZ3iq"",""recej7833yHmLYG1d"",""recoHea1TIdEOozjS"",""recACZTBR1kkOmdvv"",""recjGrn0NQ8IWILKN""]","[""rec9JhcjVE6MzwKwQ"",""rec9YY2VQtUbQheE9"",""rec9HeW9WlmtzBC08"",""recOpmNMHcQpdCtC9"",""recE62RogZyu0j9w7"",""recer4I9JB8bWtgM0"",""reckBvzRGUzmn0bFq"",""rec1e77tZXkuTZTKx"",""recx5V5UYxIPodNVd"",""reclHZtWCBDKaidMf"",""rec43Xr9hCD3oLh2g"",""reck7F7nbuJr5D50O""]",recSXiCPwDmQ76cuQ,class_oog,"[""recKyS0g5eEgkhboQ"",""recW2UNuebpQOcSsH"",""rec0FUCzNUyfQf4RT"",""recoCynxHbGtrr4vn"",""recxatpI8UXNwRwnp"",""recevtp2XSKUsSb00""]",,,,,,,,,,,
recScvZPMMmuVjpAg,6,1,Maleah Lang Mcmahon,5,0,"[""recfEzPHrLfQjgcds"",""recVdhUWpKl6PKIOk"",""recacSlktTfSCsO8b"",""recwhaKxdJNMbLzwt"",""recD9gwIjpzrVvDIe""]","[""recWXO4ts3p4Au4to"",""recGRczw4eXlBMkK6"",""recyPJIuIT4RGZCT5"",""recTA1ZVZrvwdBJPz"",""recV6W9xPPlc1hmiJ"",""receo6taKueoXOJxq""]",recScvZPMMmuVjpAg,class_oog,"[""rec6wPiU3mn7pKqtV""]",,,,,,,,,,,
recT8YlCbrNCIUBkI,1,1,Chloe Mouton,1,0,"[""recK7HuwvnCExHclP""]","[""recEmcKd7RW2NEeOK""]",recT8YlCbrNCIUBkI,class_oog,"[""recBjI827CmqKZ34c""]",,,,,,,,,,,
recTFNzdSZ2WKI4Fx,2,1,Madison Rose,2,0,"[""reckjQTTuinVgI02H"",""recK70cODGeU34vad""]","[""recEkFqamrTfpSxMi"",""reco9xhyefVGZdBVj""]",recTFNzdSZ2WKI4Fx,class_oog,"[""rec2JzAL6u5FpzJlI""]",,,,,,,,,,,
recU1AQcmSYuCkBtn,6,5,Patrick R. Wilcher,6,0,"[""recdRWGWP6pPjT9Vv"",""recGW7jYrtptrUNcd"",""recMi4Gk4sjKerTep"",""recgBey9cKweOiVzq"",""recguRqJ7rOKiuHTB"",""recqjQpR8NboXB0Yl""]","[""recJ4NWtwjlgWB5Zp"",""rec26u95qyoi4Zpdx"",""recs0olEcPhG6L0j3"",""rectAgVU3we2blL9U"",""recNKgqZa5hxOLbfq"",""recMDcq9uN5X1rDjh""]",recU1AQcmSYuCkBtn,class_oog,"[""rect03lMQpTFAs8ti"",""rec3gQl0aV9rigp2y"",""rec7zPNAjOrAi3nVJ"",""rec57kNAMePseOzKb"",""recfhXiw51cMvZnpT""]",,,,,,,,,,,
