record_id,entry_count,source_payload,show_no,ring_no,oc_id,focus_day_key,show_focus_key,run_id,date_text,ring_day_no,iso_date,event_type,source_endpoint,class_name,live_flag,event_id,ring_name,heartbeat_id,update_schedule_key,class_no,Last Modified,event_name,focus_day,hs_heartbeat,class_number,time_text,class_payout,test,test_date
recdyt4JsuuEu2FbI,3,"{""event_id"":""63424"",""data_class"":""26740"",""data_name"":""254) Future Hunter 2' U/S"",""data_time"":""9:15 am"",""data_entries"":""3""}",14909,747,0,20260703,14909|20260703,wec-step1-20260703T200602397Z-step2,"Friday, July 3, 2026",4320,2026-07-03,1,update_schedule.php,Future Hunter 2' U/S,false,63424,Indoor 4 - Lucy Bolton,14909|2026-07-03|wec-step1-20260703T200602397Z-step2,14909|26740,26740,2026-07-03T13:24:19.000Z,254) Future Hunter 2' U/S,2026-07-03,"[""rec8lQxGIu1Nk0uoX""]",254,9:15 am,,true,2026-07-03
rece2EL5S5zKsDhA3,0,"{""event_id"":""65113"",""data_class"":""0"",""data_name"":""Ring Maintenance"",""data_time"":"""",""data_entries"":""0""}",14909,640,0,20260703,14909|20260703,wec-step1-20260703T200602397Z-step2,"Friday, July 3, 2026",3580,2026-07-03,5,update_schedule.php,Ring Maintenance,false,65113,WEC Grand Arena - Nate Poliquin,14909|2026-07-03|wec-step1-20260703T200602397Z-step2,14909|3580|65113,0,2026-07-03T04:00:05.000Z,Ring Maintenance,2026-07-03,,,,,,
receoYQY7i9nhzgfL,0,"{""event_id"":""65131"",""data_class"":""0"",""data_name"":""Ring Maintenance"",""data_time"":"""",""data_entries"":""0""}",14909,645,0,20260703,14909|20260703,wec-step1-20260703T200602397Z-step2,"Friday, July 3, 2026",3610,2026-07-03,5,update_schedule.php,Ring Maintenance,false,65131,Indoor 2 - Jo Walker,14909|2026-07-03|wec-step1-20260703T200602397Z-step2,14909|3610|65131,0,2026-07-03T04:00:13.000Z,Ring Maintenance,2026-07-03,,,,,,
recetlghUCNsbPjmz,10,"{""event_id"":""63391"",""data_class"":""26903"",""data_name"":""509) Adult Equitation 3'"",""data_time"":""8:45 am"",""data_entries"":""10""}",14909,645,0,20260703,14909|20260703,wec-step1-20260703T200602397Z-step2,"Friday, July 3, 2026",3610,2026-07-03,1,update_schedule.php,Adult Equitation 3',false,63391,Indoor 2 - Jo Walker,14909|2026-07-03|wec-step1-20260703T200602397Z-step2,14909|26903,26903,2026-07-03T14:18:15.000Z,509) Adult Equitation 3',2026-07-03,"[""rec8lQxGIu1Nk0uoX""]",509,8:45 am,,true,2026-07-03
recfKcFnkTYrnQu1o,25,"{""event_id"":""59892"",""data_class"":""26676"",""data_name"":""804) $15,000 C.Jarvis Insurance Welcome Prix 1.40m II.2b"",""data_time"":""8:00 am"",""data_entries"":""25""}",14909,640,0,20260703,14909|20260703,wec-step1-20260703T200602397Z-step2,"Friday, July 3, 2026",3580,2026-07-03,1,update_schedule.php,C.Jarvis Insurance Welcome Prix 1.40m II.2b,false,59892,WEC Grand Arena - Nate Poliquin,14909|2026-07-03|wec-step1-20260703T200602397Z-step2,14909|26676,26676,2026-07-03T13:36:09.000Z,"804) $15,000 C.Jarvis Insurance Welcome Prix 1.40m II.2b",2026-07-03,"[""rec8lQxGIu1Nk0uoX""]",804,8:00 am,"$15,000",true,2026-07-03
recg8ws7CT8jRQQ8W,25,"{""event_id"":""59894"",""data_class"":""26791"",""data_name"":""775) $2000 1.30m Junior/Amateur Jumper II.1"",""data_time"":""11:45 pm"",""data_entries"":""25""}",14909,640,0,20260703,14909|20260703,wec-step1-20260703T200602397Z-step2,"Friday, July 3, 2026",3580,2026-07-03,1,update_schedule.php,1.30m Junior/Amateur Jumper II.1,false,59894,WEC Grand Arena - Nate Poliquin,14909|2026-07-03|wec-step1-20260703T200602397Z-step2,14909|26791,26791,2026-07-03T17:12:09.000Z,775) $2000 1.30m Junior/Amateur Jumper II.1,2026-07-03,"[""rec8lQxGIu1Nk0uoX""]",775,11:45 pm,$2000,true,
recgTiFNsozrNSL1o,0,"{""event_id"":""65117"",""data_class"":""0"",""data_name"":""Ring Maintenance"",""data_time"":"""",""data_entries"":""0""}",14909,642,0,20260703,14909|20260703,wec-step1-20260703T200602397Z-step2,"Friday, July 3, 2026",3592,2026-07-03,5,update_schedule.php,Ring Maintenance,false,65117,Indoor 6 - Brandon Serpico,14909|2026-07-03|wec-step1-20260703T200602397Z-step2,14909|3592|65117,0,2026-07-03T04:00:07.000Z,Ring Maintenance,2026-07-03,,,,,,
recgUviBWicjuePWV,7,"{""event_id"":""59974"",""data_class"":""26815"",""data_name"":""734) $150 .90m Amateur Jumper II.1"",""data_time"":""12:30 pm"",""data_entries"":""7""}",14909,643,0,20260703,14909|20260703,wec-step1-20260703T200602397Z-step2,"Friday, July 3, 2026",3598,2026-07-03,1,update_schedule.php,.90m Amateur Jumper II.1,false,59974,Indoor 5 - Cassie Goebel,14909|2026-07-03|wec-step1-20260703T200602397Z-step2,14909|26815,26815,2026-07-03T17:24:12.000Z,734) $150 .90m Amateur Jumper II.1,2026-07-03,"[""rec8lQxGIu1Nk0uoX""]",734,12:30 pm,$150,true,
recgaAy2kkFt5rq6b,4,"{""event_id"":""63444"",""data_class"":""27091"",""data_name"":""9009) Ticket School Friday H- 2 8am-3pm"",""data_time"":"""",""data_entries"":""4""}",14909,641,0,20260703,14909|20260703,wec-step1-20260703T200602397Z-step2,"Friday, July 3, 2026",3586,2026-07-03,1,update_schedule.php,Ticket School Friday H- 2 8am-3pm,false,63444,Hunter 2- Robbie Cyphert,14909|2026-07-03|wec-step1-20260703T200602397Z-step2,14909|27091,27091,2026-07-03T04:00:06.000Z,9009) Ticket School Friday H- 2 8am-3pm,2026-07-03,,9009,,,,
recgwqxtTkMz0BmM9,21,"{""event_id"":""59977"",""data_class"":""26806"",""data_name"":""737) $200 1.00m Junior Jumper II.1"",""data_time"":""2:30 pm"",""data_entries"":""21""}",14909,643,0,20260703,14909|20260703,wec-step1-20260703T200602397Z-step2,"Friday, July 3, 2026",3598,2026-07-03,1,update_schedule.php,1.00m Junior Jumper II.1,false,59977,Indoor 5 - Cassie Goebel,14909|2026-07-03|wec-step1-20260703T200602397Z-step2,14909|26806,26806,2026-07-03T19:54:11.000Z,737) $200 1.00m Junior Jumper II.1,2026-07-03,"[""rec8lQxGIu1Nk0uoX""]",737,2:30 pm,$200,true,
rechJz6yUI5RBIQAM,0,"{""event_id"":""65146"",""data_class"":""0"",""data_name"":""Ring Maintenance"",""data_time"":"""",""data_entries"":""0""}",14909,648,0,20260703,14909|20260703,wec-step1-20260703T200602397Z-step2,"Friday, July 3, 2026",4202,2026-07-03,5,update_schedule.php,Ring Maintenance,false,65146,Jumper Annex - Gary Gregory,14909|2026-07-03|wec-step1-20260703T200602397Z-step2,14909|4202|65146,0,2026-07-03T04:00:15.000Z,Ring Maintenance,2026-07-03,,,,,,
recjT8TeapQq7PsVH,2,"{""event_id"":""63431"",""data_class"":""26920"",""data_name"":""526) Children's Pony Equitation Flat"",""data_time"":""11:30 am"",""data_entries"":""2""}",14909,747,0,20260703,14909|20260703,wec-step1-20260703T200602397Z-step2,"Friday, July 3, 2026",4320,2026-07-03,1,update_schedule.php,Children's Pony Equitation Flat,false,63431,Indoor 4 - Lucy Bolton,14909|2026-07-03|wec-step1-20260703T200602397Z-step2,14909|26920,26920,2026-07-03T16:00:20.000Z,526) Children's Pony Equitation Flat,2026-07-03,"[""rec8lQxGIu1Nk0uoX""]",526,11:30 am,,true,
recjbRhKlgiK2Wjla,0,"{""event_id"":""65145"",""data_class"":""0"",""data_name"":""Flat work Equit horses only 6:30am- 7:45am"",""data_time"":"""",""data_entries"":""0""}",14909,648,0,20260703,14909|20260703,wec-step1-20260703T200602397Z-step2,"Friday, July 3, 2026",4202,2026-07-03,5,update_schedule.php,Flat work Equit horses only 6:30am- 7:45am,false,65145,Jumper Annex - Gary Gregory,14909|2026-07-03|wec-step1-20260703T200602397Z-step2,14909|4202|65145,0,2026-07-03T04:00:15.000Z,Flat work Equit horses only 6:30am- 7:45am,2026-07-03,,,,,,
recjlYqQmZiAhUN8r,7,"{""event_id"":""59973"",""data_class"":""26812"",""data_name"":""731) $150 .90m Junior Jumper II.1"",""data_time"":""12:30 pm"",""data_entries"":""7""}",14909,643,0,20260703,14909|20260703,wec-step1-20260703T200602397Z-step2,"Friday, July 3, 2026",3598,2026-07-03,1,update_schedule.php,.90m Junior Jumper II.1,false,59973,Indoor 5 - Cassie Goebel,14909|2026-07-03|wec-step1-20260703T200602397Z-step2,14909|26812,26812,2026-07-03T17:06:12.000Z,731) $150 .90m Junior Jumper II.1,2026-07-03,"[""rec8lQxGIu1Nk0uoX""]",731,12:30 pm,$150,true,
recjzrbPT1fszGsmH,6,"{""event_id"":""63394"",""data_class"":""26906"",""data_name"":""512) Children's Equitation 3'"",""data_time"":""10:30 am"",""data_entries"":""6""}",14909,645,0,20260703,14909|20260703,wec-step1-20260703T200602397Z-step2,"Friday, July 3, 2026",3610,2026-07-03,1,update_schedule.php,Children's Equitation 3',false,63394,Indoor 2 - Jo Walker,14909|2026-07-03|wec-step1-20260703T200602397Z-step2,14909|26906,26906,2026-07-03T15:42:16.000Z,512) Children's Equitation 3',2026-07-03,"[""rec8lQxGIu1Nk0uoX""]",512,10:30 am,,true,2026-07-03
reckFmRMkyNk86riu,1,"{""event_id"":""65143"",""data_class"":""35273"",""data_name"":""9022) Ticket School- Friday Annex until 3pm"",""data_time"":"""",""data_entries"":""1""}",14909,648,0,20260703,14909|20260703,wec-step1-20260703T200602397Z-step2,"Friday, July 3, 2026",4202,2026-07-03,1,update_schedule.php,Ticket School- Friday Annex until 3pm,false,65143,Jumper Annex - Gary Gregory,14909|2026-07-03|wec-step1-20260703T200602397Z-step2,14909|35273,35273,2026-07-03T19:06:17.000Z,9022) Ticket School- Friday Annex until 3pm,2026-07-03,,9022,,,true,
recpEVlLpSlw7bXDZ,15,"{""event_id"":""59921"",""data_class"":""26803"",""data_name"":""755) $500 1.10m Amateur Jumper II.1"",""data_time"":""9:15 am"",""data_entries"":""15""}",14909,642,0,20260703,14909|20260703,wec-step1-20260703T200602397Z-step2,"Friday, July 3, 2026",3592,2026-07-03,1,update_schedule.php,1.10m Amateur Jumper II.1,false,59921,Indoor 6 - Brandon Serpico,14909|2026-07-03|wec-step1-20260703T200602397Z-step2,14909|26803,26803,2026-07-03T14:06:10.000Z,755) $500 1.10m Amateur Jumper II.1,2026-07-03,"[""rec8lQxGIu1Nk0uoX""]",755,9:15 am,$500,true,2026-07-03
recsVwIvsWHGapgDT,6,"{""event_id"":""63400"",""data_class"":""26897"",""data_name"":""503) Equitation 12-14 2'9"",""data_time"":""12:15 pm"",""data_entries"":""6""}",14909,645,0,20260703,14909|20260703,wec-step1-20260703T200602397Z-step2,"Friday, July 3, 2026",3610,2026-07-03,1,update_schedule.php,Equitation 12-14 2'9,false,63400,Indoor 2 - Jo Walker,14909|2026-07-03|wec-step1-20260703T200602397Z-step2,14909|26897,26897,2026-07-03T17:48:14.000Z,503) Equitation 12-14 2'9,2026-07-03,"[""rec8lQxGIu1Nk0uoX""]",503,12:15 pm,,true,
rectZUCG7chqt1tQW,4,"{""event_id"":""63399"",""data_class"":""26902"",""data_name"":""508) Equitation 15-17 Flat"",""data_time"":""11:30 am"",""data_entries"":""4""}",14909,645,0,20260703,14909|20260703,wec-step1-20260703T200602397Z-step2,"Friday, July 3, 2026",3610,2026-07-03,1,update_schedule.php,Equitation 15-17 Flat,false,63399,Indoor 2 - Jo Walker,14909|2026-07-03|wec-step1-20260703T200602397Z-step2,14909|26902,26902,2026-07-03T04:00:13.000Z,508) Equitation 15-17 Flat,2026-07-03,"[""rec8lQxGIu1Nk0uoX""]",508,11:30 am,,,
recttXBaxa87YSAIq,5,"{""event_id"":""63395"",""data_class"":""26907"",""data_name"":""513) Children's Equitation 3'"",""data_time"":""10:30 am"",""data_entries"":""5""}",14909,645,0,20260703,14909|20260703,wec-step1-20260703T200602397Z-step2,"Friday, July 3, 2026",3610,2026-07-03,1,update_schedule.php,Children's Equitation 3',false,63395,Indoor 2 - Jo Walker,14909|2026-07-03|wec-step1-20260703T200602397Z-step2,14909|26907,26907,2026-07-03T15:54:16.000Z,513) Children's Equitation 3',2026-07-03,"[""rec8lQxGIu1Nk0uoX""]",513,10:30 am,,true,2026-07-03
recuYNjMO7Q4VpZjl,9,"{""event_id"":""65142"",""data_class"":""35271"",""data_name"":""537) USHJA Jumping Seat Medal 3'3"",""data_time"":""8:30 am"",""data_entries"":""9""}",14909,648,0,20260703,14909|20260703,wec-step1-20260703T200602397Z-step2,"Friday, July 3, 2026",4202,2026-07-03,1,update_schedule.php,USHJA Jumping Seat Medal 3'3,false,65142,Jumper Annex - Gary Gregory,14909|2026-07-03|wec-step1-20260703T200602397Z-step2,14909|35271,35271,2026-07-03T14:12:17.000Z,537) USHJA Jumping Seat Medal 3'3,2026-07-03,"[""rec8lQxGIu1Nk0uoX""]",537,8:30 am,,true,2026-07-03
recusr8Md3A1PgduS,0,"{""event_id"":""65121"",""data_class"":""0"",""data_name"":""Ring Maintenance"",""data_time"":"""",""data_entries"":""0""}",14909,643,0,20260703,14909|20260703,wec-step1-20260703T200602397Z-step2,"Friday, July 3, 2026",3598,2026-07-03,5,update_schedule.php,Ring Maintenance,false,65121,Indoor 5 - Cassie Goebel,14909|2026-07-03|wec-step1-20260703T200602397Z-step2,14909|3598|65121,0,2026-07-03T04:00:09.000Z,Ring Maintenance,2026-07-03,,,,,,
recvF0wMarJPgeaCs,13,"{""event_id"":""59813"",""data_class"":""26910"",""data_name"":""516) Low Children's Equitation 2'6"",""data_time"":""2:00 pm"",""data_entries"":""13""}",14909,645,0,20260703,14909|20260703,wec-step1-20260703T200602397Z-step2,"Friday, July 3, 2026",3610,2026-07-03,1,update_schedule.php,Low Children's Equitation 2'6,false,59813,Indoor 2 - Jo Walker,14909|2026-07-03|wec-step1-20260703T200602397Z-step2,14909|26910,26910,2026-07-03T20:06:16.000Z,516) Low Children's Equitation 2'6,2026-07-03,"[""rec8lQxGIu1Nk0uoX""]",516,2:00 pm,,true,
recx63Z32lHxqnjDK,8,"{""event_id"":""63393"",""data_class"":""26905"",""data_name"":""511) Adult Equitation Flat"",""data_time"":""10:00 am"",""data_entries"":""8""}",14909,645,0,20260703,14909|20260703,wec-step1-20260703T200602397Z-step2,"Friday, July 3, 2026",3610,2026-07-03,1,update_schedule.php,Adult Equitation Flat,false,63393,Indoor 2 - Jo Walker,14909|2026-07-03|wec-step1-20260703T200602397Z-step2,14909|26905,26905,2026-07-03T13:42:15.000Z,511) Adult Equitation Flat,2026-07-03,"[""rec8lQxGIu1Nk0uoX""]",511,10:00 am,,true,2026-07-03
recx6Ei3fWe214qa6,0,"{""event_id"":""57781"",""data_class"":""0"",""data_name"":""FEI Horses Only"",""data_time"":"""",""data_entries"":""0""}",14909,646,0,20260703,14909|20260703,wec-step1-20260703T200602397Z-step2,"Friday, July 3, 2026",3616,2026-07-03,5,update_schedule.php,FEI Horses Only,false,57781,Indoor 3,14909|2026-07-03|wec-step1-20260703T200602397Z-step2,14909|3616|57781,0,2026-07-03T04:00:14.000Z,FEI Horses Only,2026-07-03,,,,,,
recxUiyIredbUaxI1,2,"{""event_id"":""63434"",""data_class"":""26917"",""data_name"":""523) Pony Equitation Flat"",""data_time"":""12:15 am"",""data_entries"":""2""}",14909,747,0,20260703,14909|20260703,wec-step1-20260703T200602397Z-step2,"Friday, July 3, 2026",4320,2026-07-03,1,update_schedule.php,Pony Equitation Flat,false,63434,Indoor 4 - Lucy Bolton,14909|2026-07-03|wec-step1-20260703T200602397Z-step2,14909|26917,26917,2026-07-03T16:48:18.000Z,523) Pony Equitation Flat,2026-07-03,"[""rec8lQxGIu1Nk0uoX""]",523,12:15 am,,true,
recxnqBELIQfZ21hf,4,"{""event_id"":""63397"",""data_class"":""26900"",""data_name"":""506) Equitation 15-17 3'3"",""data_time"":""11:45 am"",""data_entries"":""4""}",14909,645,0,20260703,14909|20260703,wec-step1-20260703T200602397Z-step2,"Friday, July 3, 2026",3610,2026-07-03,1,update_schedule.php,Equitation 15-17 3'3,false,63397,Indoor 2 - Jo Walker,14909|2026-07-03|wec-step1-20260703T200602397Z-step2,14909|26900,26900,2026-07-03T16:42:12.000Z,506) Equitation 15-17 3'3,2026-07-03,"[""rec8lQxGIu1Nk0uoX""]",506,11:45 am,,true,
recxxk90f5I7daxcP,0,"{""event_id"":""65119"",""data_class"":""0"",""data_name"":""Ring Maintenance"",""data_time"":"""",""data_entries"":""0""}",14909,642,0,20260703,14909|20260703,wec-step1-20260703T200602397Z-step2,"Friday, July 3, 2026",3592,2026-07-03,5,update_schedule.php,Ring Maintenance,false,65119,Indoor 6 - Brandon Serpico,14909|2026-07-03|wec-step1-20260703T200602397Z-step2,14909|3592|65119,0,2026-07-03T04:00:07.000Z,Ring Maintenance,2026-07-03,,,,,,
recyPJcxGuO9pcepU,20,"{""event_id"":""59657"",""data_class"":""26869"",""data_name"":""405) $5,000 USHJA National Hunter Derby 3' Jr/Am"",""data_time"":""10:15 am"",""data_entries"":""20""}",14909,644,0,20260703,14909|20260703,wec-step1-20260703T200602397Z-step2,"Friday, July 3, 2026",3604,2026-07-03,1,update_schedule.php,USHJA National Hunter Derby 3' Jr/Am,false,59657,Indoor 1- Sarah Haas,14909|2026-07-03|wec-step1-20260703T200602397Z-step2,14909|26869,26869,2026-07-03T16:06:13.000Z,"405) $5,000 USHJA National Hunter Derby 3' Jr/Am",2026-07-03,"[""rec8lQxGIu1Nk0uoX""]",405,10:15 am,"$5,000",true,2026-07-03
recyzQLgvFavJ9pUb,17,"{""event_id"":""59969"",""data_class"":""27083"",""data_name"":""607) .75m Jumper Open IV.1"",""data_time"":""9:00 am"",""data_entries"":""17""}",14909,643,0,20260703,14909|20260703,wec-step1-20260703T200602397Z-step2,"Friday, July 3, 2026",3598,2026-07-03,1,update_schedule.php,.75m Jumper Open IV.1,false,59969,Indoor 5 - Cassie Goebel,14909|2026-07-03|wec-step1-20260703T200602397Z-step2,14909|27083,27083,2026-07-03T14:30:13.000Z,607) .75m Jumper Open IV.1,2026-07-03,"[""rec8lQxGIu1Nk0uoX""]",607,9:00 am,,true,2026-07-03
reczJKvB8QrJL1hBr,4,"{""event_id"":""63398"",""data_class"":""26901"",""data_name"":""507) Equitation 15-17 3'3"",""data_time"":""11:45 am"",""data_entries"":""4""}",14909,645,0,20260703,14909|20260703,wec-step1-20260703T200602397Z-step2,"Friday, July 3, 2026",3610,2026-07-03,1,update_schedule.php,Equitation 15-17 3'3,false,63398,Indoor 2 - Jo Walker,14909|2026-07-03|wec-step1-20260703T200602397Z-step2,14909|26901,26901,2026-07-03T16:54:16.000Z,507) Equitation 15-17 3'3,2026-07-03,"[""rec8lQxGIu1Nk0uoX""]",507,11:45 am,,true,
reczKZ86IiCkHl5wt,6,"{""event_id"":""63402"",""data_class"":""26899"",""data_name"":""505) Equitation 12-14 Flat"",""data_time"":""12:00 am"",""data_entries"":""6""}",14909,645,0,20260703,14909|20260703,wec-step1-20260703T200602397Z-step2,"Friday, July 3, 2026",3610,2026-07-03,1,update_schedule.php,Equitation 12-14 Flat,false,63402,Indoor 2 - Jo Walker,14909|2026-07-03|wec-step1-20260703T200602397Z-step2,14909|26899,26899,2026-07-03T04:00:13.000Z,505) Equitation 12-14 Flat,2026-07-03,"[""rec8lQxGIu1Nk0uoX""]",505,12:00 am,,,
