record_id,show_no,entry_no,entry_display,horse,horse_display,rider,rider_display,trainer,trainer_display,active
recEI0YkmBLtGklD6,14906,1848,1848,Mystery Man,Mystery Man,Schuyler Dayner,Schuyler,Heather Dayner,Heather Dayner,1
recEYzAWJtKTMKxhT,14906,1569,1569,Rondalla Ls,Rondalla Ls,Antonio J. Martinez,Antonio,Antonio J. Martinez,Antonio J. Martinez,1
recEZqAaLXIqWFEM1,14906,1462,1462,Pavarotti Van De Schutskooi,Pavarotti Van De Schutskooi,Cormac Hanley,Cormac,Thea N. Stinnett,Thea N. Stinnett,1
recEffmo1q5bLQKId,14906,2131,2131,Unbridled Bond,Unbridled Bond,Ainsley Colvin,Ainsley Colvin,Maisie Wagner,Maisie Wagner,1
recEiVFckiGl6vosq,14906,2114,2114,Picture Me,Picture Me,Marli Scott,Marli Scott,Katie Rudnick,Katie Rudnick,1
recEkFqamrTfpSxMi,14906,1744,1744,Diatoon Blue Ps,Diatoon Blue Ps,Madison Rose,Madison,Madison Rose,Madison Rose,1
recEmcKd7RW2NEeOK,14906,2726,2726,Lightning Pj,Lightning Pj,Chloe Mouton,Chloe Mouton,Chloe Mouton,Chloe Mouton,1
recEoFwhtXkzQI3E6,14906,1082,1082,Skat 15,Skat 15,Laura Linback,Laura,Troy Linback,Troy Linback,1
recEowePriWsC8ik3,14906,1778,1778,Lisdeen Lady Kvj,Lisdeen Lady Kvj,Antonio J. Martinez,Antonio,Antonio J. Martinez,Antonio J. Martinez,1
recEqZqbeLMd1XiVB,14906,126,126,Hendrick Des Forets,Hendrick Des Forets,Jodie Camberg,Jodie,Megan Wexler,Megan Wexler,1
recF0W8eoTTbrb02f,14906,1181,1181,Kentucky N,Kentucky N,Wilton J. Porter,Wilton,Wilton J. Porter,Wilton J. Porter,1
recF2g68sPDG6VP8g,14906,2074,2074,Carlina,Carlina,,,,,1
recF4cj2RXKDMSliP,14906,2998,2998,Granslam De Lezellec,Granslam De Lezellec,Lilly Mack,Lilly,Dennis Mitchell,Dennis Mitchell,1
recF8OUcyPZuRkfxm,14906,1440,1440,Maeberry,Maeberry,Matthew Le Master,Matthew,Matthew Le Master,Matthew Le Master,1
recFErNmkCCvUfXDw,14906,1719,1719,Harthill Magician,Harthill Magician,Justine L. Dutton Barnard,Justine L. Dutton Barnard,Justine L. Dutton Barnard,Justine L. Dutton Barnard,1
recFHbfpKiKSr9rgq,14906,1779,1779,Lowie Van De Opstal,Lowie Van De Opstal,Athena Lekkas,Athena Lekkas,Antonio J. Martinez,Antonio J. Martinez,1
recFIql8NQczd9Ery,14906,1426,1426,Orchidee Vd Bisschop,Orchidee Vd Bisschop,Devin A. Seek,Devin A. Seek,Stefano Baruzzo,Stefano Baruzzo,1
recFIucAwqNnrCEri,14906,1743,1743,Tillman,Tillman,Aidan Murphy,Aidan,Candice King,Candice King,1
recFPompwNuUcxVJg,14906,1576,1576,Cadenza,Cadenza,Kelsey Duffy,Kelsey,Kelsey Duffy,Kelsey Duffy,1
recFWVWeiAyXXNZ1q,14906,1753,1753,Cecilija,Cecilija,Tyra Cleary,Tyra Cleary,Terry Gonzalez,Terry Gonzalez,1
recFZqfjjBg2iwfJO,14906,2725,2725,Coeur D'honneur,Coeur D'honneur,Jennifer Phethean,Jennifer,Jennifer Phethean,Jennifer Phethean,1
recFa588ULfAZelY7,14906,1742,1742,Mason,Mason,Aidan Murphy,Aidan,Candice King,Candice King,1
recFb6XxY2PYTnFAi,14906,2879,2879,Mick Jagger,Mick Jagger,Sharn L. Wordley,Sharn,Sharn L. Wordley,Sharn L. Wordley,1
recFfJUbnQtbefgoX,14906,1509,1509,Amuze Bouche,Amuze Bouche,Wendy J. Hechler,Wendy,Wendy J. Hechler,Wendy J. Hechler,1
recFilGQOdQJWtF4n,14906,1698,1698,Orchard Hills Best Dressed,Orchard Hills Best Dressed,Ryan Haselden,Ryan,Lindsay Haselden,Lindsay Haselden,1
recFn1mUqnRymx1oy,14906,1908,1908,Gosset Rose,Gosset Rose,Evana Somareddy,Evana Somareddy,Heather Dayner,Heather Dayner,1
recG0ObOIx4SWYBfZ,14906,3040,3040,Olivia Ve,Olivia Ve,Anthony Sauriol,Anthony,Anthony Sauriol,Anthony Sauriol,1
recG2OVyitHn9s0Ns,14906,1595,1595,Levano,Levano,Sarah E. Turner,Sarah,Ben Taylor,Ben Taylor,1
recG4NPYs6LUAyjtd,14906,1458,1458,Sweeter Than Fiction,Sweeter Than Fiction,Addy Dewalt,Addy,Wendy J. Hechler,Wendy J. Hechler,1
recG7ZESHapLjzCLG,14906,2398,2398,Zenith Casall You Got,Zenith Casall You Got,Molly Adams,Molly Adams,David Cameron,David Cameron,1
recGFiJ6cMzhPin8q,14906,1003,1003,Daizi De Beaufour,Daizi De Beaufour,Rita de Goes,Rita,Juan Benítez,Juan Benítez,1
recGKqV4V8wQLmIO4,14906,2011,2011,Fpf First Edition,Fpf First Edition,Jenny Miller,Jenny Miller,Jenny Miller,Jenny Miller,1
recGRczw4eXlBMkK6,14906,2846,2846,KS Barbie,KS Barbie,Maleah Lang Mcmahon,Maleah,Maleah Lang Mcmahon,Maleah Lang Mcmahon,1
recGS7VKuqwRHs47B,14906,2164,2164,Bellagio,Bellagio,Jenelle Branom,Jenelle Branom,Jenelle Branom,Jenelle Branom,1
recGUgEWq3kKZIevT,14906,2939,2939,Luke Skywalker,Luke Skywalker,Ariane Harris,Ariane Harris,Marissa Creviston,Marissa Creviston,1
recGdLYbzVtS8Q2ji,14906,1649,1649,Chacoons Gisa Blue Z,Chacoons Gisa Blue Z,Kyle Dewar,Kyle,Kyle Dewar,Kyle Dewar,1
recHFLwyRYGy4cKNa,14906,1763,1763,Dominic Toretto,Dominic Toretto,Ashlee Bond,Ashlee,Ashlee Bond,Ashlee Bond,1
recHI4yrp2NFdPoy4,14906,2982,2982,Cylano,Cylano,Savannah Groselle,Savannah,Savannah Groselle,Savannah Groselle,1
recHRio76gkDwcBrS,14906,1340,1340,Light Blue Mystic Rose,Light Blue Mystic Rose,Juan M. Bolanos,Juan,Juan M. Bolanos,Juan M. Bolanos,1
recHX5P9TK4TYXgVf,14906,2069,2069,Bizzy Sh,Bizzy Sh,Jordan Petersen,Jordan,Jared P. Petersen,Jared P. Petersen,1
recHZbJYccRY2KuMe,14906,1931,1931,Cotentin Des Roques,Cotentin Des Roques,Windsor Ryan,Windsor Ryan,Traci A. Weston,Traci A. Weston,1
recHazRoKQXJgpW96,14906,2717,2717,Catoki's Fly Girl,Catoki's Fly Girl,Campbell Lear,Campbell,Pamela Gomez,Pamela Gomez,1
recHb7nYCyxL0yEEM,14906,2564,2564,Larcelo,Larcelo,Spencer Brittan,Spencer,Spencer Brittan,Spencer Brittan,1
recHdfTDJcesQMSdN,14906,1880,1880,Poliana Van Op De Berg,Poliana Van Op De Berg,Alberto Sarmiento,Alberto,Juan M. Bolanos,Juan M. Bolanos,1
recHs8RP528qvk0N3,14906,2715,2715,Living The Dream,Living The Dream,Aidan Murphy,Aidan,Candice King,Candice King,1
recHty4PZ51DfdrOL,14906,2098,2098,James Bond,James Bond,Isaac Leffkowitz,Isaac Leffkowitz,Isaac Leffkowitz,Isaac Leffkowitz,1
recHy72LAvDJQ6toq,14906,1695,1695,I Jump D'authuit,I Jump D'authuit,Declan Egan,Declan,Declan Egan,Declan Egan,1
recHyHhVdVkhcmkRB,14906,2938,2938,Grand Colbert Rtg,Grand Colbert Rtg,Ariane Harris,Ariane Harris,Ariane Harris,Ariane Harris,1
recHyN19AKl4BWiCZ,14906,2836,2836,Forseti,Forseti,Ben Taylor,Ben,Ben Taylor,Ben Taylor,1
recI8Aeh6KyBGtUTc,14906,1837,1837,Os Quincy,Os Quincy,Rebecca Warth,Rebecca,Rebecca Warth,Rebecca Warth,1
recIILOTkzdwkPqea,14906,2713,2713,Superman Eh,Superman Eh,Juan E. Hidalgo,Juan,Juan E. Hidalgo,Juan E. Hidalgo,1
recILcoLqiRnvt23v,14906,1672,1672,Isadora S,Isadora S,Kamal Gabrie,Kamal Gabrie,Juan A. Rodriguez Silva,Juan A. Rodriguez Silva,1
recIM5iX7O0l4QqCT,14906,2969,2969,Kismet,Kismet,Joshua Tabor,Joshua,Joshua Tabor,Joshua Tabor,1
recINCGddD6yZMriD,14906,2521,2521,Excel Star Fair Play,Excel Star Fair Play,Alexandra Hird,Alexandra,August Torsilieri,August Torsilieri,1
recIQVgKeN2LNZnrj,14906,1684,1684,Gelano,Gelano,Jessica Collins,Jessica,Jessica Collins,Jessica Collins,1
recISqJY9P7QLFTtw,14906,2290,2290,Castello Z,Castello Z,Declan Egan,Declan,Declan Egan,Declan Egan,1
recIZlv5njbVi0Nxl,14906,2168,2168,Alejandro Fcf,Alejandro Fcf,Averie Foss,Averie Foss,Matthias Hollberg,Matthias Hollberg,1
recIcH8Q9JMVfQglf,14906,2722,2722,de Lisle Apollo,de Lisle Apollo,Mia Smith,Mia,David Cameron,David Cameron,1
recIem3eXtuwqkBpL,14906,1288,1288,Cash The First Des Rosiers Z,Cash The First Des Rosiers Z,Angela Swanson,Angela,Angela Swanson,Angela Swanson,1
recIhMfEjFOm4OBbI,14906,1592,1592,Oakland,Oakland,Belen Guarderas,Belen,Juan M. Bolanos,Juan M. Bolanos,1
recIi4MEO7GyvJqKG,14906,2626,2626,Quicksilver Hercules,Quicksilver Hercules,,,,,1
recIknyTzybO0tSwd,14906,2956,2956,Cornetta Lazar,Cornetta Lazar,Kirk Webby,Kirk,Kirk Webby,Kirk Webby,1
recIlgMW1ejpGgIE3,14906,2182,2182,Outlaw,Outlaw,Isabella Agliano,Isabella,Robert P. Stucky,Robert P. Stucky,1
recIsgyCC9k8b5fCm,14906,2106,2106,Levitate Fw Z,Levitate Fw Z,Isaac Leffkowitz,Isaac Leffkowitz,Isaac Leffkowitz,Isaac Leffkowitz,1
recIypiFssfzPh7qm,14906,1326,1326,The Getaway Car,The Getaway Car,Lanie Nash,Lanie,Dawn Hersey,Dawn Hersey,1
recIzehtQuF1GS1Mz,14906,1277,1277,Reelz,Reelz,Mallory Vale,Mallory,Ben Taylor,Ben Taylor,1
recJ2N6GUDzAQ66R5,14906,1919,1919,Carla,Carla,Selcuk Koksalan,Selcuk,Selcuk Koksalan,Selcuk Koksalan,1
recJ3UqDyllaCAglQ,14906,1867,1867,Orindus W,Orindus W,Celso Ariani,Celso,Celso Ariani,Celso Ariani,1
recJ4NWtwjlgWB5Zp,14906,2394,2394,Bambina,Bambina,Elin Mossberg,Elin,Patrick R. Wilcher,Patrick R. Wilcher,1
recJHYRElkwolfSEq,14906,2141,2141,So Dashing,So Dashing,Jane C. Ehrhart,Jane,Jane C. Ehrhart,Jane C. Ehrhart,1
recJJuRLOBAHL5kcg,14906,1961,1961,Fernhill Athletico Z,Fernhill Athletico Z,Lauren E. Hough,Lauren,Lauren E. Hough,Lauren E. Hough,1
recJK0GVhpxF0XD36,14906,2020,2020,Kannador,Kannador,Clark Montgomery,Clark,Molly A. Kenney,Molly A. Kenney,1
recJQOMHixtKzkxGz,14906,2047,2047,Bangkok,Bangkok,Ana Sofia Rodriguez,Ana Sofia Rodriguez,Juan A. Rodriguez Silva,Juan A. Rodriguez Silva,1
recJT9v8bWD7VMxpO,14906,1038,1038,Kindly,Bee,Tanner Korotkin,Tanner,Alan Korotkin,CWF,1
recJfg4wJMkdEpx9m,14906,160,160,The Golden Road,The Golden Road,Camille Maynard,Camille,Camille Maynard,Camille Maynard,1
recJuDUOmFVaMsUEd,14906,141,141,Sternmarke 3,Sternmarke 3,Wilton J. Porter,Wilton,Wilton J. Porter,Wilton J. Porter,1
recK4fk5IS1EPZ4z1,14906,2313,2313,Mtm Bubba,Mtm Bubba,Ellham Memari,Ellham,Michael J. Mccormick,Michael J. Mccormick,1
recKBQJJB72VmxEj9,14906,2942,2942,Ten Pin Ally,Ten Pin Ally,Windsor Ryan,Windsor Ryan,Traci A. Weston,Traci A. Weston,1
recKPimrHjDSJCbJW,14906,1030,1030,Hermes D'armanville,Hermes D'armanville,Tanner Korotkin,Tanner Korotkin,Alan Korotkin,Alan Korotkin,1
recKQc8FIWEv0zD7f,14906,2149,2149,Ferris Bueller,Ferris Bueller,Kimberly Tobias,Kimberly,Abby Strohmeyer,Abby Strohmeyer,1
recKW4U4oeowAzAG0,14906,1568,1568,Picobella De Pot,Picobella De Pot,Antonio J. Martinez,Antonio,Antonio J. Martinez,Antonio J. Martinez,1
recKZtBqdXWSfdJP3,14906,1854,1854,Keira Usa,Keira Usa,Madison Wayda Smith,Madison,Kyle Dewar,Kyle Dewar,1
recKahgfXa7xbeZ1t,14906,2027,2027,Lagegonda Fz,Lagegonda Fz,Clark Montgomery,Clark,Clark Montgomery,Clark Montgomery,1
recKcYv5A7peie9dW,14906,2794,2794,Joylon Gb,Joylon Gb,Eva Bernstein,Eva,Matt Martin,Matt Martin,1
recKf9uorI8nw0z5l,14906,1279,1279,Samba Do Brasil,Samba Do Brasil,Aaron Vale,Aaron,Ben Taylor,Ben Taylor,1
recKi6qUvYh12cWYj,14906,2718,2718,Lucas 274,Lucas 274,Valeska Furlong,Valeska,Pamela Gomez,Pamela Gomez,1
recKmuCb4PkIDdbvP,14906,1301,1301,Quatro,Quatro,Lanie Nash,Lanie,Dawn Hersey,Dawn Hersey,1
recKnpes6SEjkV7pz,14906,1865,1865,Libera Lux Di Alma Terra,Libera Lux Di Alma Terra,Celso Ariani,Celso Ariani,Celso Ariani,Celso Ariani,1
recKqQzhbfKxF94HK,14906,2977,2977,Dialey Ak,Dialey Ak,Helen Goddard,Helen,Helen Goddard,Helen Goddard,1
recKudLyrLWKeNdxA,14906,1741,1741,Ralvero Vdl,Ralvero Vdl,Mike Holtkamp,Mike Holtkamp,Mike Holtkamp,Mike Holtkamp,1
recKvCPQXpkZxHALi,14906,2823,2823,Conlando 55,Conlando 55,John M. Struzzieri,John,Ryan Michael Genn,Ryan Michael Genn,1
recKvJQ41PmPPNBFi,14906,1911,1911,Quick Moon,Quick Moon,Evana Somareddy,Evana Somareddy,Heather Dayner,Heather Dayner,1
recKz5mZ1p6WVaQrA,14906,2835,2835,Gladstone,Gladstone,Shelby Heyer,Shelby Heyer,Lauren Schweppe,Lauren Schweppe,1
recKzDfntCx1MMtAY,14906,3001,3001,Kilenka Gl,Kilenka Gl,Alyssa Amberge,Alyssa,Alyssa Amberge,Alyssa Amberge,1
recL1SsZsFHnzYjRl,14906,2142,2142,Bellefleur Z,Bellefleur Z,Carson L. Ruff,Carson,Carson L. Ruff,Carson L. Ruff,1
recL4jKm0eoF4WCaH,14906,1866,1866,Mckenzie Z,Mckenzie Z,Celso Ariani,Celso,Celso Ariani,Celso Ariani,1
recL5WOVEUlD6bwan,14906,2079,2079,Orange Blossom Na,Orange Blossom Na,Sarah Kerins,Sarah,Darragh Kerins,Darragh Kerins,1
recL79rQFdXMiytEa,14906,1671,1671,Il Etait Une Fois A Rivereuille,Il Etait Une Fois A Rivereuille,Ana Sofia Rodriguez,Ana Sofia Rodriguez,Juan A. Rodriguez Silva,Juan A. Rodriguez Silva,1
recLBWor6xkC0nJOx,14906,139,139,Etonemoi Del Cabalero,Etonemoi Del Cabalero,Tanner Korotkin,Tanner Korotkin,Alan Korotkin,Alan Korotkin,1
recLJrOuDzuNMTQCU,14906,2805,2805,Dorien,Dorien,Leslie Taylor,Leslie Taylor,Derek Van Der Burgh,Derek Van Der Burgh,1
recLT7QRZdjY1XWGU,14906,1932,1932,Florian,Florian,Windsor Ryan,Windsor,Traci A. Weston,Traci A. Weston,1
recLTmLCPw5lgjbVj,14906,1694,1694,Hector Du Gue,Hector Du Gue,Ryan Haselden,Ryan,Declan Egan,Declan Egan,1
recLe5HKdO4Ch1uW8,14906,2386,2386,Marvick,Marvick,Sierra Montgomery,Sierra,Lisa Hasenbeck,Lisa Hasenbeck,1
recLeXGaasG5rMb5L,14906,1692,1692,Cruise Mor,Cruise Mor,Lindsay Haselden,Lindsay,Lindsay Haselden,Lindsay Haselden,1
recLjMKKG4rDvPOy3,14906,1004,1004,Don Diego Hdd II,Don Diego Hdd II,Rita de Goes,Rita de Goes,Juan Benítez,Juan Benítez,1
recLruOIbdzzznMUu,14906,1573,1573,Vaillant Fz Rwb,Vaillant Fz Rwb,Antonio J. Martinez,Antonio J. Martinez,Antonio J. Martinez,Antonio J. Martinez,1
recLvWuP2J8cSVcb4,14906,155,155,Nimbus Rfb,Nimbus Rfb,Aaron Vale,Aaron,Ben Taylor,Ben Taylor,1
recLzsSI5ImoRFuuv,14906,1648,1648,Cerveza De Barril,Cerveza De Barril,Riley Hilliard,Riley Hilliard,Kyle Dewar,Kyle Dewar,1
recM1V8ZmP1ZDK5fp,14906,1029,1029,Halo,Paisley,Carsyn Korotkin,Carsyn,Alan Korotkin,CWF,1
recM1mGbDxboroFgQ,14906,1297,1297,La La Land,LaLa,Christina Faninger,Christina,Alan Korotkin,CWF,1
recM4F3aWl3O07VeU,14906,159,159,S&l Protector,S&l Protector,Ciaran Flynn,Ciaran,Michael J. Mccormick,Michael J. Mccormick,1
recMDcq9uN5X1rDjh,14906,3031,3031,Ozone Vdl,Ozone Vdl,Patrick R. Wilcher,Patrick R. Wilcher,Patrick R. Wilcher,Patrick R. Wilcher,1
recMGucKzTW2VvRV4,14906,1988,1988,Uphoria Di June,Uphoria Di June,Sarah Gordon,Sarah Gordon,Sarah Gordon,Sarah Gordon,1
recMHkHP94rBg1MfE,14906,2973,2973,Khan Of Ballmore,Khan Of Ballmore,Mari Gromkowski,Mari,Mari Gromkowski,Mari Gromkowski,1
recMR6m9Bk1EksRAk,14906,1497,1497,True Love's Kiss,True Love's Kiss,Katherine Addington,Katherine Addington,Bibby F. Hill,Bibby F. Hill,1
recMVxMSrs3FRRYBF,14906,105,105,Hopefull Menjoulet,Hopefull Menjoulet,Taylor St Jacques,Taylor,Taylor St Jacques,Taylor St Jacques,1
recMWVCsnuFxNS8t1,14906,1514,1514,Glamour Des Forets,Glamour Des Forets,Bowers A. Cone,Bowers,Stephen Dicarlo,Stephen Dicarlo,1
recMhBycg7yN8Y4g2,14906,1017,1017,Défi De La Roque,Défi De La Roque,Juan Benítez,Juan,Juan Benítez,Juan Benítez,1
recMk2zeczItF2s3g,14906,1883,1883,Untouchable's Unique,Untouchable's Unique,Dominic Arnold,Dominic,Alyssa Venn,Alyssa Venn,1
recMl7T8npEco3A2D,14906,1876,1876,Churchill Blue,Churchill Blue,Dorothy Douglas,Dorothy,Tara G. Bostwick,Tara G. Bostwick,1
recMlcP9J5BfsR5Nh,14906,1294,1294,The Real Slim Shady,The Real Slim Shady,Elleana Bender,Elleana Bender,Lindsay Barrack,Lindsay Barrack,1
recMw3vZvAvTFLYOW,14906,1774,1774,Endeavor In His Name,Endeavor In His Name,Alyson Jones,Alyson,Kim Taylor,Kim Taylor,1
recN0sT2reQTFi1Da,14906,1460,1460,Cognac Vh Gebergte Z,Cognac Vh Gebergte Z,Cormac Hanley,Cormac,Thea N. Stinnett,Thea N. Stinnett,1
recNKgqZa5hxOLbfq,14906,2396,2396,Psj Hana 6,Psj Hana 6,Elin Mossberg,Elin Mossberg,Patrick R. Wilcher,Patrick R. Wilcher,1
recNMq45IIW6vAlQY,14906,1002,1002,Balou's Paul Ps,Balou's Paul Ps,Diego Gaspar De Goes,Diego,Juan Benítez,Juan Benítez,1
recNSanExf7hcOBoM,14906,1700,1700,Chacoons Bellis Z,Chacoons Bellis Z,Todd D. Minikus,Todd,Todd D. Minikus,Todd D. Minikus,1
recNSqR2GLBH1gzvl,14906,2177,2177,Ata Fe Dulce,Ata Fe Dulce,Lyla Roberts,Lyla,Mario Garcia,Mario Garcia,1
recNVaEWSnFbWs024,14906,2529,2529,Kascaya Z,Kascaya Z,Miranda Gabrielli,Miranda Gabrielli,Gianni Gabrielli,Gianni Gabrielli,1
recNfeoH2LrS54hVE,14906,3043,3043,Playground,Playground,Dorothy Douglas,Dorothy,Jelmer Hoekstra,Jelmer Hoekstra,1
recNgH57AAv2QuVR2,14906,1217,1217,Dream Boat,Dream Boat,Megan Wexler,Megan,Megan Wexler,Megan Wexler,1
recNhGu8Ypiw7ym9f,14906,1083,1083,Col De Knolton,Col De Knolton,Harper Conway,Harper Conway,Conan Conway,Conan Conway,1
recNjbOAcTg809hYR,14906,1827,1827,Frosty Hd,Frosty Hd,Lia Screnci,Lia Screnci,Lia Screnci,Lia Screnci,1
recNmPji96bx60SCQ,14906,2308,2308,Sunset's Pirouette,Sunset's Pirouette,Ada Rose Walker,Ada Rose Walker,Darragh Kerins,Darragh Kerins,1
recNuQZgLFZzx6m0C,14906,133,133,My Diamant,My Diamant,Laura Gaither,Laura,Laura Gaither,Laura Gaither,1
recNuRyQtxfcZtq8r,14906,3100,3100,Navigator,Navigator,Lainey Posa,Lainey Posa,Alan Korotkin,Alan Korotkin,1
recNx8OaYNInxl0xh,14906,2527,2527,Charme Z,Charme Z,Melanie Mendoza,Melanie Mendoza,Gianni Gabrielli,Gianni Gabrielli,1
recO3sBM1Ej8rFE5M,14906,2199,2199,Tobias Van Kreyel Mc,Tobias Van Kreyel Mc,Lauren Balcomb,Lauren,Sharn L. Wordley,Sharn L. Wordley,1
recO6KU4WirqGei7w,14906,1586,1586,Castlefield Dream,Castlefield Dream,Captain Brian Cournane,Captain Brian Cournane,Captain Brian Cournane,Captain Brian Cournane,1
recOAX1RDtyWEjryg,14906,1071,1071,Tolu,Tolu,,,,,1
recOMmK8MSH3g7A94,14906,2002,2002,Lolita Z,Lolita Z,Sienna Jones,Sienna Jones,Raishun Burch,Raishun Burch,1
recOQJY6MEQg7VRgJ,14906,2162,2162,Paulownia,Paulownia,Josh Dolan,Josh,Josh Dolan,Josh Dolan,1
recOfLdHsiYbcIuT8,14906,1455,1455,Phoenix Air,Phoenix Air,Lanie Nash,Lanie,Dawn Hersey,Dawn Hersey,1
recOj7oe5IWRqLGu4,14906,1327,1327,Online,Online,Clark Montgomery,Clark,Clark Montgomery,Clark Montgomery,1
recOlHBWITPhZK4g5,14906,1735,1735,Cachaca Pitu Lhf,Cachaca Pitu Lhf,Marcus Gruenthal,Marcus,Marcus Gruenthal,Marcus Gruenthal,1
recOpcMSGzNAaHJ87,14906,2733,2733,Balisto,Balisto,Maya Denis,Maya,Joachim Englert,Joachim Englert,1
recOpmNMHcQpdCtC9,14906,1522,1522,Calid 3,Calid 3,Jake Evans,Jake,Jake Evans,Jake Evans,1
recOrQbqhd52tVKex,14906,2004,2004,Apollo,Apollo,Ashley Romano,Ashley Romano,Ashley Romano,Ashley Romano,1
recOy3ctcaxKys2cW,14906,2840,2840,Gabriella T,Gabriella T,Mary Collier Pope,Mary,Andras Szieberth,Andras Szieberth,1
recP069o09wRfHVzl,14906,2609,2609,Numero Dos,Numero Dos,Peyton Krumin,Peyton Krumin,Jasmine Walsh,Jasmine Walsh,1
recP6lQmxUMAGVJMs,14906,2885,2885,Official First Hj Z,Official First Hj Z,Ryan Michael Genn,Ryan,Ryan Michael Genn,Ryan Michael Genn,1
recPO0LJIpCgiyGYx,14906,146,146,Tulara Cascara,Tulara Cascara,Aaron Vale,Aaron,Ben Taylor,Ben Taylor,1
recPT54BMP2hZ2LYD,14906,1959,1959,Neisha,Neisha,Sarah Kraemer,Sarah Kraemer,Luciano Dome,Luciano Dome,1
recPerTCQD2I9qkKg,14906,1086,1086,It Is West,It Is West,Rebecca Conway,Rebecca,Conan Conway,Conan Conway,1
recPiy0rzjsL2Rsre,14906,1336,1336,Dorothea Mystic Rose,Dorothea Mystic Rose,Juan M. Bolanos,Juan,Juan M. Bolanos,Juan M. Bolanos,1
recPkDXCz5fooby5m,14906,2072,2072,O'Quality Z,O'Quality Z,Kyle Dewar,Kyle,Kyle Dewar,Kyle Dewar,1
recPmzZUk6IzAwcX0,14906,2571,2571,Snap Chat,Snap Chat,Taylor St Jacques,Taylor St Jacques,Taylor St Jacques,Taylor St Jacques,1
recPqk1gcpeR3OmWa,14906,123,123,Cordis Totalis Z,Cordis Totalis Z,Selcuk Koksalan,Selcuk,Selcuk Koksalan,Selcuk Koksalan,1
recPs89Jz6WyzBvdm,14906,1058,1058,Face The Stars,Face The Stars,Clara Vidal,Clara Vidal,Daniela Roy,Daniela Roy,1
recPtjIrAj2aGAHxY,14906,1184,1184,Cumulonimbus,Cumulonimbus,Reagan Brown,Reagan Brown,Stephanie Free,Stephanie Free,1
recQ08GxtyZiioC8f,14906,2078,2078,Lissino,Lissino,Khloe Kerins,Khloe,Darragh Kerins,Darragh Kerins,1
recQ1Kstofjb9fnXH,14906,1479,1479,Jajadiva,Jajadiva,Lesley Grant-Law,Lesley Grant-Law,Lesley Grant-Law,Lesley Grant-Law,1
recQ7HnsEnibn4AGr,14906,2985,2985,Vdl Masque-Unea,Vdl Masque-Unea,Savannah Groselle,Savannah,Savannah Groselle,Savannah Groselle,1
recQBQoJ1XqG7D9zR,14906,2834,2834,Hercules,Hercules,Maya Allhusen,Maya,Mario Garcia,Mario Garcia,1
recQCUi9gMth3vZD2,14906,1587,1587,Dominance Z,Dominance Z,Captain Brian Cournane,Captain,Captain Brian Cournane,Captain Brian Cournane,1
recQIGIc8cE2pgwWI,14906,1771,1771,Bona Fide,Bona Fide,Brooke Eddy,Brooke Eddy,Brooke Eddy,Brooke Eddy,1
recQKRRPsv4UmJwLN,14906,2090,2090,Boozeman Na,Boozeman Na,Andrew C. Welles,Andrew,Andrew C. Welles,Andrew C. Welles,1
recQQNSRvgx8fEVqj,14906,1036,1036,Indigo Van De Muggenhoek,Indigo Van De Muggenhoek,Carsyn Korotkin,Carsyn Korotkin,Alan Korotkin,Alan Korotkin,1
recQUJzVTnwF3CiJW,14906,1054,1054,Celine Db Z,Celine Db Z,Mia Felipe,Mia Felipe,Daniela Roy,Daniela Roy,1
recQUhxttilVTEAXi,14906,2705,2705,Nitemoves,Nitemoves,Hayley G. Waters Wear,Hayley G. Waters Wear,Dana G. Waters,Dana G. Waters,1
recQadhnwp62oGhc1,14906,1668,1668,Goodgraf,Goodgraf,Lenir Perez,Lenir Perez,Juan A. Rodriguez Silva,Juan A. Rodriguez Silva,1
recQefzWA7zkHVhfY,14906,2360,2360,Cassaderra Na,Cassaderra Na,Taryn M. Adamy,Taryn,Taryn M. Adamy,Taryn M. Adamy,1
recQgzW00V8UL9jDG,14906,2822,2822,Chabluevara Ps,Chabluevara Ps,Ryan Michael Genn,Ryan,Ryan Michael Genn,Ryan Michael Genn,1
recQiGG8bUwdhs9Th,14906,2189,2189,Indianapolis,Indianapolis,Ivy Nyberg,Ivy,Ivy Nyberg,Ivy Nyberg,1
recQisO5xtuWBm2O6,14906,2824,2824,Dame Bruchetta Z,Dame Bruchetta Z,Kitt Ritter,Kitt,Ryan Michael Genn,Ryan Michael Genn,1
recQoysjcAG0qyHVc,14906,2800,2800,Watchusayin,Watchusayin,Grayson Moore,Grayson Moore,Rob Billings,Rob Billings,1
recQtqCuhjUD3zjO6,14906,1264,1264,,,,,,,1
recQvAK9J6jkpyCVI,14906,2978,2978,Toussant,Toussant,Helen Goddard,Helen,Helen Goddard,Helen Goddard,1
recRJcobFH0FGTx45,14906,3018,3018,Corzico Melloni Z,Corzico Melloni Z,Dorothy Douglas,Dorothy,Jelmer Hoekstra,Jelmer Hoekstra,1
recRNP3eMAyRJEFMu,14906,1190,1190,Talk To Me,Talk To Me,Kendall King,Kendall King,Stephanie Free,Stephanie Free,1
recRPfRo59FcQb68k,14906,1216,1216,Crimson Tide,Crimson Tide,Lucy Wexler,Lucy Wexler,Megan Wexler,Megan Wexler,1
recRPs1ydxqIDjEOg,14906,152,152,Gradje O,Gradje O,Samuel Parot,Samuel,Samuel Parot,Samuel Parot,1
