record_id,show_no,entry_no,entry_display,horse,horse_display,rider,rider_display,trainer,trainer_display,active
rec2cDkWFGecuTXv5,14907,1933,1933,Caligua,,Janie Stevenson,Janie,Jamie Reinheimer,Jamie Reinheimer,1
rec2eUucGK8LzHAZi,14907,2493,2493,In Clover,In Clover,,,,,1
rec2hsK2SEMEvJsQF,14907,3039,3039,Billy Adorable,,Sophie Smith,Sophie,Morgan Taylor,Morgan Taylor,1
rec2kXWkfpJjysxto,14907,2903,2903,Calisto Di Montie Z,Calisto Di Montie Z,,,,,1
rec2oJQmqDACrFDkO,14907,1202,1202,Quizmaster,,Lainey Lovell,Lainey,Kacey Conway,Kacey Conway,1
rec2vyepthImFfxd5,14907,2743,2743,Stoli,Stoli,,,,,1
rec2ycsr5WvP5uEld,14907,1101,1101,Quido,,Reya Popat,Reya,Morgan Taylor,Morgan Taylor,1
rec32qsqLuGDJ9aQ7,14907,1766,1766,Diatendra,,Robert Mendoza,Robert,Robert Mendoza,Robert Mendoza,1
rec36l8EG5RpAgroN,14907,1109,1109,Odilon,,Soleil Katsur,Soleil,Jessica Cross,Jessica Cross,1
rec37oaBKQnkXuFLX,14907,2236,2236,Custom Fit,Custom Fit,,,,,1
rec3AjH1MdATg46Lv,14907,1676,1676,Nashua,,Natalia Perez,Natalia,Juan A. Rodriguez Silva,Juan A. Rodriguez Silva,1
rec3Ajj0at5slKfYA,14907,2736,2736,Olimpink Melloni,,Timothy Maddrix,Timothy,Timothy Maddrix,Timothy Maddrix,1
rec3DpKWemv7a6IRn,14907,2173,2173,Danilo Khr,,Megan Gardiner,Megan,Megan Gardiner,Megan Gardiner,1
rec3FAchzIv5xBucH,14907,1707,1707,Ally Z,,Anne L. Bingler,Anne,Anne L. Bingler,Anne L. Bingler,1
rec3K75aukCEzb49g,14907,1682,1682,Allegra Van Het Eikenhof Z,,Aria Collins,Aria,Jessica Collins,Jessica Collins,1
rec3MT7xCq5XAhkoB,14907,1916,1916,Hhf Levison's Pride,,Bryce P. Richardson,Bryce,Bryce P. Richardson,Bryce P. Richardson,1
rec3Me0gpJHib7Ibm,14907,2017,2017,United Del Coco,,Julia Worden,Julia,Julia Worden,Julia Worden,1
rec3NAfKM6Cekfee9,14907,2258,2258,Layla 74,Layla 74,,,,,1
rec3Px2mda67HXYII,14907,1816,1816,Luna,Luna,,,,,1
rec3UacfaeKhcUceZ,14907,1398,1398,Robijn Van't Roosakker,Robijn Van't Roosakker,,,,,1
rec3Uv3yOB4Q5NwZf,14907,2954,2954,Dropshot Z,,Paige Jones,Paige,Dominique H. Damico,Dominique H. Damico,1
rec3W1m1CRMqKtOku,14907,2383,2383,A La Quattro S,,Vivian Heyer,Vivian,August Torsilieri,August Torsilieri,1
rec3YkBAt3T7g2M9W,14907,1187,1187,Phantom,,Adelyn Miller,Adelyn,Stephanie Free,Stephanie Free,1
rec3YmHX4HQFsL9hK,14907,1355,1355,Chocolat Van De Broy Z,Chocolat Van De Broy Z,,,,,1
rec3Z99UEZL8sSNY7,14907,1095,1095,Cabana Boy,,Isaac Leffkowitz,Isaac,Isaac Leffkowitz,Isaac Leffkowitz,1
rec3a2wD5CY19q8Cn,14907,2319,2319,,,,,,,1
rec3bLIGAk2dqZnDe,14907,3034,3034,Napoleon,,Robert P. Stucky,Robert,Robert P. Stucky,Robert P. Stucky,1
rec3d5aE12ySM19YR,14907,1984,1984,Olli Van De Zuuthoeve,,Dana Narayanappa,Dana,Natalie Johnson Russell,Natalie Johnson Russell,1
rec3hiESyDRNyLtbA,14907,2145,2145,,,,,,,1
rec3wby7DWIiWanEq,14907,1879,1879,Salute To You,,Daniela Pulgar,Daniela,Daniela Roy,Daniela Roy,1
rec3wfvjfMjQ9sCII,14907,1249,1249,Colombiana,,Erica Robson,Erica,Erica Robson,Erica Robson,1
rec3zr0DE8MzOsdpK,14907,1221,1221,Kobalt Des Vk,,Mackenzie R. McGehee,Mackenzie,Megan Wexler,Megan Wexler,1
rec3zyMPoFyldLxW3,14907,107,107,Conthalando Ps,,Manuel G. Torres,Manuel,Manuel G. Torres,Manuel G. Torres,1
rec40RGkxUIYykjih,14907,1544,1544,Prince Henry,,Jackson Callahan,Jackson,Dominique H. Damico,Dominique H. Damico,1
rec41PNz3aD0mIrBn,14907,1930,1930,Champ,,Windsor Ryan,Windsor,Traci A. Weston,Traci A. Weston,1
rec434ZDnG5z2s5yF,14907,223,223,Dragonball,,Chloe D. Reid,Chloe,Chloe D. Reid,Chloe D. Reid,1
rec43Xr9hCD3oLh2g,14907,2926,2926,Clever,,Jake Evans,Jake,Jake Evans,Jake Evans,1
rec45GpYeI1KYllF5,14907,1027,1027,Fort Knox,Knox,Lainey Posa,Lainey,Alan Korotkin,CWF,1
rec48IQH1cLRCSpiA,14907,3509,3509,Arnac Du Mazes,Arnac Du Mazes,,,,,1
rec4BWUfDhA6ovO4X,14907,2664,2664,Callisto,,Angela Gais,Angela,Angela Gais,Angela Gais,1
rec4FOlB92FMkKz2z,14907,1659,1659,London Star,,Barbara H. Center,Barbara,Kyle Dewar,Kyle Dewar,1
rec4HtfJmwxwrcJYO,14907,1428,1428,Insightful,,Kendall Bland,Kendall,Dawn Hersey,Dawn Hersey,1
rec4ITFSuRzNz24pL,14907,2934,2934,Jalanne,,Jelmer Hoekstra,Jelmer,Jelmer Hoekstra,Jelmer Hoekstra,1
rec4V1tpPt3wiEnbN,14907,2137,2137,Falling Moon Front Page,,Kennedy Kluber,Kennedy,Terrie E. Shibley,Terrie E. Shibley,1
rec4X25T8c5jnS9aX,14907,1666,1666,F.ellouette,,Sebastian Presa Tejada,Sebastian,Juan A. Rodriguez Silva,Juan A. Rodriguez Silva,1
rec4aCCXiT3ZzSW5s,14907,2170,2170,Greigiau Spring Johnson,,Ella Sasso,Ella,Juliann W. Cunningham,Juliann W. Cunningham,1
rec4dXlqCDnn7yZkr,14907,1459,1459,Voyageur,,Marie Lawlor,Marie,Wendy J. Hechler,Wendy J. Hechler,1
rec4g5rjcJW2YzDAg,14907,1106,1106,Naomi Hpf,,Hector Florentino,Hector,Benjamin J. Meredith,Benjamin J. Meredith,1
rec4iZ2svnApgdukR,14907,2621,2621,Nayla Balou,,Mary Jo Engstrom,Mary,Debra L. Ward,Debra L. Ward,1
rec4isV75lb5YAcOe,14907,1801,1801,Marseille,Marseille,,,,,1
rec4jeW2DgZUT7qPj,14907,1444,1444,Orette De Kalvarie,Orette De Kalvarie,,,,,1
rec4nko8mSm636TXr,14907,2807,2807,Illusion Cl,Illusion Cl,,,,,1
rec4pOaYgAZalZMzo,14907,1341,1341,Modena Lc,,Juan J. Bancalari,Juan,Juan J. Bancalari,Juan J. Bancalari,1
rec4qUOGVJAGUZqnw,14907,143,143,Pmf Inventiv,,Angela Swanson,Angela,Angela Swanson,Angela Swanson,1
rec4sYbf6VrE4Gdck,14907,2886,2886,Venezia D'austral Z,,Ryan Michael Genn,Ryan,Ryan Michael Genn,Ryan Michael Genn,1
rec4xJM8MrD8yzusL,14907,1488,1488,Crown,,Sofia Fayad,Sofia,Bibby F. Hill,Bibby F. Hill,1
rec50A1e6NvveXW9q,14907,2847,2847,Jurrney,,Wendy B. Rice,Wendy,Lauren Schweppe,Lauren Schweppe,1
rec50DCvX5MF21Jf5,14907,1241,1241,Balou Blue Z,,Brittni A. Raflowitz,Brittni,Brittni A. Raflowitz,Brittni A. Raflowitz,1
rec514OUjwldYovtn,14907,1768,1768,Mistigrise Du Seigneur,,Robert Mendoza,Robert,Robert Mendoza,Robert Mendoza,1
rec53XSizG64Ut8fX,14907,1009,1009,Only Always,,Kimberly S. Maloomian,Kimberly,Kimberly S. Maloomian,Kimberly S. Maloomian,1
rec54726T3NJ6SoIz,14907,1785,1785,Vdl Adancha Z,,Stella Stinnett,Stella,Thea N. Stinnett,Thea N. Stinnett,1
rec54UCrRRaZybrzs,14907,1080,1080,Khinula Wb,,Laura Linback,Laura,Troy Linback,Troy Linback,1
rec55QuaBFAQFcsdh,14907,1575,1575,Bellefour's Steel Fox,,Marlow Rickun,Marlow,Kelsey Duffy,Kelsey Duffy,1
rec5BCZ11djG4ijhg,14907,2796,2796,Santa Rosa Fiona,,Priscilla Broger,Priscilla,Priscilla Broger,Priscilla Broger,1
rec5DPfOVGzqUDCig,14907,3006,3006,Surely,,Audrey Turner,Audrey,Laura Gaither,Laura Gaither,1
rec5HRwfgu8Db9W27,14907,1108,1108,Cali Blue Ps,,Soleil Katsur,Soleil,Jessica Cross,Jessica Cross,1
rec5OBdFACbnwaG76,14907,2966,2966,Beast Mode,,Addison Benio,Addison,Addison Benio,Addison Benio,1
rec5SupXeyjWTgAbz,14907,2732,2732,Leroy Brown,,Amanda Majewski,Amanda,Terrie E. Shibley,Terrie E. Shibley,1
rec5U7pN8TJHOvcg6,14907,2029,2029,Cobalto,,Anne L. Bingler,Anne,Anne L. Bingler,Anne L. Bingler,1
rec5W8zVBAHOmlvOQ,14907,2113,2113,Never Ending Story,,Zendaya Horner Brown,Zendaya,Katie Rudnick,Katie Rudnick,1
rec5WKbSvvNAIspHS,14907,2132,2132,Goliath,,Addison Reed,Addison,Addison Reed,Addison Reed,1
rec5WQl0Uwyt03T0k,14907,1098,1098,Royal Mark,,Isaac Leffkowitz,Isaac,Isaac Leffkowitz,Isaac Leffkowitz,1
rec5f63CZaArtXlEr,14907,10491049,10491049,,,,,,,1
rec5i4vjum6YIHJFG,14907,2008,2008,,,,,,,1
rec5oUulq4v1aqsIA,14907,3406,3406,Shalako,Shalako,,,,,1
rec5pQtQGSG9uVcTL,14907,2930,2930,Miracle Van De Beiaard Z,,Declan Egan,Declan,Declan Egan,Declan Egan,1
rec5pU13zfWM743CN,14907,2292,2292,Icarus,,Bailey P. Tims-Ferira,Bailey,Declan Egan,Declan Egan,1
rec5pmCjObhKYYuY4,14907,2197,2197,King William,,Sharn L. Wordley,Sharn,Sharn L. Wordley,Sharn L. Wordley,1
rec5ppXd3Vi3V3PUp,14907,1878,1878,Futur Du Pomiez,,Reagan Williams,Reagan,Tara G. Bostwick,Tara G. Bostwick,1
rec5uw8rg4rX0wj09,14907,3435,3435,Domingo,Domingo,,,,,1
rec5ygHvQHdrPqVbK,14907,2928,2928,Cypress,,Ellery Winkler,Ellery,Declan Egan,Declan Egan,1
rec5zBhR4G8UOqWRu,14907,1628,1628,Milas D,,Jennifer Strickland,Jennifer,Jennifer Strickland,Jennifer Strickland,1
rec66QuE2Mvd77FhV,14907,2959,2959,Wrenwood Blue Dream,,Robert Duffy-Levendorf,Robert,Kelsey Duffy,Kelsey Duffy,1
rec6AV0thciPwtA0u,14907,1545,1545,Quincy Too,,Sarah Callahan,Sarah,Dominique H. Damico,Dominique H. Damico,1
rec6M1TTc7umBP1As,14907,1065,1065,Lord Cageman,,Jingxuan Zhou,Jingxuan,Daniela Roy,Daniela Roy,1
rec6NKXOnzaqgiEpv,14907,3346,3346,Dsh Absolut,Dsh Absolut,,,,,1
rec6QjeebNQzoD5RS,14907,1791,1791,Kalahari Na,,Katie Drummond,Katie,Jared P. Petersen,Jared P. Petersen,1
rec6Y3LmuGjFdkmyG,14907,2136,2136,Cms Cabernett,Cms Cabernett,,,,,1
rec6ZGNosqNhhZYIP,14907,1064,1064,Locinthe Vdl,,Clara Vidal,Clara,Daniela Roy,Daniela Roy,1
rec6b9get1DuDSNzS,14907,2612,2612,Marshall,,Timothy Maddrix,Timothy,Timothy Maddrix,Timothy Maddrix,1
rec6hj42NmyzUpTvg,14907,2880,2880,Valentine Car,,Sharn L. Wordley,Sharn,Sharn L. Wordley,Sharn L. Wordley,1
rec6iwnGhNhMivPK5,14907,1062,1062,Kalibra S,,Frances Derrer,Frances,Daniela Roy,Daniela Roy,1
rec6jFlPCM76WurPT,14907,3157,3157,Lady Bombastic 3,,Robert Blanchette,Robert,Tammy Blanchette,Tammy Blanchette,1
rec6qEkb6JtyJio2I,14907,2293,2293,Miss Cranny Sarco,,Declan Egan,Declan,Declan Egan,Declan Egan,1
rec6u2HTz330ZyOm3,14907,1293,1293,Getthe Muny Bernie,,Carrie Riddle,Carrie,Lindsay Barrack,Lindsay Barrack,1
rec6uUStMesh3znm5,14907,1907,1907,Wild Kat,,Jamie Alnwick,Jamie,Scott Keach,Scott Keach,1
rec6uoZ2Up2uWPPC2,14907,1548,1548,Tesserae,Tesserae,,,,,1
rec6wNQ8qnyhIyKnM,14907,3037,3037,Malmo 54,,Tom Monaghan,Tom,Tom Monaghan,Tom Monaghan,1
rec6zjv7j1wAQWFiw,14907,2765,2765,Argon Van De Hunters Z,Argon Van De Hunters Z,,,,,1
rec74jz5MQsVEZGqt,14907,1826,1826,Emi Initia,,Sara Lent,Sara,Lia Screnci,Lia Screnci,1
rec79GI4KSUnzcxKK,14907,1263,1263,Eliott Dz,,Aaron Vale,Aaron,Ben Taylor,Ben Taylor,1
rec7Ab9hWgN2MWcXj,14907,1302,1302,Sweet Caroline Na,,Juliane Stephan,Juliane,Alberto Michan,Alberto Michan,1
rec7AkbkjLTZgFxVv,14907,3026,3026,Frf Wandering Turn,Frf Wandering Turn,,,,,1
rec7BwCKMRQDMQgx2,14907,1662,1662,Miles Ahead,,Katherine F. Dewar,Katherine,Kyle Dewar,Kyle Dewar,1
rec7F9hjLstqdYMOO,14907,2147,2147,Princeton,,Lacoste Davis,Lacoste,Christine Davis,Christine Davis,1
rec7HGhhxy0VcsvHr,14907,2945,2945,Koletta,,Stephanie Frey,Stephanie,Stephanie Frey,Stephanie Frey,1
rec7IRQCJhcQjYSyL,14907,158,158,Icare Chavannais,,Priscilla Broger,Priscilla,Priscilla Broger,Priscilla Broger,1
rec7Op9ou8Hbrpp8I,14907,2304,2304,Camden Street,,Phillipa Greenberg,Phillipa,Wendy J. Hechler,Wendy J. Hechler,1
rec7T64fHxv2ICFyD,14907,12961296,12961296,,,,,,,1
rec7TuJvn6kKhK8Rb,14907,2399,2399,Wineham,,Danae Oliveri,Danae,Jacqueline Steffens Daly,Jacqueline Steffens Daly,1
rec7UiVuyI7IU1Nhe,14907,2817,2817,Viscolano,Viscolano,,,,,1
rec7WCHHMldON19KP,14907,1149,1149,Diatano,Diatano,,,,,1
rec7X3x2xYM9fNfws,14907,1790,1790,Cataumet,,Lauren Schweppe,Lauren,Lauren Schweppe,Lauren Schweppe,1
rec7Xhy1diC2mfn1j,14907,161,161,Jason Brown,,Flavio Montenegro,Flavio,Ben Taylor,Ben Taylor,1
rec7azKaPKmD2cx7o,14907,2712,2712,Il Vole Du Park,,Juan E. Hidalgo,Juan,Juan E. Hidalgo,Juan E. Hidalgo,1
rec7bJLZq70fTkdNS,14907,3222,3222,Velour Hf,Velour Hf,,,,,1
rec7dFt7LqAIZa3sg,14907,189,189,Lyjanair,,Richard A. Spooner,Richard,Richard A. Spooner,Richard A. Spooner,1
rec7enZTdsncgJQcM,14907,2094,2094,Gold Du Rouet,,Taylor St Jacques,Taylor,Andrew C. Welles,Andrew C. Welles,1
rec7oPU2U47Im0jah,14907,1025,1025,Dodicci,Dottie,Carsyn Korotkin,Carsyn,Alan Korotkin,CWF,1
rec7pZYSTNNmPkyu6,14907,2561,2561,Indiscreet,,Spencer Brittan,Spencer,Spencer Brittan,Spencer Brittan,1
rec7vnyr2tVcM6JKv,14907,2361,2361,Casuall,,John Michael Durr,John,John Michael Durr,John Michael Durr,1
rec7xtG00LNziiwOy,14907,1936,1936,Sf Old Fashioned,,Jamie Reinheimer,Jamie,Jamie Reinheimer,Jamie Reinheimer,1
rec7zQax96YuurTYP,14907,2083,2083,Dank's Corner Livin' In The Future,,Laikynn Mixon,Laikynn,Madison Daughdrill,Madison Daughdrill,1
rec81sUUNYt18WiAO,14907,1864,1864,La India Catania,,Celso Ariani,Celso,Celso Ariani,Celso Ariani,1
rec88WmrE0gSWXFHr,14907,2968,2968,Anthem L.a. Z,,Stella Kraemer,Stella,Luciano Dome,Luciano Dome,1
rec8BkNjJAu1oqLly,14907,2157,2157,Streya,,Jacqueline Steffens Daly,Jacqueline,Jacqueline Steffens Daly,Jacqueline Steffens Daly,1
rec8DmkeJuEVF6qQP,14907,2408,2408,Brightest Star Orf Z,Brightest Star Orf Z,,,,,1
rec8IWsCUcfLNXWe4,14907,1617,1617,Prescott,Prescott,,,,,1
rec8LsoJURKHZ44D2,14907,1843,1843,Accelerator,,Fabian Herrera,Fabian,Fabian Herrera,Fabian Herrera,1
rec8MFCog8SGj6oyT,14907,3183,3183,Jason,Jason,,,,,1
rec8OYeF4BnG15lvv,14907,3373,3373,22 Cartagena,22 Cartagena,,,,,1
rec8P7VE4xrhSr8iw,14907,2867,2867,Chef Special,,Tracy Fenney,Tracy,Michael J. Mccormick,Michael J. Mccormick,1
rec8PR9MnLxkUXfAc,14907,1037,1037,Insider Bh,Insider,Victoria Rotsaert,Victoria,Alan Korotkin,CWF,1
rec8UGAUAUJ780m3N,14907,1947,1947,Playboy Blue Vh Z,,Casey M. Millis,Casey,Casey M. Millis,Casey M. Millis,1
rec8bEkXQ121XUPro,14907,1823,1823,Aperture Vf,,Lia Screnci,Lia,Lia Screnci,Lia Screnci,1
rec8dMmNDSdG203Mw,14907,2188,2188,Excel Star Herald,,Danielle Platt,Danielle,Danielle Platt,Danielle Platt,1
rec8djTKCR8X4DavJ,14907,2667,2667,Calypso,Calypso,Josephine Demmo,Josephine,Alan Korotkin,CWF,1
rec8dxdOus0dlQQON,14907,2401,2401,Lance Van't Roosakker,,Lola Reardon,Lola,Kimberly Nadler-Russo,Kimberly Nadler-Russo,1
rec8nbieTHlNYfAzC,14907,2534,2534,Callisto De Fetan Z,,Robert Mendoza,Robert,Robert Mendoza,Robert Mendoza,1
rec8q6pzxu3h9BVPr,14907,3422,3422,Fred Astaire,Fred Astaire,,,,,1
rec8qHQrDItvdlQoL,14907,1028,1028,Forte,Macho,Carsyn Korotkin,Carsyn,Alan Korotkin,CWF,1
rec8sI9fvIMgzRWtl,14907,3005,3005,Kilmastulla Quality Touch,,Seanna Reser,Seanna,Stacey L. Reser,Stacey L. Reser,1
rec900wy3a31okVGL,14907,1103,1103,Vhf Vegas,,Amelia Khan,Amelia,Morgan Taylor,Morgan Taylor,1
rec93QEULmoP9lVQ5,14907,3014,3014,Hazelberg's Opium Dve,,,,,,1
rec95VcM0BbVFcEui,14907,3394,3394,Joey Van De Nieuwburghoeve,Joey Van De Nieuwburghoeve,,,,,1
rec97QFWtimduyHuB,14907,1283,1283,Calais,,Kole Floyd,Kole,Katie Moniz Floyd,Katie Moniz Floyd,1
rec9GEPDxYugGa9EC,14907,1261,1261,Com'on Kylie M,,Sophia Ayers,Sophia,Ben Taylor,Ben Taylor,1
rec9HeW9WlmtzBC08,14907,2368,2368,Cheque,,Jake Evans,Jake,Jake Evans,Jake Evans,1
rec9JEZc89Tnnz4bF,14907,2604,2604,Hand Painted,,Jasmine Walsh,Jasmine,Jasmine Walsh,Jasmine Walsh,1
rec9JhcjVE6MzwKwQ,14907,2367,2367,Khadiri,,Jake Evans,Jake,Jake Evans,Jake Evans,1
rec9MCPI5x9Xgr82b,14907,1447,1447,Viva La Vida,Viva La Vida,,,,,1
rec9N1Ti4a8Q38uHS,14907,2618,2618,Quina Blue Ps,,Timothy Maddrix,Timothy,Timothy Maddrix,Timothy Maddrix,1
rec9OpY0lz1fUBcMR,14907,2876,2876,Ewsz Omega,,Gonzalo Guevara,Gonzalo,Gonzalo Guevara,Gonzalo Guevara,1
rec9YY2VQtUbQheE9,14907,2927,2927,Dexter,,Jake Evans,Jake,Jake Evans,Jake Evans,1
rec9Z7hwgNj6ebYKl,14907,3392,3392,Zechariah,Zechariah,,,,,1
rec9d2oNX6g2NauFw,14907,1041,1041,Luminosity Class,Elliot,Tanner Korotkin,Tanner,Alan Korotkin,CWF,1
rec9eOiAQ8imcv9Oj,14907,104,104,Helia Ffh,,Kyle Dewar,Kyle,Kyle Dewar,Kyle Dewar,1
rec9f7ogvI5AiZGXT,14907,1046,1046,Rimini Du Printemps,Rimini,Sophie Heap,Sophie,Alan Korotkin,CWF,1
rec9frvWzFMf9c8Kj,14907,1319,1319,High Time,,Anne C. Hormel,Anne,Camille Maynard,Camille Maynard,1
